id_escola,codigo_inep,nome_canonico,assessora_gerencial,tipo_carteira,grupo_administrativo_2024_final,tipo_vinculo_rede_final,status_rede_2025_final,matriculas_anos_iniciais,turmas_anos_iniciais,numero_series_resultado_2025,numero_series_resultado_2026,numero_series_comparaveis,taxa_participacao_escola_2025,taxa_participacao_escola_2026,delta_participacao_escola,proficiencia_multisserie_ponderada_2025,proficiencia_multisserie_ponderada_2026,delta_proficiencia_multisserie_ponderada,score_dimensao_volume,score_dimensao_estrutural,score_dimensao_educacional,score_dimensao_administrativa,indice_carga_potencial,faixa_indice_carga_potencial,qualidade_evidencia_educacional,interpretacao_educacional_cautelosa,interpretacao_indice_cautelosa,possui_complexidade_administrativa,possui_alerta_composicao,painel_incompleto,sensibilidade_faixa,participacao_indice_na_carteira_pct,observacoes_composicao_limpa,arquivo_html,arquivo_grafico_dimensoes,arquivo_grafico_participacao,arquivo_grafico_proficiencia,status_geracao,mensagem_erro,html_existe,grafico_dimensoes_existe,grafico_participacao_existe,grafico_proficiencia_existe
ESC_044,43167179,EMEF SAINT HILAIRE,andreia,Carteira nominal,Rede municipal direta em 2024,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,494,22,5,5,5,77.17842323651452,84.6325167037862,7.454093467271676,51.905913978494624,47.86578947368421,-4.040124504810414,80.3543771043771,60.68686868686869,58.005050505050505,0,49.761574074074076,Faixa 4 — maior carga potencial relativa,Completa — cinco séries,FALSE,FALSE,FALSE,TRUE,FALSE,Sensibilidade moderada,23.236939803504995,Aumento de participação igual ou superior a 10 p.p.,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/html/ESC_044_emef-saint-hilaire.html,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/graficos/ESC_044_emef-saint-hilaire_dimensoes.png,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/graficos/ESC_044_emef-saint-hilaire_participacao.png,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/graficos/ESC_044_emef-saint-hilaire_proficiencia.png,gerada,,TRUE,TRUE,TRUE,TRUE
ESC_002,43105505,EMEB DR LIBERATO SALZANO VIEIRA DA CUNHA,clarissa,Carteira nominal,Rede municipal direta em 2024,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,465,21,5,5,5,79.60526315789474,86.29213483146067,6.686871673565932,55.17355371900826,48.888020833333336,-6.285532885674925,71.26262626262626,33.121212121212125,54.918350168350166,0,39.825547138047135,Faixa 3 — intermediária superior,Completa — cinco séries,FALSE,FALSE,FALSE,TRUE,FALSE,Estável nos cenários,17.257790357938816,Aumento de participação igual ou superior a 10 p.p. | Mudança relevante no público previsto e aumento de participação,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/html/ESC_002_emeb-dr-liberato-salzano-vieira-da-cunha.html,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/graficos/ESC_002_emeb-dr-liberato-salzano-vieira-da-cunha_dimensoes.png,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/graficos/ESC_002_emeb-dr-liberato-salzano-vieira-da-cunha_participacao.png,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/graficos/ESC_002_emeb-dr-liberato-salzano-vieira-da-cunha_proficiencia.png,gerada,,TRUE,TRUE,TRUE,TRUE
ESC_011,43109225,EMEF DEP VICTOR ISSLER,clarissa,Carteira nominal,Rede municipal direta em 2024,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,581,23,5,5,5,84.70031545741325,88.99371069182389,4.293395234410639,60.46182495344507,53.1113074204947,-7.35051753295037,88.06986531986531,42.053872053872055,35.00841750841751,0,41.28303872053872,Faixa 3 — intermediária superior,Completa — cinco séries,FALSE,FALSE,FALSE,FALSE,FALSE,Sensibilidade moderada,17.8893719930112,Sem alerta principal de composição,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/html/ESC_011_emef-dep-victor-issler.html,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/graficos/ESC_011_emef-dep-victor-issler_dimensoes.png,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/graficos/ESC_011_emef-dep-victor-issler_participacao.png,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/graficos/ESC_011_emef-dep-victor-issler_proficiencia.png,gerada,,TRUE,TRUE,TRUE,TRUE
ESC_016,43107508,EMEF GOV ILDO MENEGHETTI,clarissa,Carteira nominal,Rede municipal direta em 2024,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,585,24,5,5,5,78.48537005163512,82.71812080536913,4.23275075373401,52.0328947368421,47.38336713995943,-4.64952759688267,95.99158249158249,61.48821548821549,59.8989898989899,0,54.34469696969697,Faixa 4 — maior carga potencial relativa,Completa — cinco séries,FALSE,FALSE,FALSE,TRUE,FALSE,Estável nos cenários,23.549441370329706,Aumento de participação igual ou superior a 10 p.p.,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/html/ESC_016_emef-gov-ildo-meneghetti.html,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/graficos/ESC_016_emef-gov-ildo-meneghetti_dimensoes.png,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/graficos/ESC_016_emef-gov-ildo-meneghetti_participacao.png,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/graficos/ESC_016_emef-gov-ildo-meneghetti_proficiencia.png,gerada,,TRUE,TRUE,TRUE,TRUE
ESC_019,43172474,EMEF JEAN PIAGET,clarissa,Carteira nominal,Rede municipal direta em 2024,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,379,16,5,5,5,76.57430730478589,86.17283950617283,9.598532201386945,67.01315789473684,54.63896848137536,-12.374189413361478,54.89646464646464,39.23063973063974,43.62626262626263,0,34.43834175084175,Faixa 2 — intermediária inferior,Completa — cinco séries,FALSE,FALSE,FALSE,TRUE,FALSE,Sensibilidade elevada,14.923327485017492,Aumento de participação igual ou superior a 10 p.p. | Mudança relevante no número de estudantes previstos | Mudança relevante no público previsto e aumento de participação,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/html/ESC_019_emef-jean-piaget.html,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/graficos/ESC_019_emef-jean-piaget_dimensoes.png,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/graficos/ESC_019_emef-jean-piaget_participacao.png,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/graficos/ESC_019_emef-jean-piaget_proficiencia.png,gerada,,TRUE,TRUE,TRUE,TRUE
ESC_024,43109209,EMEF LAURO RODRIGUES,clarissa,Carteira nominal,Rede municipal direta em 2024,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,339,15,5,5,5,85.02673796791444,90.73569482288828,5.7089568549738345,65.5125786163522,62.933933933933936,-2.5786446824182647,40.362794612794616,48.858585858585855,31.070707070707073,0,30.073021885521886,Faixa 1 — menor carga potencial relativa,Completa — cinco séries,FALSE,FALSE,FALSE,TRUE,FALSE,Estável nos cenários,13.031683038303429,Aumento de participação igual ou superior a 10 p.p. | Mudança relevante no número de estudantes previstos,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/html/ESC_024_emef-lauro-rodrigues.html,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/graficos/ESC_024_emef-lauro-rodrigues_dimensoes.png,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/graficos/ESC_024_emef-lauro-rodrigues_participacao.png,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/graficos/ESC_024_emef-lauro-rodrigues_proficiencia.png,gerada,,TRUE,TRUE,TRUE,TRUE
ESC_048,43172482,EMEF VER ANTONIO GIUDICE,clarissa,Carteira nominal,Rede municipal direta em 2024,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,404,18,5,5,5,79.89556135770235,89.5,9.604438642297652,58.928104575163395,63.17877094972067,4.250666374557277,51.93434343434343,41.53030303030303,29.75084175084175,0,30.803872053872055,Faixa 1 — menor carga potencial relativa,Completa — cinco séries,FALSE,FALSE,FALSE,TRUE,FALSE,Sensibilidade moderada,13.34838575539936,Aumento de participação igual ou superior a 10 p.p. | Mudança relevante no número de estudantes previstos | Mudança relevante no público previsto e aumento de participação,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/html/ESC_048_emef-ver-antonio-giudice.html,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/graficos/ESC_048_emef-ver-antonio-giudice_dimensoes.png,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/graficos/ESC_048_emef-ver-antonio-giudice_participacao.png,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/graficos/ESC_048_emef-ver-antonio-giudice_proficiencia.png,gerada,,TRUE,TRUE,TRUE,TRUE
ESC_008,43177581,EMEF CHICO MENDES,eliane,Carteira nominal,Rede municipal direta em 2024,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,541,22,5,5,5,71.73076923076923,86.2475442043222,14.51677497355297,56.45040214477212,42.250569476082006,-14.199832668690114,81.85437710437711,52.64309764309765,65.9604377104377,0,50.11447811447812,Faixa 4 — maior carga potencial relativa,Completa — cinco séries,FALSE,FALSE,FALSE,TRUE,FALSE,Estável nos cenários,26.157022977900795,Aumento de participação igual ou superior a 10 p.p. | Mudança relevante no público previsto e aumento de participação,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/html/ESC_008_emef-chico-mendes.html,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/graficos/ESC_008_emef-chico-mendes_dimensoes.png,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/graficos/ESC_008_emef-chico-mendes_participacao.png,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/graficos/ESC_008_emef-chico-mendes_proficiencia.png,gerada,,TRUE,TRUE,TRUE,TRUE
ESC_020,43109217,EMEF JOAO ANTONIO SATTE,eliane,Carteira nominal,Rede municipal direta em 2024,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,417,20,5,5,5,73.39667458432304,83.86308068459658,10.466406100273545,67.23624595469256,55.067055393586,-12.16919056110656,57.58838383838384,36.5,48.57912457912458,0,35.66687710437711,Faixa 2 — intermediária inferior,Completa — cinco séries,FALSE,FALSE,FALSE,TRUE,FALSE,Sensibilidade moderada,18.616163613198015,Aumento de participação igual ou superior a 10 p.p. | Mudança relevante no número de estudantes previstos | Mudança relevante no público previsto e aumento de participação,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/html/ESC_020_emef-joao-antonio-satte.html,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/graficos/ESC_020_emef-joao-antonio-satte_dimensoes.png,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/graficos/ESC_020_emef-joao-antonio-satte_participacao.png,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/graficos/ESC_020_emef-joao-antonio-satte_proficiencia.png,gerada,,TRUE,TRUE,TRUE,TRUE
ESC_037,43105530,EMEF PRESIDENTE VARGAS,eliane,Carteira nominal,Rede municipal direta em 2024,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,239,11,5,5,5,74.49392712550608,86.86440677966101,12.370479654154934,59.95652173913044,49.72195121951219,-10.234570519618245,21.576599326599325,61.159932659932664,50.6506734006734,0,33.34680134680135,Faixa 1 — menor carga potencial relativa,Completa — cinco séries,FALSE,FALSE,FALSE,TRUE,FALSE,Sensibilidade moderada,17.405210667369623,Aumento de participação igual ou superior a 10 p.p.,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/html/ESC_037_emef-presidente-vargas.html,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/graficos/ESC_037_emef-presidente-vargas_dimensoes.png,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/graficos/ESC_037_emef-presidente-vargas_participacao.png,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/graficos/ESC_037_emef-presidente-vargas_proficiencia.png,gerada,,TRUE,TRUE,TRUE,TRUE
ESC_038,43109195,EMEF PROF ANA IRIS DO AMARAL,eliane,Carteira nominal,Rede municipal direta em 2024,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,224,10,5,5,5,83.98268398268398,93.51851851851852,9.535834535834539,71.24226804123711,69.83663366336634,-1.4056343778707685,20.856902356902356,68.02861952861953,13.748316498316498,0,25.658459595959595,Faixa 1 — menor carga potencial relativa,Completa — cinco séries,FALSE,FALSE,FALSE,TRUE,FALSE,Estável nos cenários,13.392315803347831,Aumento de participação igual ou superior a 10 p.p.,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/html/ESC_038_emef-prof-ana-iris-do-amaral.html,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/graficos/ESC_038_emef-prof-ana-iris-do-amaral_dimensoes.png,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/graficos/ESC_038_emef-prof-ana-iris-do-amaral_participacao.png,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/graficos/ESC_038_emef-prof-ana-iris-do-amaral_proficiencia.png,gerada,,TRUE,TRUE,TRUE,TRUE
ESC_052,43173721,EMEF WENCESLAU FONTOURA,eliane,Carteira nominal,Rede municipal direta em 2024,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,446,17,5,5,5,75.69296375266525,91.00418410041841,15.311220347753164,54.47605633802817,46.88275862068966,-7.593297717338515,56.46296296296297,71.8989898989899,58.85521885521885,0,46.80429292929293,Faixa 3 — intermediária superior,Completa — cinco séries,FALSE,FALSE,FALSE,TRUE,FALSE,Estável nos cenários,24.429286938183733,Aumento de participação igual ou superior a 10 p.p. | Mudança relevante no público previsto e aumento de participação,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/html/ESC_052_emef-wenceslau-fontoura.html,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/graficos/ESC_052_emef-wenceslau-fontoura_dimensoes.png,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/graficos/ESC_052_emef-wenceslau-fontoura_participacao.png,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/graficos/ESC_052_emef-wenceslau-fontoura_proficiencia.png,gerada,,TRUE,TRUE,TRUE,TRUE
ESC_003,43105440,EMEF AFONSO GUERREIRO LIMA,graziela,Carteira nominal,Rede municipal direta em 2024,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,517,22,5,5,5,79.88394584139265,85.1923076923077,5.308361850915048,61.32203389830509,51.35214446952596,-9.969889428779126,84.71801346801347,59.14646464646465,53.7003367003367,0,49.3912037037037,Faixa 4 — maior carga potencial relativa,Completa — cinco séries,FALSE,FALSE,FALSE,TRUE,FALSE,Sensibilidade moderada,29.812278431008927,Aumento de participação igual ou superior a 10 p.p. | Mudança relevante no número de estudantes previstos,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/html/ESC_003_emef-afonso-guerreiro-lima.html,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/graficos/ESC_003_emef-afonso-guerreiro-lima_dimensoes.png,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/graficos/ESC_003_emef-afonso-guerreiro-lima_participacao.png,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/graficos/ESC_003_emef-afonso-guerreiro-lima_proficiencia.png,gerada,,TRUE,TRUE,TRUE,TRUE
ESC_025,43109063,EMEF LEOCADIA FELIZARDO PRESTES,graziela,Carteira nominal,Rede municipal direta em 2024,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,247,11,5,5,5,72.63513513513513,85.27131782945736,12.63618269432223,56.30232558139535,48.38636363636363,-7.915961945031718,34.53114478114478,33.611111111111114,65.63299663299664,0,33.443813131313135,Faixa 2 — intermediária inferior,Completa — cinco séries,FALSE,FALSE,FALSE,TRUE,FALSE,Estável nos cenários,20.18651488727688,Aumento de participação igual ou superior a 10 p.p. | Mudança relevante no público previsto e aumento de participação,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/html/ESC_025_emef-leocadia-felizardo-prestes.html,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/graficos/ESC_025_emef-leocadia-felizardo-prestes_dimensoes.png,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/graficos/ESC_025_emef-leocadia-felizardo-prestes_participacao.png,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/graficos/ESC_025_emef-leocadia-felizardo-prestes_proficiencia.png,gerada,,TRUE,TRUE,TRUE,TRUE
ESC_041,43109055,EMEF PROF JUDITH MACEDO DE ARAUJO,graziela,Carteira nominal,Rede municipal direta em 2024,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,367,14,5,5,5,87.20626631853786,86.79706601466992,-0.4092003038679337,58.721556886227546,47.6169014084507,-11.104655477776845,42.246632996633,45.978114478114485,55.4537037037037,0,35.919612794612796,Faixa 2 — intermediária inferior,Completa — cinco séries,FALSE,FALSE,FALSE,TRUE,FALSE,Estável nos cenários,21.6808949259669,Aumento de participação igual ou superior a 10 p.p. | Mudança relevante no número de estudantes previstos,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/html/ESC_041_emef-prof-judith-macedo-de-araujo.html,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/graficos/ESC_041_emef-prof-judith-macedo-de-araujo_dimensoes.png,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/graficos/ESC_041_emef-prof-judith-macedo-de-araujo_participacao.png,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/graficos/ESC_041_emef-prof-judith-macedo-de-araujo_proficiencia.png,gerada,,TRUE,TRUE,TRUE,TRUE
ESC_051,43175120,EMEF VILA MONTE CRISTO,graziela,Carteira nominal,Rede municipal direta em 2024,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,454,20,5,5,5,73.42342342342343,87.87185354691076,14.448430123487327,69.03067484662577,54.864583333333336,-14.166091513292436,68.08838383838383,69.48653198653199,50.102693602693606,0,46.91940235690235,Faixa 3 — intermediária superior,Completa — cinco séries,FALSE,FALSE,FALSE,TRUE,FALSE,Sensibilidade moderada,28.320311755747298,Aumento de participação igual ou superior a 10 p.p.,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/html/ESC_051_emef-vila-monte-cristo.html,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/graficos/ESC_051_emef-vila-monte-cristo_dimensoes.png,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/graficos/ESC_051_emef-vila-monte-cristo_participacao.png,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/graficos/ESC_051_emef-vila-monte-cristo_proficiencia.png,gerada,,TRUE,TRUE,TRUE,TRUE
ESC_012,43105483,EMEF DOLORES ALCARAZ CALDAS,jalize,Carteira nominal,Rede municipal direta em 2024,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,677,27,5,5,5,76.0522496371553,85.32974427994617,9.27749464279087,52.479007633587784,48.25709779179811,-4.2219098417896745,97.54545454545455,62.61784511784512,48.109427609427605,0,52.06818181818182,Faixa 4 — maior carga potencial relativa,Completa — cinco séries,FALSE,FALSE,FALSE,TRUE,FALSE,Estável nos cenários,22.30698393239463,Aumento de participação igual ou superior a 10 p.p. | Mudança relevante no número de estudantes previstos,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/html/ESC_012_emef-dolores-alcaraz-caldas.html,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/graficos/ESC_012_emef-dolores-alcaraz-caldas_dimensoes.png,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/graficos/ESC_012_emef-dolores-alcaraz-caldas_participacao.png,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/graficos/ESC_012_emef-dolores-alcaraz-caldas_proficiencia.png,gerada,,TRUE,TRUE,TRUE,TRUE
ESC_014,43106382,EMEF EVARISTO GONCALVES NETTO,jalize,Carteira nominal,Rede estadual em 2024,rede_municipal_direta_ou_nao_classificada,vinculo_estadual_em_2025_a_confirmar,100,5,0,5,0,,73.38129496402878,,,26.205882352941178,,4.934343434343434,38.10437710437711,87.66180321735877,70,50.17513093901983,Faixa 4 — maior carga potencial relativa,Completa — cinco séries,FALSE,TRUE,TRUE,FALSE,TRUE,Sensibilidade moderada,21.495965493300098,Escola-série ausente em um dos anos,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/html/ESC_014_emef-evaristo-goncalves-netto.html,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/graficos/ESC_014_emef-evaristo-goncalves-netto_dimensoes.png,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/graficos/ESC_014_emef-evaristo-goncalves-netto_participacao.png,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/graficos/ESC_014_emef-evaristo-goncalves-netto_proficiencia.png,gerada,,TRUE,TRUE,TRUE,TRUE
ESC_018,43105548,EMEF HEITOR VILLA LOBOS,jalize,Carteira nominal,Rede municipal direta em 2024,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,501,19,5,5,5,79.38144329896907,89.587852494577,10.206409195607932,53.140259740259744,38.79903147699758,-14.341228263262167,69.91835016835017,55.968013468013474,59.91666666666667,0,46.45075757575758,Faixa 3 — intermediária superior,Completa — cinco séries,FALSE,FALSE,FALSE,TRUE,FALSE,Sensibilidade moderada,19.900374215259372,Aumento de participação igual ou superior a 10 p.p. | Mudança relevante no público previsto e aumento de participação,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/html/ESC_018_emef-heitor-villa-lobos.html,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/graficos/ESC_018_emef-heitor-villa-lobos_dimensoes.png,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/graficos/ESC_018_emef-heitor-villa-lobos_participacao.png,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/graficos/ESC_018_emef-heitor-villa-lobos_proficiencia.png,gerada,,TRUE,TRUE,TRUE,TRUE
