id_escola,nome_canonico,ano_escolar,ano
ESC_056,EEF ALDEIA LUMIAR,2,2025
ESC_056,EEF ALDEIA LUMIAR,3,2025
ESC_056,EEF ALDEIA LUMIAR,4,2025
ESC_056,EEF ALDEIA LUMIAR,5,2025
