id_escola,codigo_inep,nome_canonico,assessora_vinculo_administrativo,assessora_gerencial_2025,assessora_gerencial_2026,ano_escolar,componente,pertence_universo_avaliativo_2025,pertence_universo_avaliativo_2026,previstos_2025,avaliados_2025,taxa_participacao_2025,proficiencia_media_2025,pct_defasagem_2025,pct_adequado_2025,previstos_2026,avaliados_2026,taxa_participacao_2026,proficiencia_media_2026,pct_defasagem_2026,pct_adequado_2026,delta_participacao,delta_proficiencia,variacao_relativa_previstos,alerta_composicao_serie,observacao_composicao
ESC_016,43107508,EMEF GOV ILDO MENEGHETTI,clarissa,,clarissa,3,Língua Portuguesa,TRUE,TRUE,128,90,70.3125,44.98888888888889,42.37777777777778,25.444444444444443,124,102,82.25806451612904,47.01960784313726,34.1078431372549,35.14705882352941,11.94556451612904,2.0307189542483712,-3.125,TRUE,Aumento de participação igual ou superior a 10 p.p.
ESC_016,43107508,EMEF GOV ILDO MENEGHETTI,clarissa,,clarissa,4,Língua Portuguesa,TRUE,TRUE,112,93,83.03571428571429,54.956989247311824,29.107526881720432,35.376344086021504,133,113,84.9624060150376,64.01769911504425,26.91150442477876,56.230088495575224,1.9266917293233092,9.060709867732427,18.75,FALSE,Sem alerta principal de composição
ESC_016,43107508,EMEF GOV ILDO MENEGHETTI,clarissa,,clarissa,5,Língua Portuguesa,TRUE,TRUE,119,101,84.87394957983193,56.57425742574257,28.67326732673267,45.7029702970297,111,101,90.990990990991,52.801980198019805,25.128712871287128,32.21782178217822,6.1170414111590645,-3.772277227722768,-6.722689075630252,FALSE,Sem alerta principal de composição
ESC_017,43108571,EMEF GRANDE ORIENTE DO RGS,andreia,,andreia,1,Língua Portuguesa,TRUE,TRUE,85,51,60,74.62745098039215,9.941176470588236,66.62745098039215,82,65,79.26829268292683,19.123076923076923,77.3076923076923,5.676923076923077,19.268292682926827,-55.50437405731523,-3.5294117647058822,TRUE,Aumento de participação igual ou superior a 10 p.p.
ESC_017,43108571,EMEF GRANDE ORIENTE DO RGS,andreia,,andreia,2,Língua Portuguesa,TRUE,TRUE,98,67,68.36734693877551,43.97014925373134,38.74626865671642,18.253731343283583,87,61,70.11494252873563,43.34426229508197,48.85245901639344,25.50819672131147,1.7475955899601132,-0.6258869586493745,-11.224489795918368,FALSE,Sem alerta principal de composição
ESC_017,43108571,EMEF GRANDE ORIENTE DO RGS,andreia,,andreia,3,Língua Portuguesa,TRUE,TRUE,106,71,66.98113207547169,34.971830985915496,52.15492957746479,17,106,84,79.24528301886792,43.095238095238095,41.333333333333336,32.54761904761905,12.264150943396231,8.1234071093226,0,TRUE,Aumento de participação igual ou superior a 10 p.p.
ESC_017,43108571,EMEF GRANDE ORIENTE DO RGS,andreia,,andreia,4,Língua Portuguesa,TRUE,TRUE,108,75,69.44444444444444,52.053333333333335,34.733333333333334,37.4,102,85,83.33333333333333,36.247058823529414,50.88235294117647,21.176470588235293,13.888888888888886,-15.80627450980392,-5.555555555555555,TRUE,Aumento de participação igual ou superior a 10 p.p.
ESC_017,43108571,EMEF GRANDE ORIENTE DO RGS,andreia,,andreia,5,Língua Portuguesa,TRUE,TRUE,99,76,76.76767676767676,50.01315789473684,39.30263157894737,46.14473684210526,104,89,85.57692307692308,47.38202247191011,33.70786516853933,26.640449438202246,8.80924630924632,-2.6311354228267305,5.05050505050505,FALSE,Sem alerta principal de composição
ESC_018,43105548,EMEF HEITOR VILLA LOBOS,jalize,,jalize,1,Língua Portuguesa,TRUE,TRUE,68,48,70.58823529411765,78.83333333333333,4.354166666666667,71.08333333333333,69,59,85.5072463768116,7.338983050847458,88.79661016949153,1.8644067796610169,14.919011082693942,-71.49435028248587,1.4705882352941178,TRUE,Aumento de participação igual ou superior a 10 p.p.
ESC_018,43105548,EMEF HEITOR VILLA LOBOS,jalize,,jalize,2,Língua Portuguesa,TRUE,TRUE,96,73,76.04166666666667,58.47945205479452,27.54794520547945,49.42465753424658,76,69,90.78947368421052,41.2463768115942,44.73913043478261,17.579710144927535,14.747807017543847,-17.233075243200318,-20.833333333333332,TRUE,Mudança relevante no público previsto e aumento de participação
ESC_018,43105548,EMEF HEITOR VILLA LOBOS,jalize,,jalize,3,Língua Portuguesa,TRUE,TRUE,105,83,79.04761904761905,19.518072289156628,72.53012048192771,8.46987951807229,109,95,87.1559633027523,31.778947368421058,59.32631578947368,21.57894736842105,8.108344255133247,12.260875079264428,3.8095238095238098,FALSE,Sem alerta principal de composição
ESC_018,43105548,EMEF HEITOR VILLA LOBOS,jalize,,jalize,4,Língua Portuguesa,TRUE,TRUE,112,93,83.03571428571429,57.806451612903224,26.795698924731184,43.8494623655914,103,97,94.1747572815534,46.83505154639175,39.41237113402062,33.78350515463917,11.139042995839104,-10.971400066511473,-8.035714285714286,TRUE,Aumento de participação igual ou superior a 10 p.p.
ESC_018,43105548,EMEF HEITOR VILLA LOBOS,jalize,,jalize,5,Língua Portuguesa,TRUE,TRUE,104,88,84.61538461538461,61.47727272727273,24.977272727272727,54.63636363636363,104,93,89.42307692307692,55.73118279569893,23.731182795698924,30.849462365591396,4.807692307692307,-5.746089931573799,0,FALSE,Sem alerta principal de composição
ESC_019,43172474,EMEF JEAN PIAGET,clarissa,,clarissa,1,Língua Portuguesa,TRUE,TRUE,61,51,83.60655737704919,72.92156862745098,23.62745098039216,74.49019607843137,109,90,82.56880733944953,36.84444444444444,45.13333333333333,17.866666666666667,-1.0377500375996505,-36.07712418300654,78.68852459016394,TRUE,Mudança relevante no número de estudantes previstos
ESC_019,43172474,EMEF JEAN PIAGET,clarissa,,clarissa,2,Língua Portuguesa,TRUE,TRUE,77,54,70.12987012987013,53.18518518518518,38.74074074074074,37.092592592592595,58,50,86.20689655172414,53.08,28.84,35.3,16.077026421854015,-0.10518518518518503,-24.67532467532467,TRUE,Mudança relevante no público previsto e aumento de participação
ESC_019,43172474,EMEF JEAN PIAGET,clarissa,,clarissa,3,Língua Portuguesa,TRUE,TRUE,77,54,70.12987012987013,62.22222222222222,16.555555555555557,42.629629629629626,79,65,82.27848101265823,51.92307692307692,33.738461538461536,42.92307692307692,12.148610882788104,-10.299145299145302,2.5974025974025974,TRUE,Aumento de participação igual ou superior a 10 p.p.
ESC_019,43172474,EMEF JEAN PIAGET,clarissa,,clarissa,4,Língua Portuguesa,TRUE,TRUE,97,73,75.25773195876289,67.68493150684931,20.493150684931507,52.082191780821915,70,62,88.57142857142857,72.56451612903226,17.112903225806452,61.54838709677419,13.31369661266568,4.879584622182946,-27.835051546391753,TRUE,Mudança relevante no público previsto e aumento de participação
ESC_019,43172474,EMEF JEAN PIAGET,clarissa,,clarissa,5,Língua Portuguesa,TRUE,TRUE,85,72,84.70588235294117,76.11111111111111,15.444444444444445,70.88888888888889,89,82,92.13483146067416,63.71951219512195,21.097560975609756,49.1219512195122,7.42894910773299,-12.391598915989164,4.705882352941177,FALSE,Sem alerta principal de composição
ESC_020,43109217,EMEF JOAO ANTONIO SATTE,eliane,,eliane,1,Língua Portuguesa,TRUE,TRUE,61,45,73.77049180327869,72.71111111111111,9.133333333333333,66.5111111111111,114,92,80.70175438596492,40.28260869565217,49.65217391304348,28.217391304347824,6.93126258268623,-32.42850241545894,86.88524590163935,TRUE,Mudança relevante no número de estudantes previstos
ESC_020,43109217,EMEF JOAO ANTONIO SATTE,eliane,,eliane,2,Língua Portuguesa,TRUE,TRUE,57,35,61.40350877192982,64.14285714285714,19.771428571428572,48.57142857142857,61,50,81.9672131147541,51.2,28.32,24.88,20.56370434282428,-12.942857142857136,7.017543859649122,TRUE,Aumento de participação igual ou superior a 10 p.p.
ESC_020,43109217,EMEF JOAO ANTONIO SATTE,eliane,,eliane,3,Língua Portuguesa,TRUE,TRUE,95,67,70.52631578947368,60.44776119402985,28.41791044776119,47.82089552238806,61,53,86.88524590163935,64.90566037735849,22.58490566037736,65.75471698113208,16.358930112165666,4.457899183328635,-35.78947368421053,TRUE,Mudança relevante no público previsto e aumento de participação
ESC_020,43109217,EMEF JOAO ANTONIO SATTE,eliane,,eliane,4,Língua Portuguesa,TRUE,TRUE,107,85,79.4392523364486,70.84705882352941,17.611764705882354,62.576470588235296,83,69,83.13253012048193,56.608695652173914,32.84057971014493,45.98550724637681,3.6932777840333273,-14.238363171355497,-22.429906542056074,TRUE,Mudança relevante no número de estudantes previstos
ESC_020,43109217,EMEF JOAO ANTONIO SATTE,eliane,,eliane,5,Língua Portuguesa,TRUE,TRUE,101,77,76.23762376237623,67.36363636363636,16.935064935064936,57.18181818181818,90,79,87.77777777777777,66.78481012658227,14.708860759493673,52.265822784810126,11.54015401540154,-0.5788262370540878,-10.891089108910892,TRUE,Aumento de participação igual ou superior a 10 p.p.
ESC_021,43219543,EMEF JOAO CARLOS DAVILA PAIXAO CORTES - LACADOR,julia,,julia,1,Língua Portuguesa,TRUE,TRUE,19,12,63.1578947368421,69,8,58,41,36,87.8048780487805,46,31.5,17,24.646983311938392,-23,115.78947368421052,TRUE,Mudança relevante no público previsto e aumento de participação
ESC_021,43219543,EMEF JOAO CARLOS DAVILA PAIXAO CORTES - LACADOR,julia,,julia,2,Língua Portuguesa,TRUE,TRUE,25,22,88,95,0,91,20,18,90,67,19,63,2,-28,-20,TRUE,Mudança relevante no número de estudantes previstos
ESC_021,43219543,EMEF JOAO CARLOS DAVILA PAIXAO CORTES - LACADOR,julia,,julia,3,Língua Portuguesa,TRUE,TRUE,23,19,82.6086956521739,86,0,68,24,22,91.66666666666669,77,0,67,9.057971014492765,-9,4.3478260869565215,FALSE,Baixo número de avaliados em pelo menos um ano
ESC_021,43219543,EMEF JOAO CARLOS DAVILA PAIXAO CORTES - LACADOR,julia,,julia,4,Língua Portuguesa,TRUE,TRUE,23,19,82.6086956521739,75,26,68,24,24,100,78,9,68,17.391304347826093,3,4.3478260869565215,TRUE,Aumento de participação igual ou superior a 10 p.p.
ESC_021,43219543,EMEF JOAO CARLOS DAVILA PAIXAO CORTES - LACADOR,julia,,julia,5,Língua Portuguesa,TRUE,TRUE,,,,,,,22,21,95.45454545454544,78,10,71,,,,FALSE,Escola-série ausente em um dos anos
ESC_022,43105491,EMEF JOSE LOUREIRO DA SILVA,jalize,,jalize,1,Língua Portuguesa,TRUE,TRUE,79,42,53.16455696202531,87.45238095238095,2.2857142857142856,90.5,70,51,72.85714285714286,26.84313725490196,54.21568627450981,6.549019607843137,19.692585895117546,-60.60924369747899,-11.39240506329114,TRUE,Aumento de participação igual ou superior a 10 p.p.
ESC_022,43105491,EMEF JOSE LOUREIRO DA SILVA,jalize,,jalize,2,Língua Portuguesa,TRUE,TRUE,93,65,69.89247311827957,61.84615384615385,24.476923076923075,42.98461538461538,85,62,72.94117647058823,62.03225806451613,23.016129032258064,49.483870967741936,3.0487033523086637,0.18610421836228144,-8.602150537634408,FALSE,Sem alerta principal de composição
ESC_022,43105491,EMEF JOSE LOUREIRO DA SILVA,jalize,,jalize,3,Língua Portuguesa,TRUE,TRUE,103,65,63.10679611650485,61.61538461538461,23.16923076923077,44.738461538461536,103,76,73.7864077669903,36.26315789473684,47.86842105263158,24.93421052631579,10.67961165048544,-25.35222672064777,0,TRUE,Aumento de participação igual ou superior a 10 p.p.
ESC_022,43105491,EMEF JOSE LOUREIRO DA SILVA,jalize,,jalize,4,Língua Portuguesa,TRUE,TRUE,82,60,73.17073170731707,52.88333333333333,39.88333333333333,39.766666666666666,92,72,78.26086956521739,55.583333333333336,23.916666666666668,36.986111111111114,5.0901378579003165,2.700000000000003,12.195121951219512,FALSE,Sem alerta principal de composição
ESC_022,43105491,EMEF JOSE LOUREIRO DA SILVA,jalize,,jalize,5,Língua Portuguesa,TRUE,TRUE,100,72,72,48.52777777777778,38.69444444444444,37.513888888888886,81,59,72.8395061728395,50.88135593220339,32.42372881355932,34.40677966101695,0.8395061728395063,2.3535781544256125,-19,FALSE,Sem alerta principal de composição
ESC_023,43169490,EMEF JOSE MARIANO BECK,nathalia,,nathalia,1,Língua Portuguesa,TRUE,TRUE,65,44,67.6923076923077,66.88636363636364,9.204545454545457,59.06818181818182,71,55,77.46478873239437,17.21818181818182,72.9090909090909,5.963636363636364,9.772481040086674,-49.66818181818182,9.23076923076923,FALSE,Sem alerta principal de composição
ESC_023,43169490,EMEF JOSE MARIANO BECK,nathalia,,nathalia,2,Língua Portuguesa,TRUE,TRUE,65,52,80,60.94230769230769,24.865384615384617,44.44230769230769,60,48,80,59.625,30.4375,46.75,0,-1.3173076923076934,-7.6923076923076925,FALSE,Sem alerta principal de composição
ESC_023,43169490,EMEF JOSE MARIANO BECK,nathalia,,nathalia,3,Língua Portuguesa,TRUE,TRUE,68,54,79.41176470588235,38.57407407407408,48.092592592592595,16.574074074074073,67,56,83.58208955223881,36.089285714285715,47.94642857142857,24.017857142857142,4.170324846356465,-2.484788359788361,-1.4705882352941178,FALSE,Sem alerta principal de composição
ESC_023,43169490,EMEF JOSE MARIANO BECK,nathalia,,nathalia,4,Língua Portuguesa,TRUE,TRUE,63,43,68.25396825396825,48.46511627906977,35.27906976744186,27.976744186046513,68,62,91.17647058823528,28.580645161290324,63.87096774193548,17.419354838709676,22.922502334267037,-19.884471117779444,7.936507936507937,TRUE,Aumento de participação igual ou superior a 10 p.p.
ESC_023,43169490,EMEF JOSE MARIANO BECK,nathalia,,nathalia,5,Língua Portuguesa,TRUE,TRUE,57,36,63.1578947368421,43.97222222222222,38.77777777777778,36.388888888888886,68,63,92.6470588235294,46.857142857142854,34.79365079365079,19.238095238095237,29.489164086687303,2.8849206349206327,19.29824561403509,TRUE,Aumento de participação igual ou superior a 10 p.p.
ESC_024,43109209,EMEF LAURO RODRIGUES,clarissa,,clarissa,1,Língua Portuguesa,TRUE,TRUE,63,51,80.95238095238095,63.35294117647059,23.392156862745097,51.03921568627451,88,79,89.77272727272727,57.30379746835443,23.64556962025317,39,8.820346320346317,-6.049143708116155,39.68253968253968,TRUE,Mudança relevante no número de estudantes previstos
ESC_024,43109209,EMEF LAURO RODRIGUES,clarissa,,clarissa,2,Língua Portuguesa,TRUE,TRUE,72,62,86.11111111111111,65.91935483870968,24.080645161290324,52.91935483870968,66,59,89.39393939393939,73.44067796610169,16.440677966101696,66.28813559322033,3.2828282828282767,7.521323127392009,-8.333333333333334,FALSE,Sem alerta principal de composição
ESC_024,43109209,EMEF LAURO RODRIGUES,clarissa,,clarissa,3,Língua Portuguesa,TRUE,TRUE,73,61,83.56164383561644,59.55737704918032,29.50819672131147,44.09836065573771,65,64,98.46153846153848,62.109375,15.03125,51.65625,14.89989462592203,2.5519979508196755,-10.95890410958904,TRUE,Aumento de participação igual ou superior a 10 p.p.
ESC_024,43109209,EMEF LAURO RODRIGUES,clarissa,,clarissa,4,Língua Portuguesa,TRUE,TRUE,93,80,86.02150537634408,63.95,22.4375,52.625,69,58,84.05797101449275,55.94827586206897,30.603448275862068,40.37931034482759,-1.9635343618513303,-8.001724137931035,-25.806451612903224,TRUE,Mudança relevante no número de estudantes previstos
ESC_024,43109209,EMEF LAURO RODRIGUES,clarissa,,clarissa,5,Língua Portuguesa,TRUE,TRUE,73,64,87.67123287671232,74.46875,11.09375,70.28125,79,73,92.40506329113924,66.8082191780822,12.534246575342468,44.38356164383562,4.733830414426919,-7.660530821917803,8.219178082191782,FALSE,Sem alerta principal de composição
ESC_025,43109063,EMEF LEOCADIA FELIZARDO PRESTES,graziela,,graziela,1,Língua Portuguesa,TRUE,TRUE,49,36,73.46938775510205,40,41.888888888888886,19.555555555555557,41,35,85.36585365853658,52.05714285714286,34.94285714285714,33.02857142857143,11.896465903434532,12.057142857142855,-16.3265306122449,TRUE,Aumento de participação igual ou superior a 10 p.p.
ESC_025,43109063,EMEF LEOCADIA FELIZARDO PRESTES,graziela,,graziela,2,Língua Portuguesa,TRUE,TRUE,53,36,67.9245283018868,67.69444444444444,25.194444444444443,63.72222222222222,49,41,83.6734693877551,44.26829268292683,46.21951219512195,28.048780487804876,15.74894108586831,-23.426151761517616,-7.547169811320755,TRUE,Aumento de participação igual ou superior a 10 p.p.
ESC_025,43109063,EMEF LEOCADIA FELIZARDO PRESTES,graziela,,graziela,3,Língua Portuguesa,TRUE,TRUE,66,51,77.27272727272727,60.86274509803921,21.62745098039216,36.98039215686274,63,54,85.71428571428571,29.703703703703702,62.31481481481482,19.72222222222222,8.441558441558442,-31.15904139433551,-4.545454545454546,FALSE,Sem alerta principal de composição
ESC_025,43109063,EMEF LEOCADIA FELIZARDO PRESTES,graziela,,graziela,4,Língua Portuguesa,TRUE,TRUE,53,38,71.69811320754717,67,23.5,60.5,53,45,84.90566037735849,65.02222222222223,15.533333333333331,54.55555555555556,13.20754716981132,-1.9777777777777743,0,TRUE,Aumento de participação igual ou superior a 10 p.p.
ESC_025,43109063,EMEF LEOCADIA FELIZARDO PRESTES,graziela,,graziela,5,Língua Portuguesa,TRUE,TRUE,75,54,72,47.74074074074074,44.25925925925926,33.111111111111114,52,45,86.53846153846153,55.06666666666667,29.666666666666668,40.666666666666664,14.538461538461531,7.3259259259259295,-30.666666666666668,TRUE,Mudança relevante no público previsto e aumento de participação
ESC_026,43109144,EMEF LIDOVINO FANTON,julia,,julia,1,Língua Portuguesa,TRUE,TRUE,97,77,79.38144329896907,39.64935064935065,48.20779220779221,22.16883116883117,92,64,69.56521739130434,48.9375,34.828125,26.875,-9.81622590766473,9.288149350649348,-5.154639175257732,FALSE,Sem alerta principal de composição
ESC_026,43109144,EMEF LIDOVINO FANTON,julia,,julia,2,Língua Portuguesa,TRUE,TRUE,109,78,71.55963302752293,40.47435897435897,51.15384615384615,19.06410256410257,91,69,75.82417582417582,45.08695652173913,38.98550724637681,22.652173913043477,4.26454279665289,4.612597547380162,-16.513761467889907,FALSE,Sem alerta principal de composição
ESC_026,43109144,EMEF LIDOVINO FANTON,julia,,julia,3,Língua Portuguesa,TRUE,TRUE,143,103,72.02797202797203,21.796116504854368,75.54368932038835,2.9805825242718447,135,87,64.44444444444444,45.72413793103448,39.701149425287355,34.60919540229885,-7.583527583527584,23.928021426180116,-5.594405594405594,FALSE,Sem alerta principal de composição
ESC_026,43109144,EMEF LIDOVINO FANTON,julia,,julia,4,Língua Portuguesa,TRUE,TRUE,122,97,79.50819672131148,41.03092783505155,46.24742268041237,26.917525773195877,111,96,86.48648648648648,27.4375,63.541666666666664,15.927083333333334,6.978289765175006,-13.59342783505155,-9.01639344262295,FALSE,Sem alerta principal de composição
ESC_026,43109144,EMEF LIDOVINO FANTON,julia,,julia,5,Língua Portuguesa,TRUE,TRUE,107,87,81.30841121495327,51.55172413793103,31.160919540229884,39.0919540229885,106,74,69.81132075471699,40.78378378378378,41.270270270270274,17.324324324324323,-11.49709046023628,-10.76794035414725,-0.9345794392523364,TRUE,Queda de participação igual ou superior a 10 p.p.
ESC_027,43183018,EMEF MARIO QUINTANA,ruti,,ruti,1,Língua Portuguesa,TRUE,TRUE,45,32,71.11111111111111,16.5,81.5,12.5,46,41,89.1304347826087,3.7560975609756095,91.92682926829268,0,18.019323671497588,-12.74390243902439,2.2222222222222223,TRUE,Aumento de participação igual ou superior a 10 p.p.
ESC_027,43183018,EMEF MARIO QUINTANA,ruti,,ruti,2,Língua Portuguesa,TRUE,TRUE,49,46,93.87755102040816,49,37,30.5,44,34,77.27272727272727,34.029411764705884,48.294117647058826,17.058823529411764,-16.604823747680896,-14.970588235294116,-10.20408163265306,TRUE,Queda de participação igual ou superior a 10 p.p.
ESC_027,43183018,EMEF MARIO QUINTANA,ruti,,ruti,3,Língua Portuguesa,TRUE,TRUE,51,42,82.3529411764706,55,36,33.5,49,43,87.75510204081633,41.51162790697674,42.95348837209303,26.023255813953487,5.402160864345731,-13.488372093023258,-3.92156862745098,FALSE,Sem alerta principal de composição
ESC_027,43183018,EMEF MARIO QUINTANA,ruti,,ruti,4,Língua Portuguesa,TRUE,TRUE,50,41,82,44.51219512195122,46.41463414634146,29.48780487804878,46,40,86.95652173913044,45,44,33,4.956521739130437,0.48780487804877737,-8,FALSE,Sem alerta principal de composição
ESC_027,43183018,EMEF MARIO QUINTANA,ruti,,ruti,5,Língua Portuguesa,TRUE,TRUE,50,44,88,59.95454545454545,25.045454545454547,45.38636363636363,48,41,85.41666666666667,53.390243902439025,35.65853658536585,36.97560975609756,-2.5833333333333286,-6.5643015521064285,-4,FALSE,Sem alerta principal de composição
ESC_028,43177018,EMEF MIGRANTES,nathalia,,nathalia,1,Língua Portuguesa,TRUE,TRUE,18,14,77.77777777777777,74,14,71,23,18,78.26086956521739,35,36.666666666666664,5.333333333333333,0.4830917874396192,-39,27.77777777777778,TRUE,Mudança relevante no número de estudantes previstos
ESC_028,43177018,EMEF MIGRANTES,nathalia,,nathalia,2,Língua Portuguesa,TRUE,TRUE,21,19,90.47619047619048,62,16,42,18,16,88.88888888888889,57,40,40,-1.587301587301596,-5,-14.285714285714286,FALSE,Baixo número de avaliados em pelo menos um ano
ESC_028,43177018,EMEF MIGRANTES,nathalia,,nathalia,3,Língua Portuguesa,TRUE,TRUE,27,26,96.29629629629628,51.15384615384615,34.61538461538461,30.53846153846154,18,13,72.22222222222223,55,23,38,-24.074074074074066,3.8461538461538463,-33.333333333333336,TRUE,Mudança relevante no público previsto e queda de participação
ESC_028,43177018,EMEF MIGRANTES,nathalia,,nathalia,4,Língua Portuguesa,TRUE,TRUE,7,5,71.42857142857143,82,0,60,19,16,84.21052631578948,51,23,31,12.781954887218047,-31,171.42857142857142,TRUE,Mudança relevante no público previsto e aumento de participação
ESC_028,43177018,EMEF MIGRANTES,nathalia,,nathalia,5,Língua Portuguesa,TRUE,TRUE,14,10,71.42857142857143,38,30,10,8,7,87.5,56,14,29,16.07142857142857,18,-42.857142857142854,TRUE,Mudança relevante no público previsto e aumento de participação
ESC_029,43293069,EMEF MORADAS DA HIPICA,amanda,,amanda,1,Língua Portuguesa,TRUE,TRUE,88,66,75,68.51515151515152,12.257575757575758,57.57575757575758,91,81,89.01098901098901,47.75308641975309,38.28395061728395,28.69135802469136,14.010989010989007,-20.762065095398427,3.409090909090909,TRUE,Aumento de participação igual ou superior a 10 p.p.
ESC_029,43293069,EMEF MORADAS DA HIPICA,amanda,,amanda,2,Língua Portuguesa,TRUE,TRUE,99,79,79.79797979797979,71.15189873417721,19.063291139240505,62.21518987341772,99,92,92.92929292929291,86.32608695652173,5.173913043478261,81.06521739130434,13.131313131313137,15.174188222344526,0,TRUE,Aumento de participação igual ou superior a 10 p.p.
ESC_029,43293069,EMEF MORADAS DA HIPICA,amanda,,amanda,3,Língua Portuguesa,TRUE,TRUE,79,69,87.34177215189874,68.5072463768116,16,50.69565217391305,104,91,87.5,74.42857142857143,10.692307692307692,66.63736263736264,0.15822784810126225,5.921325051759837,31.64556962025317,TRUE,Mudança relevante no número de estudantes previstos
ESC_029,43293069,EMEF MORADAS DA HIPICA,amanda,,amanda,4,Língua Portuguesa,TRUE,TRUE,107,96,89.7196261682243,82.10416666666667,8.322916666666666,73.94791666666667,77,72,93.50649350649353,75.61111111111111,11.5,66.02777777777777,3.786867338269218,-6.493055555555557,-28.037383177570092,TRUE,Mudança relevante no número de estudantes previstos
ESC_029,43293069,EMEF MORADAS DA HIPICA,amanda,,amanda,5,Língua Portuguesa,TRUE,TRUE,105,96,91.42857142857144,74.91666666666667,11.520833333333334,68.70833333333333,107,100,93.45794392523364,81.85,6.16,69.34,2.0293724966622193,6.933333333333323,1.9047619047619049,FALSE,Sem alerta principal de composição
ESC_030,43177034,EMEF MORRO DA CRUZ,andreia,,andreia,1,Língua Portuguesa,TRUE,TRUE,84,61,72.61904761904762,17.60655737704918,76.98360655737704,8.114754098360656,93,67,72.04301075268818,38.6865671641791,42.61194029850746,16.46268656716418,-0.5760368663594448,21.08000978712992,10.714285714285714,FALSE,Sem alerta principal de composição
ESC_030,43177034,EMEF MORRO DA CRUZ,andreia,,andreia,2,Língua Portuguesa,TRUE,TRUE,94,77,81.91489361702128,44.75324675324675,37.62337662337662,16.883116883116884,74,60,81.08108108108108,35.85,53.333333333333336,22.5,-0.8338125359401971,-8.903246753246755,-21.27659574468085,TRUE,Mudança relevante no número de estudantes previstos
ESC_030,43177034,EMEF MORRO DA CRUZ,andreia,,andreia,3,Língua Portuguesa,TRUE,TRUE,103,84,81.55339805825243,57.42857142857143,33.57142857142857,45.345238095238095,103,78,75.72815533980582,53.17948717948718,31.93589743589743,45.97435897435897,-5.825242718446603,-4.249084249084248,0,FALSE,Sem alerta principal de composição
ESC_030,43177034,EMEF MORRO DA CRUZ,andreia,,andreia,4,Língua Portuguesa,TRUE,TRUE,107,89,83.17757009345794,35.93258426966292,56.258426966292134,25.910112359550563,98,77,78.57142857142857,32.94805194805195,65.05194805194805,27.285714285714285,-4.606141522029375,-2.9845323216109705,-8.411214953271028,FALSE,Sem alerta principal de composição
ESC_030,43177034,EMEF MORRO DA CRUZ,andreia,,andreia,5,Língua Portuguesa,TRUE,TRUE,111,86,77.47747747747748,41.27906976744186,39.19767441860465,22.11627906976744,102,86,84.31372549019608,39.77906976744186,44.36046511627907,19.627906976744185,6.836248012718599,-1.5,-8.108108108108109,FALSE,Sem alerta principal de composição
ESC_031,43177042,EMEF NEUSA GOULART BRIZOLA,julia,,julia,1,Língua Portuguesa,TRUE,TRUE,42,30,71.42857142857143,79.5,7,73.5,63,52,82.53968253968254,38.92307692307692,54.65384615384615,23.903846153846153,11.111111111111114,-40.57692307692308,50,TRUE,Mudança relevante no público previsto e aumento de participação
ESC_031,43177042,EMEF NEUSA GOULART BRIZOLA,julia,,julia,2,Língua Portuguesa,TRUE,TRUE,43,36,83.72093023255815,59,28,44.5,43,35,81.3953488372093,72.88571428571429,9.714285714285714,57.68571428571428,-2.3255813953488484,13.885714285714286,0,FALSE,Sem alerta principal de composição
ESC_031,43177042,EMEF NEUSA GOULART BRIZOLA,julia,,julia,3,Língua Portuguesa,TRUE,TRUE,44,30,68.18181818181819,34.666666666666664,50.333333333333336,9.733333333333333,44,38,86.36363636363636,83.89473684210526,9.31578947368421,82.15789473684211,18.181818181818173,49.22807017543859,0,TRUE,Aumento de participação igual ou superior a 10 p.p.
ESC_031,43177042,EMEF NEUSA GOULART BRIZOLA,julia,,julia,4,Língua Portuguesa,TRUE,TRUE,47,38,80.85106382978724,66.84210526315789,23.526315789473685,58.10526315789474,42,38,90.47619047619048,61.10526315789474,25.42105263157895,47.05263157894737,9.625126646403244,-5.73684210526315,-10.638297872340424,FALSE,Sem alerta principal de composição
ESC_031,43177042,EMEF NEUSA GOULART BRIZOLA,julia,,julia,5,Língua Portuguesa,TRUE,TRUE,40,30,75,52.5,30,43.5,49,46,93.87755102040816,66.45652173913044,14.26086956521739,45.08695652173913,18.877551020408163,13.956521739130435,22.5,TRUE,Mudança relevante no público previsto e aumento de participação
ESC_032,43105513,EMEF NOSSA SENHORA DE FATIMA,amanda,,amanda,1,Língua Portuguesa,TRUE,TRUE,70,44,62.857142857142854,46.29545454545455,41.15909090909091,31.886363636363637,91,71,78.02197802197803,40.74647887323944,43.23943661971831,21.95774647887324,15.164835164835177,-5.548975672215107,30,TRUE,Mudança relevante no público previsto e aumento de participação
ESC_032,43105513,EMEF NOSSA SENHORA DE FATIMA,amanda,,amanda,2,Língua Portuguesa,TRUE,TRUE,75,56,74.66666666666667,49.82142857142857,42.67857142857143,30.285714285714285,60,41,68.33333333333333,48.80487804878049,32.21951219512195,35.02439024390244,-6.333333333333343,-1.0165505226480818,-20,TRUE,Mudança relevante no número de estudantes previstos
ESC_032,43105513,EMEF NOSSA SENHORA DE FATIMA,amanda,,amanda,3,Língua Portuguesa,TRUE,TRUE,75,62,82.66666666666667,52.88709677419355,34,37.016129032258064,79,68,86.07594936708861,42.88235294117647,38.161764705882355,24.573529411764707,3.40928270042194,-10.00474383301708,5.333333333333333,FALSE,Sem alerta principal de composição
