id_escola,nome_canonico,assessora,ano_escolar,avaliados_2025,avaliados_2026,taxa_participacao_2025,taxa_participacao_2026,delta_participacao,proficiencia_media_2025,proficiencia_media_2026,delta_proficiencia,posicao_delta_proficiencia,percentil_delta_proficiencia,faixa_porte_contextual_escola,quartil_infraestrutura_escola
ESC_017,EMEF GRANDE ORIENTE DO RGS,andreia,5,76,89,76.76767676767676,85.57692307692308,8.80924630924632,50.01315789473684,47.38202247191011,-2.6311354228267305,32,0.39215686274509803,300 a 499 matrículas,Q1 — menor infraestrutura
ESC_002,EMEB DR LIBERATO SALZANO VIEIRA DA CUNHA,clarissa,5,62,90,75.60975609756098,90.9090909090909,15.299334811529931,64.30645161290323,60.71111111111111,-3.5953405017921227,33,0.37254901960784315,300 a 499 matrículas,Q3
ESC_016,EMEF GOV ILDO MENEGHETTI,clarissa,5,101,101,84.87394957983193,90.990990990991,6.1170414111590645,56.57425742574257,52.801980198019805,-3.772277227722768,34,0.35294117647058826,500 matrículas ou mais,Q2
ESC_049,EMEF VER CARLOS PESSOA DE BRUM,priscila,5,90,123,81.81818181818181,80.92105263157895,-0.8971291866028679,59.4,55.333333333333336,-4.066666666666663,35,0.3333333333333333,500 matrículas ou mais,Q2
ESC_008,EMEF CHICO MENDES,eliane,5,79,116,74.52830188679245,94.3089430894309,19.78064120263845,56.75949367088607,51.87931034482759,-4.880183326058486,36,0.3137254901960784,500 matrículas ou mais,Q3
ESC_018,EMEF HEITOR VILLA LOBOS,jalize,5,88,93,84.61538461538461,89.42307692307692,4.807692307692307,61.47727272727273,55.73118279569893,-5.746089931573799,37,0.29411764705882354,500 matrículas ou mais,Q3
ESC_032,EMEF NOSSA SENHORA DE FATIMA,amanda,5,67,57,87.01298701298701,79.16666666666667,-7.84632034632034,55.582089552238806,49.26315789473684,-6.318931657501963,38,0.27450980392156865,300 a 499 matrículas,Q3
ESC_027,EMEF MARIO QUINTANA,ruti,5,44,41,88,85.41666666666667,-2.5833333333333286,59.95454545454545,53.390243902439025,-6.5643015521064285,39,0.2549019607843137,150 a 299 matrículas,Q1 — menor infraestrutura
ESC_009,EMEF DECIO MARTINS COSTA,nathalia,5,92,95,86.79245283018868,89.62264150943396,2.830188679245282,70.23913043478261,62.95789473684211,-7.281235697940502,40,0.23529411764705882,500 matrículas ou mais,Q3
ESC_024,EMEF LAURO RODRIGUES,clarissa,5,64,73,87.67123287671232,92.40506329113924,4.733830414426919,74.46875,66.8082191780822,-7.660530821917803,41,0.21568627450980393,300 a 499 matrículas,Q2
ESC_051,EMEF VILA MONTE CRISTO,graziela,5,62,73,69.66292134831461,86.9047619047619,17.241840556447286,77.41935483870968,69.04109589041096,-8.378258948298722,42,0.19607843137254902,300 a 499 matrículas,Q1 — menor infraestrutura
ESC_005,EMEF ARAMY SILVA,priscila,5,77,87,85.55555555555556,95.6043956043956,10.048840048840049,73.32467532467533,64.70114942528735,-8.623525899387971,43,0.17647058823529413,300 a 499 matrículas,Q3
ESC_046,EMEF SEN ALBERTO PASQUALINI,julia,5,98,88,77.77777777777777,81.48148148148148,3.7037037037037095,68.36734693877551,58.14772727272727,-10.21961966604824,44,0.1568627450980392,500 matrículas ou mais,Q2
ESC_026,EMEF LIDOVINO FANTON,julia,5,87,74,81.30841121495327,69.81132075471699,-11.49709046023628,51.55172413793103,40.78378378378378,-10.76794035414725,45,0.13725490196078433,500 matrículas ou mais,Q1 — menor infraestrutura
ESC_045,EMEF SAO PEDRO,marian,5,90,93,84.11214953271028,89.42307692307692,5.310927390366643,65.57777777777778,54.75268817204301,-10.825089605734776,46,0.11764705882352941,300 a 499 matrículas,Q3
ESC_041,EMEF PROF JUDITH MACEDO DE ARAUJO,graziela,5,57,71,95,87.65432098765432,-7.345679012345684,76.26315789473684,63.943661971830984,-12.319495922905851,47,0.09803921568627451,300 a 499 matrículas,Q3
ESC_019,EMEF JEAN PIAGET,clarissa,5,72,82,84.70588235294117,92.13483146067416,7.42894910773299,76.11111111111111,63.71951219512195,-12.391598915989164,48,0.0784313725490196,300 a 499 matrículas,Q3
ESC_050,EMEF VER MARTIM ARANHA,priscila,5,63,55,82.89473684210526,87.3015873015873,4.406850459482044,62.77777777777778,46.32727272727273,-16.45050505050505,49,0.058823529411764705,300 a 499 matrículas,Q2
ESC_001,EEF PEQUENA CASA DA CRIANCA,outras,5,20,36,68.96551724137932,94.73684210526316,25.771324863883848,74,55.388888888888886,-18.61111111111111,50,0.0392156862745098,150 a 299 matrículas,Q1 — menor infraestrutura
ESC_015,EMEF GABRIEL OBINO,amanda,5,48,34,80,87.17948717948718,7.179487179487182,55.895833333333336,32,-23.895833333333336,51,0.0196078431372549,150 a 299 matrículas,Q3
ESC_043,EMEF RINCAO,jalize,5,49,50,89.0909090909091,86.20689655172414,-2.884012539184951,72.51020408163265,47.5,-25.01020408163265,52,0,150 a 299 matrículas,Q1 — menor infraestrutura
