escolas,observacoes_escola_serie,series,previstos_2025,previstos_2026,avaliados_2025,avaliados_2026,participacao_2025,participacao_2026,delta_participacao,proficiencia_2025_ponderada,proficiencia_2026_ponderada,delta_proficiencia_ponderada,adequado_2025_ponderado,adequado_2026_ponderado,delta_adequado_ponderado,defasagem_2025_ponderada,defasagem_2026_ponderada,delta_defasagem_ponderada
54,265,5,20432,20072,15837,17189,0.7751076742364917,0.8563670785173376,0.08125940428084588,,,,,,,,,
