escolas,observacoes_escola_serie,series,previstos_total_2025,previstos_total_2026,avaliados_total_2025,avaliados_total_2026,delta_proficiencia_media_escolas,delta_proficiencia_mediana_escolas,participacao_2025,participacao_2026,delta_participacao,proficiencia_2025_ponderada,proficiencia_2026_ponderada,delta_proficiencia_ponderada,adequado_2025_ponderado,adequado_2026_ponderado,delta_adequado_ponderado,defasagem_2025_ponderada,defasagem_2026_ponderada,delta_defasagem_ponderada
54,265,5,20432,20072,15837,17189,-8.745224146823421,-5.746089931573799,0.7751076742364917,0.8563670785173376,0.08125940428084588,57.60011365788975,49.71842457385537,-7.881689084034377,43.85079244806466,34.89126767118506,-8.959524776879597,29.457220433162846,35.67234859503171,6.215128161868861
