escolas_dimensao,escolas_ativas_2024,universo_municipal_direto_2024,universo_municipal_ampliado_2024,contexto_descritivo_utilizavel_2024,casos_revisao_tecnica,divergencias_censo_cadastro
56,56,50,51,55,1,3
