linhas_escola_serie,escolas,series,proficiencia_inicial_disponivel,delta_proficiencia_disponivel,matriculas_contexto_disponiveis,infraestrutura_disponivel,alunos_turma_disponivel,pct_integral_disponivel,revisao_tecnica
265,54,5,265,265,265,265,264,265,1
