nome_completo,grupo,ordinal_position,column_name,data_type,is_nullable,erro_colunas,coluna_normalizada,papel_sugerido
basedosdados.br_inep_censo_escolar.escola,Censo Escolar,385,quantidade_matricula_masculino,INT64,YES,,quantidade_matricula_masculino,porte_recursos
basedosdados.br_inep_censo_escolar.escola,Censo Escolar,386,quantidade_matricula_nao_declarada,INT64,YES,,quantidade_matricula_nao_declarada,porte_recursos
basedosdados.br_inep_censo_escolar.escola,Censo Escolar,387,quantidade_matricula_branca,INT64,YES,,quantidade_matricula_branca,porte_recursos
basedosdados.br_inep_censo_escolar.escola,Censo Escolar,388,quantidade_matricula_preta,INT64,YES,,quantidade_matricula_preta,porte_recursos
basedosdados.br_inep_censo_escolar.escola,Censo Escolar,389,quantidade_matricula_parda,INT64,YES,,quantidade_matricula_parda,porte_recursos
basedosdados.br_inep_censo_escolar.escola,Censo Escolar,390,quantidade_matricula_amarela,INT64,YES,,quantidade_matricula_amarela,porte_recursos
basedosdados.br_inep_censo_escolar.escola,Censo Escolar,391,quantidade_matricula_indigena,INT64,YES,,quantidade_matricula_indigena,porte_recursos
basedosdados.br_inep_censo_escolar.escola,Censo Escolar,392,quantidade_matricula_idade_0_3,INT64,YES,,quantidade_matricula_idade_0_3,porte_recursos
basedosdados.br_inep_censo_escolar.escola,Censo Escolar,393,quantidade_matricula_idade_4_5,INT64,YES,,quantidade_matricula_idade_4_5,porte_recursos
basedosdados.br_inep_censo_escolar.escola,Censo Escolar,394,quantidade_matricula_idade_6_10,INT64,YES,,quantidade_matricula_idade_6_10,porte_recursos
basedosdados.br_inep_censo_escolar.escola,Censo Escolar,395,quantidade_matricula_idade_11_14,INT64,YES,,quantidade_matricula_idade_11_14,porte_recursos
basedosdados.br_inep_censo_escolar.escola,Censo Escolar,396,quantidade_matricula_idade_15_17,INT64,YES,,quantidade_matricula_idade_15_17,porte_recursos
basedosdados.br_inep_censo_escolar.escola,Censo Escolar,397,quantidade_matricula_idade_18,INT64,YES,,quantidade_matricula_idade_18,porte_recursos
basedosdados.br_inep_censo_escolar.escola,Censo Escolar,398,quantidade_matricula_diurno,INT64,YES,,quantidade_matricula_diurno,porte_recursos
basedosdados.br_inep_censo_escolar.escola,Censo Escolar,399,quantidade_matricula_noturno,INT64,YES,,quantidade_matricula_noturno,porte_recursos
basedosdados.br_inep_censo_escolar.escola,Censo Escolar,400,quantidade_matricula_ead,INT64,YES,,quantidade_matricula_ead,porte_recursos
basedosdados.br_inep_censo_escolar.escola,Censo Escolar,401,quantidade_matricula_infantil_integral,INT64,YES,,quantidade_matricula_infantil_integral,porte_recursos
basedosdados.br_inep_censo_escolar.escola,Censo Escolar,402,quantidade_matricula_infantil_creche_integral,INT64,YES,,quantidade_matricula_infantil_creche_integral,porte_recursos
basedosdados.br_inep_censo_escolar.escola,Censo Escolar,403,quantidade_matricula_infantil_pre_escola_integral,INT64,YES,,quantidade_matricula_infantil_pre_escola_integral,porte_recursos
basedosdados.br_inep_censo_escolar.escola,Censo Escolar,404,quantidade_matricula_fundamental_integral,INT64,YES,,quantidade_matricula_fundamental_integral,porte_recursos
basedosdados.br_inep_censo_escolar.escola,Censo Escolar,405,quantidade_matricula_fundamental_anos_iniciais_integral,INT64,YES,,quantidade_matricula_fundamental_anos_iniciais_integral,porte_recursos
basedosdados.br_inep_censo_escolar.escola,Censo Escolar,406,quantidade_matricula_fundamental_anos_finais_integral,INT64,YES,,quantidade_matricula_fundamental_anos_finais_integral,porte_recursos
basedosdados.br_inep_censo_escolar.escola,Censo Escolar,407,quantidade_matricula_medio_integral,INT64,YES,,quantidade_matricula_medio_integral,porte_recursos
basedosdados.br_inep_censo_escolar.escola,Censo Escolar,408,quantidade_matricula_zona_residencia_urbana,INT64,YES,,quantidade_matricula_zona_residencia_urbana,porte_recursos
basedosdados.br_inep_censo_escolar.escola,Censo Escolar,409,quantidade_matricula_zona_residencia_rural,INT64,YES,,quantidade_matricula_zona_residencia_rural,porte_recursos
basedosdados.br_inep_censo_escolar.escola,Censo Escolar,410,quantidade_matricula_zona_residencia_nao_aplicavel,INT64,YES,,quantidade_matricula_zona_residencia_nao_aplicavel,porte_recursos
basedosdados.br_inep_censo_escolar.escola,Censo Escolar,411,quantidade_matricula_utiliza_transporte_publico,INT64,YES,,quantidade_matricula_utiliza_transporte_publico,porte_recursos
basedosdados.br_inep_censo_escolar.escola,Censo Escolar,412,quantidade_matricula_transporte_estadual,INT64,YES,,quantidade_matricula_transporte_estadual,porte_recursos
basedosdados.br_inep_censo_escolar.escola,Censo Escolar,413,quantidade_matricula_transporte_municipal,INT64,YES,,quantidade_matricula_transporte_municipal,porte_recursos
basedosdados.br_inep_censo_escolar.escola,Censo Escolar,414,quantidade_docente_educacao_basica,INT64,YES,,quantidade_docente_educacao_basica,porte_recursos
basedosdados.br_inep_censo_escolar.escola,Censo Escolar,415,quantidade_docente_infantil,INT64,YES,,quantidade_docente_infantil,porte_recursos
basedosdados.br_inep_censo_escolar.escola,Censo Escolar,416,quantidade_docente_infantil_creche,INT64,YES,,quantidade_docente_infantil_creche,porte_recursos
basedosdados.br_inep_censo_escolar.escola,Censo Escolar,417,quantidade_docente_infantil_pre_escola,INT64,YES,,quantidade_docente_infantil_pre_escola,porte_recursos
basedosdados.br_inep_censo_escolar.escola,Censo Escolar,418,quantidade_docente_fundamental,INT64,YES,,quantidade_docente_fundamental,porte_recursos
basedosdados.br_inep_censo_escolar.escola,Censo Escolar,419,quantidade_docente_fundamental_anos_iniciais,INT64,YES,,quantidade_docente_fundamental_anos_iniciais,porte_recursos
basedosdados.br_inep_censo_escolar.escola,Censo Escolar,420,quantidade_docente_fundamental_anos_finais,INT64,YES,,quantidade_docente_fundamental_anos_finais,porte_recursos
basedosdados.br_inep_censo_escolar.escola,Censo Escolar,421,quantidade_docente_medio,INT64,YES,,quantidade_docente_medio,porte_recursos
basedosdados.br_inep_censo_escolar.escola,Censo Escolar,422,quantidade_docente_profissional,INT64,YES,,quantidade_docente_profissional,porte_recursos
basedosdados.br_inep_censo_escolar.escola,Censo Escolar,423,quantidade_docente_profissional_tecnica,INT64,YES,,quantidade_docente_profissional_tecnica,porte_recursos
basedosdados.br_inep_censo_escolar.escola,Censo Escolar,424,quantidade_docente_eja,INT64,YES,,quantidade_docente_eja,porte_recursos
basedosdados.br_inep_censo_escolar.escola,Censo Escolar,425,quantidade_docente_eja_fundamental,INT64,YES,,quantidade_docente_eja_fundamental,porte_recursos
basedosdados.br_inep_censo_escolar.escola,Censo Escolar,426,quantidade_docente_eja_medio,INT64,YES,,quantidade_docente_eja_medio,porte_recursos
basedosdados.br_inep_censo_escolar.escola,Censo Escolar,427,quantidade_docente_especial,INT64,YES,,quantidade_docente_especial,porte_recursos
basedosdados.br_inep_censo_escolar.escola,Censo Escolar,428,quantidade_docente_especial_comum,INT64,YES,,quantidade_docente_especial_comum,porte_recursos
basedosdados.br_inep_censo_escolar.escola,Censo Escolar,429,quantidade_docente_especial_exclusiva,INT64,YES,,quantidade_docente_especial_exclusiva,porte_recursos
basedosdados.br_inep_censo_escolar.escola,Censo Escolar,430,quantidade_turma_educacao_basica,INT64,YES,,quantidade_turma_educacao_basica,porte_recursos
basedosdados.br_inep_censo_escolar.escola,Censo Escolar,431,quantidade_turma_infantil,INT64,YES,,quantidade_turma_infantil,porte_recursos
basedosdados.br_inep_censo_escolar.escola,Censo Escolar,432,quantidade_turma_infantil_integral,INT64,YES,,quantidade_turma_infantil_integral,porte_recursos
basedosdados.br_inep_censo_escolar.escola,Censo Escolar,433,quantidade_turma_infantil_creche,INT64,YES,,quantidade_turma_infantil_creche,porte_recursos
basedosdados.br_inep_censo_escolar.escola,Censo Escolar,434,quantidade_turma_infantil_creche_integral,INT64,YES,,quantidade_turma_infantil_creche_integral,porte_recursos
basedosdados.br_inep_censo_escolar.escola,Censo Escolar,435,quantidade_turma_infantil_pre_escola,INT64,YES,,quantidade_turma_infantil_pre_escola,porte_recursos
