id_escola,codigo_inep,nome_canonico,assessora,ano,dependencia_administrativa_2024,situacao_funcionamento_2024,matriculas_anos_iniciais,turmas_anos_iniciais,docentes_anos_iniciais,tipo_vinculo_rede,status_rede_2025,caso_historico_administrativo,motivo_revisao_tecnica
ESC_056,43189768,EEF ALDEIA LUMIAR,Sem vinculação informada,2024,Privada,Em atividade,109,0,0,filantropica_sob_supervisao_municipal,fora_da_rede_municipal_direta,Instituição filantrópica supervisionada,"Matrículas positivas, mas nenhuma turma dos anos iniciais | Matrículas positivas, mas nenhum docente dos anos iniciais"
