nome_completo,grupo,escolas_dimensao,escolas_encontradas_2024,escolas_nao_encontradas_2024,cobertura_percentual,escolas_com_multiplas_linhas
basedosdados.br_inep_censo_escolar.escola,Censo Escolar,56,56,0,100,0
