linhas_escola_serie,escolas,linhas_com_contexto_2024,linhas_sem_contexto_2024,escola_series_resultado_balanceado,amostra_principal_descritiva,amostra_municipal_direta_2024,amostra_municipal_ampliada_2024,amostra_rede_operacional_2025
280,56,280,0,265,265,249,260,254
