tentativa_realizada,pdf_gerado,arquivo_pdf,navegador,mensagem
TRUE,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_carteiras/execucao_20260718_185656/fichas_carteiras_compiladas.pdf,C:\Program Files/Google/Chrome/Application/chrome.exe,PDF compilado gerado com sucesso.
