assessora_gerencial,tipo_carteira,carteira_nominal,ordem_interna_carga_potencial,id_escola,codigo_inep,nome_canonico,matriculas_anos_iniciais,turmas_anos_iniciais,turmas_anos_iniciais_validas,numero_etapas_amplas_ofertadas,numero_series_resultado_2026,numero_series_comparaveis,painel_completo_cinco_series,qualidade_evidencia_educacional,interpretacao_educacional_cautelosa,score_dimensao_volume,score_dimensao_estrutural,score_dimensao_educacional,score_dimensao_administrativa,indice_carga_potencial,percentil_indice_carga_potencial,faixa_indice_carga_potencial,indice_carga_potencial_operacional,faixa_indice_operacional,indice_carga_potencial_desafio_educacional,faixa_indice_desafio_educacional,indice_carga_potencial_transicao_administrativa,faixa_indice_transicao_administrativa,contribuicao_volume_indice_principal,contribuicao_estrutural_indice_principal,contribuicao_educacional_indice_principal,contribuicao_administrativa_indice_principal,numero_cenarios_com_mudanca_faixa,sensibilidade_faixa,possui_complexidade_administrativa,interpretacao_indice_cautelosa,painel_incompleto,possui_alerta_composicao,participacao_2026_abaixo_80,caso_para_leitura_detalhada,entre_duas_maiores_cargas_da_carteira,participacao_indice_na_carteira_pct,participacao_acumulada_indice_carteira_pct,tipo_vinculo_rede_final,status_rede_2025_final,municipalizada_apos_2024,escola_nova_recente
jalize,Carteira nominal,TRUE,4,ESC_018,43105548,EMEF HEITOR VILLA LOBOS,501,19,19,3,5,5,TRUE,Completa — cinco séries,FALSE,69.91835016835017,55.968013468013474,59.91666666666667,0,46.45075757575758,70.9090909090909,Faixa 3 — intermediária superior,53.94267676767677,Faixa 4 — maior carga potencial relativa,51.94234006734007,Faixa 3 — intermediária superior,40.1564393939394,Faixa 3 — intermediária superior,17.479587542087543,13.992003367003369,14.979166666666668,0,1,Sensibilidade moderada,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,19.900374215259372,84.59450630722554,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,FALSE,FALSE
jalize,Carteira nominal,TRUE,5,ESC_043,43293050,EMEF RINCAO,270,10,10,2,5,5,TRUE,Completa — cinco séries,FALSE,27.12962962962963,73.7878787878788,42.91835016835017,0,35.95896464646465,36.36363636363637,Faixa 2 — intermediária inferior,37.88249158249159,Faixa 2 — intermediária inferior,41.0402356902357,Faixa 2 — intermediária inferior,30.91308922558923,Faixa 2 — intermediária inferior,6.782407407407407,18.4469696969697,10.729587542087543,0,0,Estável nos cenários,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15.405493692774453,100,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,FALSE,FALSE
julia,Carteira nominal,TRUE,1,ESC_026,43109144,EMEF LIDOVINO FANTON,563,23,23,4,5,5,TRUE,Completa — cinco séries,FALSE,92.02441077441078,55.95454545454545,72.95117845117845,0,55.232533670033675,98.18181818181819,Faixa 4 — maior carga potencial relativa,65.38863636363637,Faixa 4 — maior carga potencial relativa,61.5739898989899,Faixa 4 — maior carga potencial relativa,47.83358585858586,Faixa 4 — maior carga potencial relativa,23.006102693602696,13.988636363636363,18.237794612794612,0,0,Estável nos cenários,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,27.70702015334318,27.70702015334318,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,FALSE,FALSE
julia,Carteira nominal,TRUE,2,ESC_046,43107842,EMEF SEN ALBERTO PASQUALINI,535,21,21,3,5,5,TRUE,Completa — cinco séries,FALSE,77.12626262626263,66.55555555555556,58.45286195286195,0,50.533670033670035,89.0909090909091,Faixa 4 — maior carga potencial relativa,59.179966329966334,Faixa 4 — maior carga potencial relativa,55.4452861952862,Faixa 4 — maior carga potencial relativa,43.34957912457912,Faixa 4 — maior carga potencial relativa,19.281565656565657,16.63888888888889,14.613215488215488,0,0,Estável nos cenários,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,25.34986756917386,53.05688772251704,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,FALSE,FALSE
julia,Carteira nominal,TRUE,3,ESC_054,43106668,ESC EST ENS FUN PROFESSORA LEOPOLDA BARNEWITZ,154,8,8,1,5,5,TRUE,Completa — cinco séries,FALSE,9.364478114478114,43.734006734006734,20.297979797979796,90,40.84911616161616,56.36363636363637,Faixa 3 — intermediária superior,32.23888888888889,Faixa 1 — menor carga potencial relativa,34.42558922558922,Faixa 1 — menor carga potencial relativa,47.194191919191915,Faixa 4 — maior carga potencial relativa,2.3411195286195285,10.933501683501683,5.074494949494949,22.5,3,Sensibilidade elevada,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,20.491677812531996,73.54856553504904,municipalizada_apos_2024,rede_municipal_direta,TRUE,FALSE
julia,Carteira nominal,TRUE,4,ESC_021,43219543,EMEF JOAO CARLOS DAVILA PAIXAO CORTES - LACADOR,70,4,4,2,5,4,FALSE,Completa — cinco séries,FALSE,3.095117845117845,38.976430976430976,17.35690235690236,50,27.357112794612796,9.090909090909092,Faixa 1 — menor carga potencial relativa,21.953535353535354,Faixa 1 — menor carga potencial relativa,24.805892255892257,Faixa 1 — menor carga potencial relativa,30.253535353535355,Faixa 2 — intermediária inferior,0.7737794612794613,9.744107744107744,4.33922558922559,12.5,1,Sensibilidade moderada,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,13.723507236983089,87.27207277203212,rede_municipal_direta,rede_municipal_direta,FALSE,TRUE
julia,Carteira nominal,TRUE,5,ESC_031,43177042,EMEF NEUSA GOULART BRIZOLA,218,10,10,3,5,5,TRUE,Completa — cinco séries,FALSE,19.765993265993266,45.20538720538721,36.51851851851852,0,25.372474747474747,1.8181818181818181,Faixa 1 — menor carga potencial relativa,26.511447811447812,Faixa 1 — menor carga potencial relativa,29.861952861952865,Faixa 1 — menor carga potencial relativa,22.123905723905725,Faixa 1 — menor carga potencial relativa,4.941498316498317,11.301346801346803,9.12962962962963,0,0,Estável nos cenários,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,12.72792722796787,100,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,FALSE,FALSE
marian,Carteira nominal,TRUE,1,ESC_010,43109128,EMEF DEP MARCIRIO GOULART LOUREIRO,495,19,19,3,5,5,TRUE,Completa — cinco séries,FALSE,68.82744107744108,45.24074074074075,68.33501683501684,0,45.60079966329967,69.0909090909091,Faixa 3 — intermediária superior,52.50816498316499,Faixa 3 — intermediária superior,52.409680134680144,Faixa 3 — intermediária superior,39.89739057239058,Faixa 3 — intermediária superior,17.20686026936027,11.310185185185187,17.08375420875421,0,0,Estável nos cenários,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,30.783994226624866,30.783994226624866,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,FALSE,FALSE
marian,Carteira nominal,TRUE,2,ESC_045,43167535,EMEF SAO PEDRO,477,22,22,4,5,5,TRUE,Completa — cinco séries,FALSE,77.62710437710437,31.481481481481485,55.51262626262626,0,41.15530303030303,58.18181818181818,Faixa 3 — intermediária superior,50.023737373737376,Faixa 3 — intermediária superior,45.60084175084175,Faixa 3 — intermediária superior,35.699873737373736,Faixa 3 — intermediária superior,19.406776094276093,7.870370370370371,13.878156565656566,0,0,Estável nos cenários,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,27.78294723413565,58.56694146076052,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,FALSE,FALSE
marian,Carteira nominal,TRUE,3,ESC_036,43108563,EMEF PRES JOAO BELCHIOR MARQUES GOULART,358,18,18,3,5,5,TRUE,Completa — cinco séries,FALSE,46.47979797979798,35.62794612794613,46.137205387205384,0,32.06123737373737,20,Faixa 1 — menor carga potencial relativa,36.7263468013468,Faixa 2 — intermediária inferior,36.657828282828284,Faixa 1 — menor carga potencial relativa,27.955850168350167,Faixa 1 — menor carga potencial relativa,11.619949494949495,8.906986531986533,11.534301346801346,0,1,Sensibilidade moderada,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,21.643764001926353,80.21070546268687,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,FALSE,FALSE
marian,Carteira nominal,TRUE,4,ESC_035,43048200,EMEF PORTO NOVO,237,10,10,3,5,5,TRUE,Completa — cinco séries,FALSE,23.03872053872054,49.6919191919192,44.52609427609428,0,29.3141835016835,12.727272727272727,Faixa 1 — menor carga potencial relativa,30.54368686868687,Faixa 1 — menor carga potencial relativa,34.84116161616162,Faixa 1 — menor carga potencial relativa,25.677651515151517,Faixa 1 — menor carga potencial relativa,5.759680134680135,12.4229797979798,11.13152356902357,0,0,Estável nos cenários,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,19.789294537313136,100,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,FALSE,FALSE
nathalia,Carteira nominal,TRUE,1,ESC_009,43105475,EMEF DECIO MARTINS COSTA,511,21,21,3,5,5,TRUE,Completa — cinco séries,FALSE,74.94444444444444,36.06734006734007,47.52609427609428,0,39.634469696969695,50.90909090909091,Faixa 3 — intermediária superior,48.49983164983165,Faixa 3 — intermediária superior,43.01616161616162,Faixa 3 — intermediária superior,34.083880471380475,Faixa 3 — intermediária superior,18.73611111111111,9.016835016835017,11.88152356902357,0,0,Estável nos cenários,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,20.578851562346347,20.578851562346347,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,FALSE,FALSE
nathalia,Carteira nominal,TRUE,2,ESC_047,43189253,EMEF TIMBAUVA,353,15,15,3,5,5,TRUE,Completa — cinco séries,FALSE,41.4537037037037,65.9090909090909,36.74747474747475,0,36.027567340067336,38.18181818181818,Faixa 2 — intermediária inferior,40.40824915824916,Faixa 2 — intermediária inferior,39.46700336700337,Faixa 2 — intermediária inferior,30.65942760942761,Faixa 2 — intermediária inferior,10.363425925925926,16.477272727272727,9.186868686868687,0,0,Estável nos cenários,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,18.706090080482852,39.284941642829196,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,FALSE,FALSE
nathalia,Carteira nominal,TRUE,3,ESC_034,43105521,EMEF PEPITA DE LEAO,255,12,12,3,5,5,TRUE,Completa — cinco séries,FALSE,31.27104377104377,44.151515151515156,59.523569023569024,0,33.736531986531986,27.272727272727273,Faixa 2 — intermediária inferior,35.451010101010105,Faixa 2 — intermediária inferior,41.10151515151516,Faixa 2 — intermediária inferior,29.965404040404042,Faixa 1 — menor carga potencial relativa,7.817760942760943,11.037878787878789,14.880892255892256,0,1,Sensibilidade moderada,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,17.51654782534587,56.80148946817507,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,FALSE,FALSE
nathalia,Carteira nominal,TRUE,4,ESC_023,43169490,EMEF JOSE MARIANO BECK,329,15,15,4,5,5,TRUE,Completa — cinco séries,FALSE,44.31734006734007,22.149831649831654,66.88299663299664,0,33.33754208754209,21.818181818181817,Faixa 1 — menor carga potencial relativa,36.640993265993266,Faixa 2 — intermediária inferior,41.154124579124584,Faixa 2 — intermediária inferior,30.014183501683505,Faixa 2 — intermediária inferior,11.079335016835017,5.5374579124579135,16.72074915824916,0,3,Sensibilidade elevada,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,17.30938587846062,74.1108753466357,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,FALSE,FALSE
nathalia,Carteira nominal,TRUE,5,ESC_004,43105459,EMEF AMERICA,261,10,10,2,5,5,TRUE,Completa — cinco séries,FALSE,26.03872053872054,40.749158249158256,42.03198653198653,0,27.204966329966332,7.2727272727272725,Faixa 1 — menor carga potencial relativa,29.00917508417509,Faixa 1 — menor carga potencial relativa,32.20782828282829,Faixa 1 — menor carga potencial relativa,23.865572390572396,Faixa 1 — menor carga potencial relativa,6.509680134680135,10.187289562289564,10.507996632996633,0,0,Estável nos cenários,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,14.125254308771824,88.23612965540751,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,FALSE,FALSE
nathalia,Carteira nominal,TRUE,6,ESC_028,43177018,EMEF MIGRANTES,80,5,5,3,5,5,TRUE,Completa — cinco séries,FALSE,9.97979797979798,31.526936026936028,49.12121212121212,0,22.656986531986533,0,Faixa 1 — menor carga potencial relativa,21.697895622895622,Faixa 1 — menor carga potencial relativa,29.526178451178453,Faixa 1 — menor carga potencial relativa,20.58164983164983,Faixa 1 — menor carga potencial relativa,2.494949494949495,7.881734006734007,12.28030303030303,0,0,Estável nos cenários,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,11.763870344592483,100,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,FALSE,FALSE
priscila,Carteira nominal,TRUE,1,ESC_049,43109080,EMEF VER CARLOS PESSOA DE BRUM,574,22,22,4,5,5,TRUE,Completa — cinco séries,FALSE,91.26346801346801,66.31818181818181,76.0976430976431,0,58.41982323232323,100,Faixa 4 — maior carga potencial relativa,68.30446127946128,Faixa 4 — maior carga potencial relativa,65.2712962962963,Faixa 4 — maior carga potencial relativa,50.540740740740745,Faixa 4 — maior carga potencial relativa,22.815867003367003,16.579545454545453,19.024410774410775,0,0,Estável nos cenários,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,32.35474803689414,32.35474803689414,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,FALSE,FALSE
priscila,Carteira nominal,TRUE,2,ESC_050,43109101,EMEF VER MARTIM ARANHA,333,15,15,4,5,5,TRUE,Completa — cinco séries,FALSE,45.408249158249156,60.39562289562289,71.78282828282829,0,44.39667508417509,65.45454545454545,Faixa 3 — intermediária superior,47.61877104377105,Faixa 3 — intermediária superior,52.89368686868687,Faixa 4 — maior carga potencial relativa,39.10648148148148,Faixa 3 — intermediária superior,11.352062289562289,15.098905723905723,17.945707070707073,0,1,Sensibilidade moderada,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,24.588284533349423,56.94303257024356,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,FALSE,FALSE
priscila,Carteira nominal,TRUE,3,ESC_013,43106331,EMEF ESPIRITO SANTO,54,4,4,1,5,0,FALSE,Completa — cinco séries,FALSE,0.5042087542087542,33.35353535353535,62.58791619902731,70,41.61141507669285,61.81818181818182,Faixa 3 — intermediária superior,31.557650579872803,Faixa 1 — menor carga potencial relativa,43.974392068836515,Faixa 3 — intermediária superior,46.91852787130565,Faixa 4 — maior carga potencial relativa,0.12605218855218855,8.338383838383837,15.646979049756828,17.5,2,Sensibilidade elevada,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,23.04571934274705,79.98875191299061,rede_municipal_direta_ou_nao_classificada,vinculo_estadual_em_2025_a_confirmar,FALSE,FALSE
priscila,Carteira nominal,TRUE,4,ESC_005,43105467,EMEF ARAMY SILVA,422,20,20,3,5,5,TRUE,Completa — cinco séries,FALSE,59.77020202020202,39.2962962962963,45.46296296296296,0,36.13236531986532,40,Faixa 2 — intermediária inferior,42.82474747474748,Faixa 3 — intermediária superior,39.963299663299665,Faixa 2 — intermediária inferior,31.179040404040407,Faixa 2 — intermediária inferior,14.942550505050505,9.824074074074074,11.36574074074074,0,1,Sensibilidade moderada,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,20.011248087009378,99.99999999999999,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,FALSE,FALSE
ruti,Carteira nominal,TRUE,1,ESC_007,43187560,EMEF CHAPEU DO SOL,542,22,22,4,5,5,TRUE,Completa — cinco séries,FALSE,89.08164983164983,56.95286195286195,69.15319865319866,0,53.79692760942761,94.54545454545455,Faixa 4 — maior carga potencial relativa,63.70151515151515,Faixa 4 — maior carga potencial relativa,59.71582491582492,Faixa 4 — maior carga potencial relativa,46.49520202020202,Faixa 4 — maior carga potencial relativa,22.270412457912457,14.238215488215488,17.288299663299664,0,0,Estável nos cenários,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,34.71698061961288,34.71698061961288,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,FALSE,FALSE
ruti,Carteira nominal,TRUE,2,ESC_027,43183018,EMEF MARIO QUINTANA,233,10,10,2,5,5,TRUE,Completa — cinco séries,FALSE,17.311447811447813,64.9090909090909,63.52188552188552,0,36.43560606060606,43.63636363636363,Faixa 2 — intermediária inferior,35.85622895622896,Faixa 2 — intermediária inferior,45.0983164983165,Faixa 3 — intermediária superior,32.324579124579124,Faixa 2 — intermediária inferior,4.327861952861953,16.227272727272727,15.88047138047138,0,1,Sensibilidade moderada,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,23.513131431101236,58.23011205071412,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,FALSE,FALSE
ruti,Carteira nominal,TRUE,3,ESC_053,43105246,EMEM EMILIO MEYER,377,18,18,3,5,5,TRUE,Completa — cinco séries,FALSE,49.207070707070706,46.78956228956229,48.955387205387204,0,36.23800505050505,41.81818181818182,Faixa 2 — intermediária inferior,41.1712962962963,Faixa 2 — intermediária inferior,41.1209595959596,Faixa 2 — intermediária inferior,31.4381734006734,Faixa 2 — intermediária inferior,12.301767676767676,11.697390572390573,12.238846801346801,0,0,Estável nos cenários,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,23.385612802381438,81.61572485309556,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,FALSE,FALSE
ruti,Carteira nominal,TRUE,4,ESC_040,43109071,EMEF PROF GILBERTO JORGE GONCALVES DA SILVA,109,5,5,3,5,5,TRUE,Completa — cinco séries,FALSE,12.707070707070708,59.513468013468014,41.73148148148148,0,28.488005050505052,10.909090909090908,Faixa 1 — menor carga potencial relativa,28.307491582491583,Faixa 1 — menor carga potencial relativa,34.11237373737374,Faixa 1 — menor carga potencial relativa,24.876978114478113,Faixa 1 — menor carga potencial relativa,3.176767676767677,14.878367003367003,10.43287037037037,0,0,Estável nos cenários,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,18.38427514690445,100,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,FALSE,FALSE
Sem vinculação informada,Sem vinculação informada,FALSE,1,ESC_056,43189768,EEF ALDEIA LUMIAR,109,0,,2,1,1,FALSE,Limitada — uma ou duas séries,TRUE,8.909090909090908,59.230769230769226,50.26737967914438,70,47.10180995475113,76.36363636363636,Faixa 4 — maior carga potencial relativa,38.92480460715755,Faixa 2 — intermediária inferior,47.196462361168244,Faixa 3 — intermediária superior,50.69481694775813,Faixa 4 — maior carga potencial relativa,2.227272727272727,14.807692307692307,12.566844919786096,17.5,2,Sensibilidade elevada,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,100,100,filantropica_sob_supervisao_municipal,fora_da_rede_municipal_direta,FALSE,FALSE
