id_escola_periodo,id_escola,codigo_inep,nome_canonico,ano,avaliacao_id,avaliacao_rotulo,chave_periodo,periodo_programa,pertence_universo_avaliativo,elegivel_assessoramento,recebe_assessoramento,exposicao_programa_binaria,assessora_vinculo_administrativo,assessora_gerencial,status_carga_operacional,grupo_exposicao,incluir_diagnostico_avaliativo_ampliado,incluir_resultados_rede_assessorada,incluir_indice_carga,incluir_nao_exposto_descritivo,fonte_validacao,data_validacao,responsavel_validacao,observacao_validacao,status_homologacao,versao_regra
ESC_046__2025_1a_avaliacao_formativa,ESC_046,43107842,EMEF SEN ALBERTO PASQUALINI,2025,1a_avaliacao_formativa,1ª Avaliação Formativa,2025_1a_avaliacao_formativa,linha_base_pre_programa,SIM,NA_APLICAVEL,NAO,0,julia,,SEM_CARGA_DO_PROGRAMA,LINHA_BASE_PRE_PROGRAMA,TRUE,FALSE,FALSE,FALSE,regra temporal pre-programa registrada no painel,,regra temporal preexistente do projeto,Primeira avaliação formativa anterior ao início do assessoramento.,REGRA_TEMPORAL_CONFIRMADA,2025_1a_avaliacao_formativa_linha_base
ESC_047__2025_1a_avaliacao_formativa,ESC_047,43189253,EMEF TIMBAUVA,2025,1a_avaliacao_formativa,1ª Avaliação Formativa,2025_1a_avaliacao_formativa,linha_base_pre_programa,SIM,NA_APLICAVEL,NAO,0,nathalia,,SEM_CARGA_DO_PROGRAMA,LINHA_BASE_PRE_PROGRAMA,TRUE,FALSE,FALSE,FALSE,regra temporal pre-programa registrada no painel,,regra temporal preexistente do projeto,Primeira avaliação formativa anterior ao início do assessoramento.,REGRA_TEMPORAL_CONFIRMADA,2025_1a_avaliacao_formativa_linha_base
ESC_048__2025_1a_avaliacao_formativa,ESC_048,43172482,EMEF VER ANTONIO GIUDICE,2025,1a_avaliacao_formativa,1ª Avaliação Formativa,2025_1a_avaliacao_formativa,linha_base_pre_programa,SIM,NA_APLICAVEL,NAO,0,clarissa,,SEM_CARGA_DO_PROGRAMA,LINHA_BASE_PRE_PROGRAMA,TRUE,FALSE,FALSE,FALSE,regra temporal pre-programa registrada no painel,,regra temporal preexistente do projeto,Primeira avaliação formativa anterior ao início do assessoramento.,REGRA_TEMPORAL_CONFIRMADA,2025_1a_avaliacao_formativa_linha_base
ESC_049__2025_1a_avaliacao_formativa,ESC_049,43109080,EMEF VER CARLOS PESSOA DE BRUM,2025,1a_avaliacao_formativa,1ª Avaliação Formativa,2025_1a_avaliacao_formativa,linha_base_pre_programa,SIM,NA_APLICAVEL,NAO,0,priscila,,SEM_CARGA_DO_PROGRAMA,LINHA_BASE_PRE_PROGRAMA,TRUE,FALSE,FALSE,FALSE,regra temporal pre-programa registrada no painel,,regra temporal preexistente do projeto,Primeira avaliação formativa anterior ao início do assessoramento.,REGRA_TEMPORAL_CONFIRMADA,2025_1a_avaliacao_formativa_linha_base
ESC_050__2025_1a_avaliacao_formativa,ESC_050,43109101,EMEF VER MARTIM ARANHA,2025,1a_avaliacao_formativa,1ª Avaliação Formativa,2025_1a_avaliacao_formativa,linha_base_pre_programa,SIM,NA_APLICAVEL,NAO,0,priscila,,SEM_CARGA_DO_PROGRAMA,LINHA_BASE_PRE_PROGRAMA,TRUE,FALSE,FALSE,FALSE,regra temporal pre-programa registrada no painel,,regra temporal preexistente do projeto,Primeira avaliação formativa anterior ao início do assessoramento.,REGRA_TEMPORAL_CONFIRMADA,2025_1a_avaliacao_formativa_linha_base
ESC_051__2025_1a_avaliacao_formativa,ESC_051,43175120,EMEF VILA MONTE CRISTO,2025,1a_avaliacao_formativa,1ª Avaliação Formativa,2025_1a_avaliacao_formativa,linha_base_pre_programa,SIM,NA_APLICAVEL,NAO,0,graziela,,SEM_CARGA_DO_PROGRAMA,LINHA_BASE_PRE_PROGRAMA,TRUE,FALSE,FALSE,FALSE,regra temporal pre-programa registrada no painel,,regra temporal preexistente do projeto,Primeira avaliação formativa anterior ao início do assessoramento.,REGRA_TEMPORAL_CONFIRMADA,2025_1a_avaliacao_formativa_linha_base
ESC_052__2025_1a_avaliacao_formativa,ESC_052,43173721,EMEF WENCESLAU FONTOURA,2025,1a_avaliacao_formativa,1ª Avaliação Formativa,2025_1a_avaliacao_formativa,linha_base_pre_programa,SIM,NA_APLICAVEL,NAO,0,eliane,,SEM_CARGA_DO_PROGRAMA,LINHA_BASE_PRE_PROGRAMA,TRUE,FALSE,FALSE,FALSE,regra temporal pre-programa registrada no painel,,regra temporal preexistente do projeto,Primeira avaliação formativa anterior ao início do assessoramento.,REGRA_TEMPORAL_CONFIRMADA,2025_1a_avaliacao_formativa_linha_base
ESC_053__2025_1a_avaliacao_formativa,ESC_053,43105246,EMEM EMILIO MEYER,2025,1a_avaliacao_formativa,1ª Avaliação Formativa,2025_1a_avaliacao_formativa,linha_base_pre_programa,SIM,NA_APLICAVEL,NAO,0,ruti,,SEM_CARGA_DO_PROGRAMA,LINHA_BASE_PRE_PROGRAMA,TRUE,FALSE,FALSE,FALSE,regra temporal pre-programa registrada no painel,,regra temporal preexistente do projeto,Primeira avaliação formativa anterior ao início do assessoramento.,REGRA_TEMPORAL_CONFIRMADA,2025_1a_avaliacao_formativa_linha_base
ESC_054__2025_1a_avaliacao_formativa,ESC_054,43106668,ESC EST ENS FUN PROFESSORA LEOPOLDA BARNEWITZ,2025,1a_avaliacao_formativa,1ª Avaliação Formativa,2025_1a_avaliacao_formativa,linha_base_pre_programa,SIM,NA_APLICAVEL,NAO,0,julia,,SEM_CARGA_DO_PROGRAMA,LINHA_BASE_PRE_PROGRAMA,TRUE,FALSE,FALSE,FALSE,regra temporal pre-programa registrada no painel,,regra temporal preexistente do projeto,Primeira avaliação formativa anterior ao início do assessoramento.,REGRA_TEMPORAL_CONFIRMADA,2025_1a_avaliacao_formativa_linha_base
ESC_055__2025_1a_avaliacao_formativa,ESC_055,43105300,ESCOLA DE ENSINO FUNDAMENTAL MADRE RAFFO,2025,1a_avaliacao_formativa,1ª Avaliação Formativa,2025_1a_avaliacao_formativa,linha_base_pre_programa,SIM,NA_APLICAVEL,NAO,0,outras,,SEM_CARGA_DO_PROGRAMA,LINHA_BASE_PRE_PROGRAMA,TRUE,FALSE,FALSE,FALSE,regra temporal pre-programa registrada no painel,,regra temporal preexistente do projeto,Primeira avaliação formativa anterior ao início do assessoramento.,REGRA_TEMPORAL_CONFIRMADA,2025_1a_avaliacao_formativa_linha_base
ESC_056__2025_1a_avaliacao_formativa,ESC_056,43189768,EEF ALDEIA LUMIAR,2025,1a_avaliacao_formativa,1ª Avaliação Formativa,2025_1a_avaliacao_formativa,linha_base_pre_programa,SIM,NA_APLICAVEL,NAO,0,,,SEM_CARGA_DO_PROGRAMA,LINHA_BASE_PRE_PROGRAMA,TRUE,FALSE,FALSE,FALSE,regra temporal pre-programa registrada no painel,,regra temporal preexistente do projeto,Primeira avaliação formativa anterior ao início do assessoramento.,REGRA_TEMPORAL_CONFIRMADA,2025_1a_avaliacao_formativa_linha_base
ESC_001__2026_1a_avaliacao_formativa,ESC_001,43105416,EEF PEQUENA CASA DA CRIANCA,2026,1a_avaliacao_formativa,1ª Avaliação Formativa,2026_1a_avaliacao_formativa,pos_inicio_programa,SIM,NAO,NAO,0,outras,,ZERO_OU_TENDENTE_A_ZERO,NAO_EXPOSTA_INELEGIVEL,TRUE,FALSE,FALSE,TRUE,declaracao formal,2026-07-24,Marian Dante - assessora UEF/SMED,,HOMOLOGADO,2026-07-24_v1
ESC_002__2026_1a_avaliacao_formativa,ESC_002,43105505,EMEB DR LIBERATO SALZANO VIEIRA DA CUNHA,2026,1a_avaliacao_formativa,1ª Avaliação Formativa,2026_1a_avaliacao_formativa,pos_inicio_programa,SIM,SIM,SIM,1,clarissa,clarissa,ATIVA,ASSESSORADA,TRUE,TRUE,TRUE,FALSE,declaracao formal,2026-07-24,Marian Dante - assessora UEF/SMED,,HOMOLOGADO,2026-07-24_v1
ESC_003__2026_1a_avaliacao_formativa,ESC_003,43105440,EMEF AFONSO GUERREIRO LIMA,2026,1a_avaliacao_formativa,1ª Avaliação Formativa,2026_1a_avaliacao_formativa,pos_inicio_programa,SIM,SIM,SIM,1,graziela,graziela,ATIVA,ASSESSORADA,TRUE,TRUE,TRUE,FALSE,declaracao formal,2026-07-24,Marian Dante - assessora UEF/SMED,,HOMOLOGADO,2026-07-24_v1
ESC_004__2026_1a_avaliacao_formativa,ESC_004,43105459,EMEF AMERICA,2026,1a_avaliacao_formativa,1ª Avaliação Formativa,2026_1a_avaliacao_formativa,pos_inicio_programa,SIM,SIM,SIM,1,nathalia,nathalia,ATIVA,ASSESSORADA,TRUE,TRUE,TRUE,FALSE,declaracao formal,2026-07-24,Marian Dante - assessora UEF/SMED,,HOMOLOGADO,2026-07-24_v1
ESC_005__2026_1a_avaliacao_formativa,ESC_005,43105467,EMEF ARAMY SILVA,2026,1a_avaliacao_formativa,1ª Avaliação Formativa,2026_1a_avaliacao_formativa,pos_inicio_programa,SIM,SIM,SIM,1,priscila,priscila,ATIVA,ASSESSORADA,TRUE,TRUE,TRUE,FALSE,declaracao formal,2026-07-24,Marian Dante - assessora UEF/SMED,,HOMOLOGADO,2026-07-24_v1
ESC_006__2026_1a_avaliacao_formativa,ESC_006,43173713,EMEF CAMPOS DO CRISTAL,2026,1a_avaliacao_formativa,1ª Avaliação Formativa,2026_1a_avaliacao_formativa,pos_inicio_programa,SIM,SIM,SIM,1,andreia,andreia,ATIVA,ASSESSORADA,TRUE,TRUE,TRUE,FALSE,declaracao formal,2026-07-24,Marian Dante - assessora UEF/SMED,,HOMOLOGADO,2026-07-24_v1
ESC_007__2026_1a_avaliacao_formativa,ESC_007,43187560,EMEF CHAPEU DO SOL,2026,1a_avaliacao_formativa,1ª Avaliação Formativa,2026_1a_avaliacao_formativa,pos_inicio_programa,SIM,SIM,SIM,1,ruti,ruti,ATIVA,ASSESSORADA,TRUE,TRUE,TRUE,FALSE,declaracao formal,2026-07-24,Marian Dante - assessora UEF/SMED,,HOMOLOGADO,2026-07-24_v1
ESC_008__2026_1a_avaliacao_formativa,ESC_008,43177581,EMEF CHICO MENDES,2026,1a_avaliacao_formativa,1ª Avaliação Formativa,2026_1a_avaliacao_formativa,pos_inicio_programa,SIM,SIM,SIM,1,eliane,eliane,ATIVA,ASSESSORADA,TRUE,TRUE,TRUE,FALSE,declaracao formal,2026-07-24,Marian Dante - assessora UEF/SMED,,HOMOLOGADO,2026-07-24_v1
ESC_009__2026_1a_avaliacao_formativa,ESC_009,43105475,EMEF DECIO MARTINS COSTA,2026,1a_avaliacao_formativa,1ª Avaliação Formativa,2026_1a_avaliacao_formativa,pos_inicio_programa,SIM,SIM,SIM,1,nathalia,nathalia,ATIVA,ASSESSORADA,TRUE,TRUE,TRUE,FALSE,declaracao formal,2026-07-24,Marian Dante - assessora UEF/SMED,,HOMOLOGADO,2026-07-24_v1
ESC_010__2026_1a_avaliacao_formativa,ESC_010,43109128,EMEF DEP MARCIRIO GOULART LOUREIRO,2026,1a_avaliacao_formativa,1ª Avaliação Formativa,2026_1a_avaliacao_formativa,pos_inicio_programa,SIM,SIM,SIM,1,marian,marian,ATIVA,ASSESSORADA,TRUE,TRUE,TRUE,FALSE,declaracao formal,2026-07-24,Marian Dante - assessora UEF/SMED,,HOMOLOGADO,2026-07-24_v1
ESC_011__2026_1a_avaliacao_formativa,ESC_011,43109225,EMEF DEP VICTOR ISSLER,2026,1a_avaliacao_formativa,1ª Avaliação Formativa,2026_1a_avaliacao_formativa,pos_inicio_programa,SIM,SIM,SIM,1,clarissa,clarissa,ATIVA,ASSESSORADA,TRUE,TRUE,TRUE,FALSE,declaracao formal,2026-07-24,Marian Dante - assessora UEF/SMED,,HOMOLOGADO,2026-07-24_v1
ESC_012__2026_1a_avaliacao_formativa,ESC_012,43105483,EMEF DOLORES ALCARAZ CALDAS,2026,1a_avaliacao_formativa,1ª Avaliação Formativa,2026_1a_avaliacao_formativa,pos_inicio_programa,SIM,SIM,SIM,1,jalize,jalize,ATIVA,ASSESSORADA,TRUE,TRUE,TRUE,FALSE,declaracao formal,2026-07-24,Marian Dante - assessora UEF/SMED,,HOMOLOGADO,2026-07-24_v1
ESC_013__2026_1a_avaliacao_formativa,ESC_013,43106331,EMEF ESPIRITO SANTO,2026,1a_avaliacao_formativa,1ª Avaliação Formativa,2026_1a_avaliacao_formativa,pos_inicio_programa,SIM,SIM,SIM,1,priscila,priscila,ATIVA,ASSESSORADA,TRUE,TRUE,TRUE,FALSE,declaracao formal,2026-07-24,Marian Dante - assessora UEF/SMED,Decreto de municipalização publicado no DOPA em 2026-02-23,HOMOLOGADO,2026-07-24_v1
ESC_014__2026_1a_avaliacao_formativa,ESC_014,43106382,EMEF EVARISTO GONCALVES NETTO,2026,1a_avaliacao_formativa,1ª Avaliação Formativa,2026_1a_avaliacao_formativa,pos_inicio_programa,SIM,SIM,SIM,1,jalize,jalize,ATIVA,ASSESSORADA,TRUE,TRUE,TRUE,FALSE,declaracao formal,2026-07-24,Marian Dante - assessora UEF/SMED,Decreto de municipalização publicado no DOPA em 2026-02-24,HOMOLOGADO,2026-07-24_v1
ESC_015__2026_1a_avaliacao_formativa,ESC_015,43109233,EMEF GABRIEL OBINO,2026,1a_avaliacao_formativa,1ª Avaliação Formativa,2026_1a_avaliacao_formativa,pos_inicio_programa,SIM,SIM,SIM,1,amanda,amanda,ATIVA,ASSESSORADA,TRUE,TRUE,TRUE,FALSE,declaracao formal,2026-07-24,Marian Dante - assessora UEF/SMED,,HOMOLOGADO,2026-07-24_v1
ESC_016__2026_1a_avaliacao_formativa,ESC_016,43107508,EMEF GOV ILDO MENEGHETTI,2026,1a_avaliacao_formativa,1ª Avaliação Formativa,2026_1a_avaliacao_formativa,pos_inicio_programa,SIM,SIM,SIM,1,clarissa,clarissa,ATIVA,ASSESSORADA,TRUE,TRUE,TRUE,FALSE,declaracao formal,2026-07-24,Marian Dante - assessora UEF/SMED,,HOMOLOGADO,2026-07-24_v1
ESC_017__2026_1a_avaliacao_formativa,ESC_017,43108571,EMEF GRANDE ORIENTE DO RGS,2026,1a_avaliacao_formativa,1ª Avaliação Formativa,2026_1a_avaliacao_formativa,pos_inicio_programa,SIM,SIM,SIM,1,andreia,andreia,ATIVA,ASSESSORADA,TRUE,TRUE,TRUE,FALSE,declaracao formal,2026-07-24,Marian Dante - assessora UEF/SMED,,HOMOLOGADO,2026-07-24_v1
ESC_018__2026_1a_avaliacao_formativa,ESC_018,43105548,EMEF HEITOR VILLA LOBOS,2026,1a_avaliacao_formativa,1ª Avaliação Formativa,2026_1a_avaliacao_formativa,pos_inicio_programa,SIM,SIM,SIM,1,jalize,jalize,ATIVA,ASSESSORADA,TRUE,TRUE,TRUE,FALSE,declaracao formal,2026-07-24,Marian Dante - assessora UEF/SMED,,HOMOLOGADO,2026-07-24_v1
ESC_019__2026_1a_avaliacao_formativa,ESC_019,43172474,EMEF JEAN PIAGET,2026,1a_avaliacao_formativa,1ª Avaliação Formativa,2026_1a_avaliacao_formativa,pos_inicio_programa,SIM,SIM,SIM,1,clarissa,clarissa,ATIVA,ASSESSORADA,TRUE,TRUE,TRUE,FALSE,declaracao formal,2026-07-24,Marian Dante - assessora UEF/SMED,,HOMOLOGADO,2026-07-24_v1
ESC_020__2026_1a_avaliacao_formativa,ESC_020,43109217,EMEF JOAO ANTONIO SATTE,2026,1a_avaliacao_formativa,1ª Avaliação Formativa,2026_1a_avaliacao_formativa,pos_inicio_programa,SIM,SIM,SIM,1,eliane,eliane,ATIVA,ASSESSORADA,TRUE,TRUE,TRUE,FALSE,declaracao formal,2026-07-24,Marian Dante - assessora UEF/SMED,,HOMOLOGADO,2026-07-24_v1
ESC_021__2026_1a_avaliacao_formativa,ESC_021,43219543,EMEF JOAO CARLOS DAVILA PAIXAO CORTES - LACADOR,2026,1a_avaliacao_formativa,1ª Avaliação Formativa,2026_1a_avaliacao_formativa,pos_inicio_programa,SIM,SIM,SIM,1,julia,julia,ATIVA,ASSESSORADA,TRUE,TRUE,TRUE,FALSE,declaracao formal,2026-07-24,Marian Dante - assessora UEF/SMED,,HOMOLOGADO,2026-07-24_v1
ESC_022__2026_1a_avaliacao_formativa,ESC_022,43105491,EMEF JOSE LOUREIRO DA SILVA,2026,1a_avaliacao_formativa,1ª Avaliação Formativa,2026_1a_avaliacao_formativa,pos_inicio_programa,SIM,SIM,SIM,1,jalize,jalize,ATIVA,ASSESSORADA,TRUE,TRUE,TRUE,FALSE,declaracao formal,2026-07-24,Marian Dante - assessora UEF/SMED,,HOMOLOGADO,2026-07-24_v1
ESC_023__2026_1a_avaliacao_formativa,ESC_023,43169490,EMEF JOSE MARIANO BECK,2026,1a_avaliacao_formativa,1ª Avaliação Formativa,2026_1a_avaliacao_formativa,pos_inicio_programa,SIM,SIM,SIM,1,nathalia,nathalia,ATIVA,ASSESSORADA,TRUE,TRUE,TRUE,FALSE,declaracao formal,2026-07-24,Marian Dante - assessora UEF/SMED,,HOMOLOGADO,2026-07-24_v1
ESC_024__2026_1a_avaliacao_formativa,ESC_024,43109209,EMEF LAURO RODRIGUES,2026,1a_avaliacao_formativa,1ª Avaliação Formativa,2026_1a_avaliacao_formativa,pos_inicio_programa,SIM,SIM,SIM,1,clarissa,clarissa,ATIVA,ASSESSORADA,TRUE,TRUE,TRUE,FALSE,declaracao formal,2026-07-24,Marian Dante - assessora UEF/SMED,,HOMOLOGADO,2026-07-24_v1
ESC_025__2026_1a_avaliacao_formativa,ESC_025,43109063,EMEF LEOCADIA FELIZARDO PRESTES,2026,1a_avaliacao_formativa,1ª Avaliação Formativa,2026_1a_avaliacao_formativa,pos_inicio_programa,SIM,SIM,SIM,1,graziela,graziela,ATIVA,ASSESSORADA,TRUE,TRUE,TRUE,FALSE,declaracao formal,2026-07-24,Marian Dante - assessora UEF/SMED,,HOMOLOGADO,2026-07-24_v1
ESC_026__2026_1a_avaliacao_formativa,ESC_026,43109144,EMEF LIDOVINO FANTON,2026,1a_avaliacao_formativa,1ª Avaliação Formativa,2026_1a_avaliacao_formativa,pos_inicio_programa,SIM,SIM,SIM,1,julia,julia,ATIVA,ASSESSORADA,TRUE,TRUE,TRUE,FALSE,declaracao formal,2026-07-24,Marian Dante - assessora UEF/SMED,,HOMOLOGADO,2026-07-24_v1
ESC_027__2026_1a_avaliacao_formativa,ESC_027,43183018,EMEF MARIO QUINTANA,2026,1a_avaliacao_formativa,1ª Avaliação Formativa,2026_1a_avaliacao_formativa,pos_inicio_programa,SIM,SIM,SIM,1,ruti,ruti,ATIVA,ASSESSORADA,TRUE,TRUE,TRUE,FALSE,declaracao formal,2026-07-24,Marian Dante - assessora UEF/SMED,,HOMOLOGADO,2026-07-24_v1
ESC_028__2026_1a_avaliacao_formativa,ESC_028,43177018,EMEF MIGRANTES,2026,1a_avaliacao_formativa,1ª Avaliação Formativa,2026_1a_avaliacao_formativa,pos_inicio_programa,SIM,SIM,SIM,1,nathalia,nathalia,ATIVA,ASSESSORADA,TRUE,TRUE,TRUE,FALSE,declaracao formal,2026-07-24,Marian Dante - assessora UEF/SMED,,HOMOLOGADO,2026-07-24_v1
ESC_029__2026_1a_avaliacao_formativa,ESC_029,43293069,EMEF MORADAS DA HIPICA,2026,1a_avaliacao_formativa,1ª Avaliação Formativa,2026_1a_avaliacao_formativa,pos_inicio_programa,SIM,SIM,SIM,1,amanda,amanda,ATIVA,ASSESSORADA,TRUE,TRUE,TRUE,FALSE,declaracao formal,2026-07-24,Marian Dante - assessora UEF/SMED,,HOMOLOGADO,2026-07-24_v1
ESC_030__2026_1a_avaliacao_formativa,ESC_030,43177034,EMEF MORRO DA CRUZ,2026,1a_avaliacao_formativa,1ª Avaliação Formativa,2026_1a_avaliacao_formativa,pos_inicio_programa,SIM,SIM,SIM,1,andreia,andreia,ATIVA,ASSESSORADA,TRUE,TRUE,TRUE,FALSE,declaracao formal,2026-07-24,Marian Dante - assessora UEF/SMED,,HOMOLOGADO,2026-07-24_v1
ESC_031__2026_1a_avaliacao_formativa,ESC_031,43177042,EMEF NEUSA GOULART BRIZOLA,2026,1a_avaliacao_formativa,1ª Avaliação Formativa,2026_1a_avaliacao_formativa,pos_inicio_programa,SIM,SIM,SIM,1,julia,julia,ATIVA,ASSESSORADA,TRUE,TRUE,TRUE,FALSE,declaracao formal,2026-07-24,Marian Dante - assessora UEF/SMED,,HOMOLOGADO,2026-07-24_v1
ESC_032__2026_1a_avaliacao_formativa,ESC_032,43105513,EMEF NOSSA SENHORA DE FATIMA,2026,1a_avaliacao_formativa,1ª Avaliação Formativa,2026_1a_avaliacao_formativa,pos_inicio_programa,SIM,SIM,SIM,1,amanda,amanda,ATIVA,ASSESSORADA,TRUE,TRUE,TRUE,FALSE,declaracao formal,2026-07-24,Marian Dante - assessora UEF/SMED,,HOMOLOGADO,2026-07-24_v1
ESC_033__2026_1a_avaliacao_formativa,ESC_033,43204643,EMEF NOSSA SENHORA DO CARMO,2026,1a_avaliacao_formativa,1ª Avaliação Formativa,2026_1a_avaliacao_formativa,pos_inicio_programa,SIM,SIM,SIM,1,amanda,amanda,ATIVA,ASSESSORADA,TRUE,TRUE,TRUE,FALSE,declaracao formal,2026-07-24,Marian Dante - assessora UEF/SMED,,HOMOLOGADO,2026-07-24_v1
ESC_034__2026_1a_avaliacao_formativa,ESC_034,43105521,EMEF PEPITA DE LEAO,2026,1a_avaliacao_formativa,1ª Avaliação Formativa,2026_1a_avaliacao_formativa,pos_inicio_programa,SIM,SIM,SIM,1,nathalia,nathalia,ATIVA,ASSESSORADA,TRUE,TRUE,TRUE,FALSE,declaracao formal,2026-07-24,Marian Dante - assessora UEF/SMED,,HOMOLOGADO,2026-07-24_v1
ESC_035__2026_1a_avaliacao_formativa,ESC_035,43048200,EMEF PORTO NOVO,2026,1a_avaliacao_formativa,1ª Avaliação Formativa,2026_1a_avaliacao_formativa,pos_inicio_programa,SIM,SIM,SIM,1,marian,marian,ATIVA,ASSESSORADA,TRUE,TRUE,TRUE,FALSE,declaracao formal,2026-07-24,Marian Dante - assessora UEF/SMED,,HOMOLOGADO,2026-07-24_v1
ESC_036__2026_1a_avaliacao_formativa,ESC_036,43108563,EMEF PRES JOAO BELCHIOR MARQUES GOULART,2026,1a_avaliacao_formativa,1ª Avaliação Formativa,2026_1a_avaliacao_formativa,pos_inicio_programa,SIM,SIM,SIM,1,marian,marian,ATIVA,ASSESSORADA,TRUE,TRUE,TRUE,FALSE,declaracao formal,2026-07-24,Marian Dante - assessora UEF/SMED,,HOMOLOGADO,2026-07-24_v1
ESC_037__2026_1a_avaliacao_formativa,ESC_037,43105530,EMEF PRESIDENTE VARGAS,2026,1a_avaliacao_formativa,1ª Avaliação Formativa,2026_1a_avaliacao_formativa,pos_inicio_programa,SIM,SIM,SIM,1,eliane,eliane,ATIVA,ASSESSORADA,TRUE,TRUE,TRUE,FALSE,declaracao formal,2026-07-24,Marian Dante - assessora UEF/SMED,,HOMOLOGADO,2026-07-24_v1
ESC_038__2026_1a_avaliacao_formativa,ESC_038,43109195,EMEF PROF ANA IRIS DO AMARAL,2026,1a_avaliacao_formativa,1ª Avaliação Formativa,2026_1a_avaliacao_formativa,pos_inicio_programa,SIM,SIM,SIM,1,eliane,eliane,ATIVA,ASSESSORADA,TRUE,TRUE,TRUE,FALSE,declaracao formal,2026-07-24,Marian Dante - assessora UEF/SMED,,HOMOLOGADO,2026-07-24_v1
ESC_039__2026_1a_avaliacao_formativa,ESC_039,43172490,EMEF PROF ANISIO TEIXEIRA,2026,1a_avaliacao_formativa,1ª Avaliação Formativa,2026_1a_avaliacao_formativa,pos_inicio_programa,SIM,SIM,SIM,1,andreia,andreia,ATIVA,ASSESSORADA,TRUE,TRUE,TRUE,FALSE,declaracao formal,2026-07-24,Marian Dante - assessora UEF/SMED,,HOMOLOGADO,2026-07-24_v1
ESC_040__2026_1a_avaliacao_formativa,ESC_040,43109071,EMEF PROF GILBERTO JORGE GONCALVES DA SILVA,2026,1a_avaliacao_formativa,1ª Avaliação Formativa,2026_1a_avaliacao_formativa,pos_inicio_programa,SIM,SIM,SIM,1,ruti,ruti,ATIVA,ASSESSORADA,TRUE,TRUE,TRUE,FALSE,declaracao formal,2026-07-24,Marian Dante - assessora UEF/SMED,,HOMOLOGADO,2026-07-24_v1
ESC_041__2026_1a_avaliacao_formativa,ESC_041,43109055,EMEF PROF JUDITH MACEDO DE ARAUJO,2026,1a_avaliacao_formativa,1ª Avaliação Formativa,2026_1a_avaliacao_formativa,pos_inicio_programa,SIM,SIM,SIM,1,graziela,graziela,ATIVA,ASSESSORADA,TRUE,TRUE,TRUE,FALSE,declaracao formal,2026-07-24,Marian Dante - assessora UEF/SMED,,HOMOLOGADO,2026-07-24_v1
ESC_042__2026_1a_avaliacao_formativa,ESC_042,43109098,EMEF PROF LARRY JOSE RIBEIRO ALVES,2026,1a_avaliacao_formativa,1ª Avaliação Formativa,2026_1a_avaliacao_formativa,pos_inicio_programa,SIM,SIM,SIM,1,amanda,amanda,ATIVA,ASSESSORADA,TRUE,TRUE,TRUE,FALSE,declaracao formal,2026-07-24,Marian Dante - assessora UEF/SMED,,HOMOLOGADO,2026-07-24_v1
ESC_043__2026_1a_avaliacao_formativa,ESC_043,43293050,EMEF RINCAO,2026,1a_avaliacao_formativa,1ª Avaliação Formativa,2026_1a_avaliacao_formativa,pos_inicio_programa,SIM,SIM,SIM,1,jalize,jalize,ATIVA,ASSESSORADA,TRUE,TRUE,TRUE,FALSE,declaracao formal,2026-07-24,Marian Dante - assessora UEF/SMED,,HOMOLOGADO,2026-07-24_v1
ESC_044__2026_1a_avaliacao_formativa,ESC_044,43167179,EMEF SAINT HILAIRE,2026,1a_avaliacao_formativa,1ª Avaliação Formativa,2026_1a_avaliacao_formativa,pos_inicio_programa,SIM,SIM,SIM,1,andreia,andreia,ATIVA,ASSESSORADA,TRUE,TRUE,TRUE,FALSE,declaracao formal,2026-07-24,Marian Dante - assessora UEF/SMED,,HOMOLOGADO,2026-07-24_v1
ESC_045__2026_1a_avaliacao_formativa,ESC_045,43167535,EMEF SAO PEDRO,2026,1a_avaliacao_formativa,1ª Avaliação Formativa,2026_1a_avaliacao_formativa,pos_inicio_programa,SIM,SIM,SIM,1,marian,marian,ATIVA,ASSESSORADA,TRUE,TRUE,TRUE,FALSE,declaracao formal,2026-07-24,Marian Dante - assessora UEF/SMED,,HOMOLOGADO,2026-07-24_v1
ESC_046__2026_1a_avaliacao_formativa,ESC_046,43107842,EMEF SEN ALBERTO PASQUALINI,2026,1a_avaliacao_formativa,1ª Avaliação Formativa,2026_1a_avaliacao_formativa,pos_inicio_programa,SIM,SIM,SIM,1,julia,julia,ATIVA,ASSESSORADA,TRUE,TRUE,TRUE,FALSE,declaracao formal,2026-07-24,Marian Dante - assessora UEF/SMED,,HOMOLOGADO,2026-07-24_v1
ESC_047__2026_1a_avaliacao_formativa,ESC_047,43189253,EMEF TIMBAUVA,2026,1a_avaliacao_formativa,1ª Avaliação Formativa,2026_1a_avaliacao_formativa,pos_inicio_programa,SIM,SIM,SIM,1,nathalia,nathalia,ATIVA,ASSESSORADA,TRUE,TRUE,TRUE,FALSE,declaracao formal,2026-07-24,Marian Dante - assessora UEF/SMED,,HOMOLOGADO,2026-07-24_v1
ESC_048__2026_1a_avaliacao_formativa,ESC_048,43172482,EMEF VER ANTONIO GIUDICE,2026,1a_avaliacao_formativa,1ª Avaliação Formativa,2026_1a_avaliacao_formativa,pos_inicio_programa,SIM,SIM,SIM,1,clarissa,clarissa,ATIVA,ASSESSORADA,TRUE,TRUE,TRUE,FALSE,declaracao formal,2026-07-24,Marian Dante - assessora UEF/SMED,,HOMOLOGADO,2026-07-24_v1
