id_escola,codigo_inep,nome_canonico,assessora_gerencial,indice_equilibrado,faixa_equilibrado,indice_operacional,faixa_operacional,diferenca_operacional_equilibrado,indice_desafio_educacional,faixa_desafio_educacional,diferenca_desafio_equilibrado,indice_transicao_administrativa,faixa_transicao_administrativa,diferenca_transicao_equilibrado,numero_cenarios_com_mudanca_faixa,sensibilidade_faixa
ESC_002,43105505,EMEB DR LIBERATO SALZANO VIEIRA DA CUNHA,clarissa,39.825547138047135,Faixa 3 — intermediária superior,47.769023569023574,Faixa 3 — intermediária superior,7.943476430976439,44.50016835016835,Faixa 3 — intermediária superior,4.674621212121217,34.60635521885522,Faixa 3 — intermediária superior,-5.219191919191914,0,Estável nos cenários
ESC_009,43105475,EMEF DECIO MARTINS COSTA,nathalia,39.634469696969695,Faixa 3 — intermediária superior,48.49983164983165,Faixa 3 — intermediária superior,8.865361952861953,43.01616161616162,Faixa 3 — intermediária superior,3.3816919191919226,34.083880471380475,Faixa 3 — intermediária superior,-5.550589225589221,0,Estável nos cenários
ESC_053,43105246,EMEM EMILIO MEYER,ruti,36.23800505050505,Faixa 2 — intermediária inferior,41.1712962962963,Faixa 2 — intermediária inferior,4.933291245791246,41.1209595959596,Faixa 2 — intermediária inferior,4.882954545454545,31.4381734006734,Faixa 2 — intermediária inferior,-4.799831649831653,0,Estável nos cenários
ESC_047,43189253,EMEF TIMBAUVA,nathalia,36.027567340067336,Faixa 2 — intermediária inferior,40.40824915824916,Faixa 2 — intermediária inferior,4.380681818181827,39.46700336700337,Faixa 2 — intermediária inferior,3.4394360269360362,30.65942760942761,Faixa 2 — intermediária inferior,-5.368139730639726,0,Estável nos cenários
ESC_043,43293050,EMEF RINCAO,jalize,35.95896464646465,Faixa 2 — intermediária inferior,37.88249158249159,Faixa 2 — intermediária inferior,1.9235269360269385,41.0402356902357,Faixa 2 — intermediária inferior,5.081271043771046,30.91308922558923,Faixa 2 — intermediária inferior,-5.045875420875422,0,Estável nos cenários
ESC_041,43109055,EMEF PROF JUDITH MACEDO DE ARAUJO,graziela,35.919612794612796,Faixa 2 — intermediária inferior,39.483922558922565,Faixa 2 — intermediária inferior,3.564309764309769,42.1253367003367,Faixa 2 — intermediária inferior,6.205723905723907,31.508375420875424,Faixa 2 — intermediária inferior,-4.411237373737372,0,Estável nos cenários
ESC_025,43109063,EMEF LEOCADIA FELIZARDO PRESTES,graziela,33.443813131313135,Faixa 2 — intermediária inferior,35.34183501683502,Faixa 2 — intermediária inferior,1.898021885521885,41.56220538720539,Faixa 2 — intermediária inferior,8.118392255892253,30.03670033670034,Faixa 2 — intermediária inferior,-3.4071127946127966,0,Estável nos cenários
ESC_024,43109209,EMEF LAURO RODRIGUES,clarissa,30.073021885521886,Faixa 1 — menor carga potencial relativa,34.573905723905725,Faixa 1 — menor carga potencial relativa,4.500883838383839,32.71548821548822,Faixa 1 — menor carga potencial relativa,2.642466329966336,25.611952861952865,Faixa 1 — menor carga potencial relativa,-4.461069023569021,0,Estável nos cenários
ESC_035,43048200,EMEF PORTO NOVO,marian,29.3141835016835,Faixa 1 — menor carga potencial relativa,30.54368686868687,Faixa 1 — menor carga potencial relativa,1.2295033670033675,34.84116161616162,Faixa 1 — menor carga potencial relativa,5.526978114478119,25.677651515151517,Faixa 1 — menor carga potencial relativa,-3.6365319865319847,0,Estável nos cenários
ESC_040,43109071,EMEF PROF GILBERTO JORGE GONCALVES DA SILVA,ruti,28.488005050505052,Faixa 1 — menor carga potencial relativa,28.307491582491583,Faixa 1 — menor carga potencial relativa,-0.18051346801346924,34.11237373737374,Faixa 1 — menor carga potencial relativa,5.624368686868685,24.876978114478113,Faixa 1 — menor carga potencial relativa,-3.6110269360269385,0,Estável nos cenários
ESC_004,43105459,EMEF AMERICA,nathalia,27.204966329966332,Faixa 1 — menor carga potencial relativa,29.00917508417509,Faixa 1 — menor carga potencial relativa,1.8042087542087586,32.20782828282829,Faixa 1 — menor carga potencial relativa,5.002861952861956,23.865572390572396,Faixa 1 — menor carga potencial relativa,-3.3393939393939363,0,Estável nos cenários
ESC_006,43173713,EMEF CAMPOS DO CRISTAL,andreia,26.344276094276097,Faixa 1 — menor carga potencial relativa,29.792003367003367,Faixa 1 — menor carga potencial relativa,3.4477272727272705,27.398400673400676,Faixa 1 — menor carga potencial relativa,1.0541245791245792,21.901683501683504,Faixa 1 — menor carga potencial relativa,-4.442592592592593,0,Estável nos cenários
ESC_038,43109195,EMEF PROF ANA IRIS DO AMARAL,eliane,25.658459595959595,Faixa 1 — menor carga potencial relativa,28.099579124579126,Faixa 1 — menor carga potencial relativa,2.441119528619531,26.677861952861953,Faixa 1 — menor carga potencial relativa,1.0194023569023578,21.2141835016835,Faixa 1 — menor carga potencial relativa,-4.444276094276095,0,Estável nos cenários
ESC_031,43177042,EMEF NEUSA GOULART BRIZOLA,julia,25.372474747474747,Faixa 1 — menor carga potencial relativa,26.511447811447812,Faixa 1 — menor carga potencial relativa,1.138973063973065,29.861952861952865,Faixa 1 — menor carga potencial relativa,4.489478114478118,22.123905723905725,Faixa 1 — menor carga potencial relativa,-3.248569023569022,0,Estável nos cenários
ESC_028,43177018,EMEF MIGRANTES,nathalia,22.656986531986533,Faixa 1 — menor carga potencial relativa,21.697895622895622,Faixa 1 — menor carga potencial relativa,-0.9590909090909108,29.526178451178453,Faixa 1 — menor carga potencial relativa,6.86919191919192,20.58164983164983,Faixa 1 — menor carga potencial relativa,-2.0753367003367025,0,Estável nos cenários
