id_escola,codigo_inep,nome_canonico,assessora,ano_escolar,componente,presente_2025,presente_2026,painel_balanceado,painel_resultado_balanceado,previstos_2025,previstos_2026,variacao_relativa_previstos,avaliados_2025,avaliados_2026,taxa_participacao_2025,taxa_participacao_2026,delta_participacao,proficiencia_media_2025,proficiencia_media_2026,delta_proficiencia,observacao_composicao
ESC_051,,EMEF VILA MONTE CRISTO,graziela,3,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,92,91,-1.0869565217391304,72,83,78.26086956521739,91.2087912087912,12.94792164357382,63,46.12048192771084,-16.87951807228916,Aumento de participação igual ou superior a 10 p.p.
ESC_017,,EMEF GRANDE ORIENTE DO RGS,andreia,3,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,106,106,0,71,84,66.98113207547169,79.24528301886792,12.264150943396231,34.971830985915496,43.095238095238095,8.1234071093226,Aumento de participação igual ou superior a 10 p.p.
ESC_019,,EMEF JEAN PIAGET,clarissa,3,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,77,79,2.5974025974025974,54,65,70.12987012987013,82.27848101265823,12.148610882788104,62.22222222222222,51.92307692307692,-10.299145299145302,Aumento de participação igual ou superior a 10 p.p.
ESC_044,,EMEF SAINT HILAIRE,andreia,3,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,113,94,-16.8141592920354,85,82,75.22123893805309,87.23404255319149,12.012803615138395,44.31764705882353,44.0609756097561,-0.2566714490674329,Aumento de participação igual ou superior a 10 p.p.
ESC_016,,EMEF GOV ILDO MENEGHETTI,clarissa,3,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,128,124,-3.125,90,102,70.3125,82.25806451612904,11.94556451612904,44.98888888888889,47.01960784313726,2.0307189542483712,Aumento de participação igual ou superior a 10 p.p.
ESC_037,,EMEF PRESIDENTE VARGAS,eliane,3,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,51,50,-1.9607843137254901,35,40,68.62745098039215,80,11.372549019607844,55.34285714285714,50.8,-4.5428571428571445,Aumento de participação igual ou superior a 10 p.p.
ESC_049,,EMEF VER CARLOS PESSOA DE BRUM,priscila,3,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,127,153,20.47244094488189,86,121,67.71653543307086,79.08496732026144,11.368431887190582,34.36046511627907,29.73553719008265,-4.624927926196428,Mudança relevante no público previsto e aumento de participação
ESC_055,,ESCOLA DE ENSINO FUNDAMENTAL MADRE RAFFO,outras,3,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,9,4,-55.55555555555556,8,4,88.88888888888889,100,11.111111111111114,80,77,-3,Mudança relevante no público previsto e aumento de participação
ESC_022,,EMEF JOSE LOUREIRO DA SILVA,jalize,3,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,103,103,0,65,76,63.10679611650485,73.7864077669903,10.67961165048544,61.61538461538461,36.26315789473684,-25.35222672064777,Aumento de participação igual ou superior a 10 p.p.
ESC_045,,EMEF SAO PEDRO,marian,3,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,112,109,-2.6785714285714284,99,85,88.39285714285714,77.98165137614679,-10.411205766710353,67.17171717171718,55.61176470588235,-11.559952465834826,Queda de participação igual ou superior a 10 p.p.
ESC_039,,EMEF PROF ANISIO TEIXEIRA,andreia,3,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,101,72,-28.712871287128714,80,64,79.20792079207921,88.88888888888889,9.68096809680968,77.15,55.03125,-22.11875000000001,Mudança relevante no número de estudantes previstos
ESC_021,,EMEF JOAO CARLOS DAVILA PAIXAO CORTES - LACADOR,julia,3,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,23,24,4.3478260869565215,19,22,82.6086956521739,91.66666666666669,9.057971014492765,86,77,-9,Baixo número de avaliados em pelo menos um ano
ESC_033,,EMEF NOSSA SENHORA DO CARMO,amanda,3,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,105,83,-20.952380952380953,88,70,83.80952380952381,84.33734939759036,0.5278255880665483,61.32954545454545,47.94285714285714,-13.38668831168831,Mudança relevante no número de estudantes previstos
ESC_029,,EMEF MORADAS DA HIPICA,amanda,3,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,79,104,31.645569620253166,69,91,87.34177215189874,87.5,0.15822784810126225,68.5072463768116,74.42857142857143,5.921325051759837,Mudança relevante no número de estudantes previstos
ESC_056,,EEF ALDEIA LUMIAR,,3,Língua Portuguesa,TRUE,FALSE,FALSE,FALSE,23,,,17,,73.91304347826087,,,77.23529411764706,,,Escola-série ausente em um dos anos
ESC_013,,EMEF ESPIRITO SANTO,priscila,3,Língua Portuguesa,FALSE,TRUE,FALSE,FALSE,,24,,,23,,95.83333333333331,,,20,,Escola-série ausente em um dos anos
ESC_014,,EMEF EVARISTO GONCALVES NETTO,jalize,3,Língua Portuguesa,FALSE,TRUE,FALSE,FALSE,,25,,,17,,68,,,18,,Escola-série ausente em um dos anos
ESC_047,,EMEF TIMBAUVA,nathalia,4,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,68,68,0,51,67,75,98.52941176470588,23.529411764705884,54.25490196078432,52.47761194029851,-1.7772900204858075,Aumento de participação igual ou superior a 10 p.p.
ESC_023,,EMEF JOSE MARIANO BECK,nathalia,4,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,63,68,7.936507936507937,43,62,68.25396825396825,91.17647058823528,22.922502334267037,48.46511627906977,28.580645161290324,-19.884471117779444,Aumento de participação igual ou superior a 10 p.p.
ESC_037,,EMEF PRESIDENTE VARGAS,eliane,4,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,50,47,-6,35,43,70,91.48936170212764,21.489361702127653,71.74285714285715,51.674418604651166,-20.06843853820598,Aumento de participação igual ou superior a 10 p.p.
ESC_054,,ESC EST ENS FUN PROFESSORA LEOPOLDA BARNEWITZ,julia,4,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,22,25,13.636363636363637,18,25,81.81818181818181,100,18.181818181818187,73,83,10,Aumento de participação igual ou superior a 10 p.p.
ESC_021,,EMEF JOAO CARLOS DAVILA PAIXAO CORTES - LACADOR,julia,4,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,23,24,4.3478260869565215,19,24,82.6086956521739,100,17.391304347826093,75,78,3,Aumento de participação igual ou superior a 10 p.p.
ESC_040,,EMEF PROF GILBERTO JORGE GONCALVES DA SILVA,ruti,4,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,23,21,-8.695652173913043,19,21,82.6086956521739,100,17.391304347826093,81,68,-13,Aumento de participação igual ou superior a 10 p.p.
ESC_051,,EMEF VILA MONTE CRISTO,graziela,4,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,97,95,-2.0618556701030926,68,83,70.10309278350516,87.36842105263158,17.265328269126414,69.1470588235294,73.39759036144578,4.250531537916373,Aumento de participação igual ou superior a 10 p.p.
ESC_007,,EMEF CHAPEU DO SOL,ruti,4,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,109,112,2.7522935779816513,82,103,75.22935779816514,91.96428571428572,16.73492791612057,53.76829268292683,44.36893203883495,-9.399360644091878,Aumento de participação igual ou superior a 10 p.p.
ESC_010,,EMEF DEP MARCIRIO GOULART LOUREIRO,marian,4,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,112,108,-3.5714285714285716,80,95,71.42857142857143,87.96296296296296,16.53439153439153,44.7625,51.473684210526315,6.711184210526312,Aumento de participação igual ou superior a 10 p.p.
ESC_039,,EMEF PROF ANISIO TEIXEIRA,andreia,4,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,82,97,18.29268292682927,60,86,73.17073170731707,88.65979381443299,15.489062107115911,82.2,72.06976744186046,-10.13023255813954,Aumento de participação igual ou superior a 10 p.p.
ESC_008,,EMEF CHICO MENDES,eliane,4,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,128,102,-20.3125,97,93,75.78125,91.17647058823528,15.39522058823529,45.845360824742265,42.58064516129032,-3.2647156634519447,Mudança relevante no público previsto e aumento de participação
ESC_050,,EMEF VER MARTIM ARANHA,priscila,4,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,75,72,-4,57,65,76,90.27777777777776,14.277777777777771,46,49.738461538461536,3.738461538461536,Aumento de participação igual ou superior a 10 p.p.
ESC_017,,EMEF GRANDE ORIENTE DO RGS,andreia,4,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,108,102,-5.555555555555555,75,85,69.44444444444444,83.33333333333333,13.888888888888886,52.053333333333335,36.247058823529414,-15.80627450980392,Aumento de participação igual ou superior a 10 p.p.
ESC_019,,EMEF JEAN PIAGET,clarissa,4,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,97,70,-27.835051546391753,73,62,75.25773195876289,88.57142857142857,13.31369661266568,67.68493150684931,72.56451612903226,4.879584622182946,Mudança relevante no público previsto e aumento de participação
ESC_025,,EMEF LEOCADIA FELIZARDO PRESTES,graziela,4,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,53,53,0,38,45,71.69811320754717,84.90566037735849,13.20754716981132,67,65.02222222222223,-1.9777777777777743,Aumento de participação igual ou superior a 10 p.p.
ESC_005,,EMEF ARAMY SILVA,priscila,4,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,95,62,-34.73684210526316,78,59,82.10526315789474,95.16129032258064,13.0560271646859,70.14102564102564,58.186440677966104,-11.954584963059531,Mudança relevante no público previsto e aumento de participação
ESC_028,,EMEF MIGRANTES,nathalia,4,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,7,19,171.42857142857142,5,16,71.42857142857143,84.21052631578948,12.781954887218047,82,51,-31,Mudança relevante no público previsto e aumento de participação
ESC_052,,EMEF WENCESLAU FONTOURA,eliane,4,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,84,107,27.38095238095238,67,98,79.76190476190476,91.58878504672896,11.826880284824211,55.55223880597015,36.08163265306123,-19.47060615290892,Mudança relevante no público previsto e aumento de participação
ESC_038,,EMEF PROF ANA IRIS DO AMARAL,eliane,4,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,43,46,6.976744186046512,37,45,86.04651162790698,97.82608695652172,11.779575328614754,85.1891891891892,69.15555555555555,-16.03363363363364,Aumento de participação igual ou superior a 10 p.p.
ESC_012,,EMEF DOLORES ALCARAZ CALDAS,jalize,4,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,136,152,11.764705882352942,110,140,80.88235294117646,92.10526315789474,11.222910216718276,66.6,52.035714285714285,-14.56428571428571,Aumento de participação igual ou superior a 10 p.p.
ESC_018,,EMEF HEITOR VILLA LOBOS,jalize,4,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,112,103,-8.035714285714286,93,97,83.03571428571429,94.1747572815534,11.139042995839104,57.806451612903224,46.83505154639175,-10.971400066511473,Aumento de participação igual ou superior a 10 p.p.
ESC_055,,ESCOLA DE ENSINO FUNDAMENTAL MADRE RAFFO,outras,4,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,5,9,80,5,8,100,88.88888888888889,-11.111111111111114,100,91,-9,Mudança relevante no público previsto e queda de participação
ESC_035,,EMEF PORTO NOVO,marian,4,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,46,45,-2.1739130434782608,38,42,82.6086956521739,93.33333333333331,10.724637681159422,45.421052631578945,52.5,7.078947368421055,Aumento de participação igual ou superior a 10 p.p.
ESC_041,,EMEF PROF JUDITH MACEDO DE ARAUJO,graziela,4,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,83,76,-8.433734939759036,71,73,85.5421686746988,96.05263157894736,10.51046290424857,56.74647887323944,60.2054794520548,3.459000578815356,Aumento de participação igual ou superior a 10 p.p.
ESC_048,,EMEF VER ANTONIO GIUDICE,clarissa,4,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,99,77,-22.22222222222222,81,71,81.81818181818181,92.2077922077922,10.389610389610397,59.851851851851855,68.8169014084507,8.96504955659885,Mudança relevante no público previsto e aumento de participação
ESC_036,,EMEF PRES JOAO BELCHIOR MARQUES GOULART,marian,4,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,67,53,-20.895522388059703,55,48,82.08955223880596,90.56603773584904,8.476485497043086,77.98181818181818,62.166666666666664,-15.81515151515152,Mudança relevante no número de estudantes previstos
ESC_034,,EMEF PEPITA DE LEAO,nathalia,4,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,49,63,28.571428571428573,39,55,79.59183673469387,87.3015873015873,7.709750566893433,71.05128205128206,49.83636363636363,-21.214918414918422,Mudança relevante no número de estudantes previstos
ESC_015,,EMEF GABRIEL OBINO,amanda,4,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,41,58,41.46341463414634,32,49,78.04878048780488,84.48275862068965,6.433978132884775,39.25,49.81632653061224,10.566326530612244,Mudança relevante no número de estudantes previstos
ESC_001,,EEF PEQUENA CASA DA CRIANCA,outras,4,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,57,72,26.31578947368421,46,62,80.70175438596492,86.11111111111111,5.409356725146196,57.71739130434783,44.96774193548387,-12.749649368863956,Mudança relevante no número de estudantes previstos
ESC_032,,EMEF NOSSA SENHORA DE FATIMA,amanda,4,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,90,70,-22.22222222222222,71,59,78.88888888888889,84.28571428571429,5.396825396825406,47.32394366197183,39.983050847457626,-7.340892814514206,Mudança relevante no número de estudantes previstos
ESC_029,,EMEF MORADAS DA HIPICA,amanda,4,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,107,77,-28.037383177570092,96,72,89.7196261682243,93.50649350649353,3.786867338269218,82.10416666666667,75.61111111111111,-6.493055555555557,Mudança relevante no número de estudantes previstos
ESC_020,,EMEF JOAO ANTONIO SATTE,eliane,4,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,107,83,-22.429906542056074,85,69,79.4392523364486,83.13253012048193,3.6932777840333273,70.84705882352941,56.608695652173914,-14.238363171355497,Mudança relevante no número de estudantes previstos
ESC_049,,EMEF VER CARLOS PESSOA DE BRUM,priscila,4,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,138,106,-23.18840579710145,97,77,70.28985507246377,72.64150943396227,2.351654361498504,44.16494845360825,37.298701298701296,-6.866247154906951,Mudança relevante no número de estudantes previstos
ESC_024,,EMEF LAURO RODRIGUES,clarissa,4,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,93,69,-25.806451612903224,80,58,86.02150537634408,84.05797101449275,-1.9635343618513303,63.95,55.94827586206897,-8.001724137931035,Mudança relevante no número de estudantes previstos
ESC_056,,EEF ALDEIA LUMIAR,,4,Língua Portuguesa,TRUE,FALSE,FALSE,FALSE,20,,,16,,80,,,77.8125,,,Escola-série ausente em um dos anos
ESC_013,,EMEF ESPIRITO SANTO,priscila,4,Língua Portuguesa,FALSE,TRUE,FALSE,FALSE,,17,,,14,,82.3529411764706,,,72,,Escola-série ausente em um dos anos
ESC_014,,EMEF EVARISTO GONCALVES NETTO,jalize,4,Língua Portuguesa,FALSE,TRUE,FALSE,FALSE,,34,,,26,,76.47058823529412,,,40.23076923076923,,Escola-série ausente em um dos anos
ESC_023,,EMEF JOSE MARIANO BECK,nathalia,5,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,57,68,19.29824561403509,36,63,63.1578947368421,92.6470588235294,29.489164086687303,43.97222222222222,46.857142857142854,2.8849206349206327,Aumento de participação igual ou superior a 10 p.p.
ESC_040,,EMEF PROF GILBERTO JORGE GONCALVES DA SILVA,ruti,5,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,19,21,10.526315789473685,12,19,63.1578947368421,90.47619047619048,27.31829573934838,59,74,15,Aumento de participação igual ou superior a 10 p.p.
ESC_001,,EEF PEQUENA CASA DA CRIANCA,outras,5,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,29,38,31.03448275862069,20,36,68.96551724137932,94.73684210526316,25.771324863883848,74,55.388888888888886,-18.61111111111111,Mudança relevante no público previsto e aumento de participação
ESC_036,,EMEF PRES JOAO BELCHIOR MARQUES GOULART,marian,5,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,50,71,42,36,68,72,95.77464788732394,23.774647887323937,56.666666666666664,63.26470588235294,6.598039215686278,Mudança relevante no público previsto e aumento de participação
ESC_047,,EMEF TIMBAUVA,nathalia,5,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,71,70,-1.408450704225352,52,66,73.2394366197183,94.28571428571428,21.046277665995987,50.80769230769231,56.77272727272727,5.965034965034967,Aumento de participação igual ou superior a 10 p.p.
ESC_008,,EMEF CHICO MENDES,eliane,5,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,106,123,16.037735849056602,79,116,74.52830188679245,94.3089430894309,19.78064120263845,56.75949367088607,51.87931034482759,-4.880183326058486,Aumento de participação igual ou superior a 10 p.p.
ESC_031,,EMEF NEUSA GOULART BRIZOLA,julia,5,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,40,49,22.5,30,46,75,93.87755102040816,18.877551020408163,52.5,66.45652173913044,13.956521739130435,Mudança relevante no público previsto e aumento de participação
ESC_010,,EMEF DEP MARCIRIO GOULART LOUREIRO,marian,5,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,116,115,-0.8620689655172413,81,101,69.82758620689656,87.82608695652173,17.99850074962518,40.58024691358025,43.51485148514851,2.934604571568265,Aumento de participação igual ou superior a 10 p.p.
ESC_052,,EMEF WENCESLAU FONTOURA,eliane,5,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,83,82,-1.2048192771084338,60,74,72.28915662650603,90.2439024390244,17.954745812518368,51,51.891891891891895,0.8918918918918948,Aumento de participação igual ou superior a 10 p.p.
ESC_051,,EMEF VILA MONTE CRISTO,graziela,5,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,89,84,-5.617977528089888,62,73,69.66292134831461,86.9047619047619,17.241840556447286,77.41935483870968,69.04109589041096,-8.378258948298722,Aumento de participação igual ou superior a 10 p.p.
ESC_039,,EMEF PROF ANISIO TEIXEIRA,andreia,5,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,135,86,-36.2962962962963,103,80,76.29629629629629,93.02325581395348,16.726959517657193,81.44660194174757,79.6375,-1.8091019417475709,Mudança relevante no público previsto e aumento de participação
ESC_028,,EMEF MIGRANTES,nathalia,5,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,14,8,-42.857142857142854,10,7,71.42857142857143,87.5,16.07142857142857,38,56,18,Mudança relevante no público previsto e aumento de participação
ESC_002,,EMEB DR LIBERATO SALZANO VIEIRA DA CUNHA,clarissa,5,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,82,99,20.73170731707317,62,90,75.60975609756098,90.9090909090909,15.299334811529931,64.30645161290323,60.71111111111111,-3.5953405017921227,Mudança relevante no público previsto e aumento de participação
ESC_025,,EMEF LEOCADIA FELIZARDO PRESTES,graziela,5,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,75,52,-30.666666666666668,54,45,72,86.53846153846153,14.538461538461531,47.74074074074074,55.06666666666667,7.3259259259259295,Mudança relevante no público previsto e aumento de participação
ESC_037,,EMEF PRESIDENTE VARGAS,eliane,5,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,53,47,-11.320754716981131,44,45,83.01886792452831,95.74468085106383,12.725812926535523,63.5,65.95555555555555,2.4555555555555486,Aumento de participação igual ou superior a 10 p.p.
ESC_044,,EMEF SAINT HILAIRE,andreia,5,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,99,96,-3.0303030303030303,80,89,80.8080808080808,92.70833333333331,11.900252525252526,58.575,66.92134831460675,8.346348314606743,Aumento de participação igual ou superior a 10 p.p.
ESC_020,,EMEF JOAO ANTONIO SATTE,eliane,5,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,101,90,-10.891089108910892,77,79,76.23762376237623,87.77777777777777,11.54015401540154,67.36363636363636,66.78481012658227,-0.5788262370540878,Aumento de participação igual ou superior a 10 p.p.
ESC_026,,EMEF LIDOVINO FANTON,julia,5,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,107,106,-0.9345794392523364,87,74,81.30841121495327,69.81132075471699,-11.49709046023628,51.55172413793103,40.78378378378378,-10.76794035414725,Queda de participação igual ou superior a 10 p.p.
ESC_054,,ESC EST ENS FUN PROFESSORA LEOPOLDA BARNEWITZ,julia,5,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,25,20,-20,21,19,84,95,11,72,73,1,Mudança relevante no público previsto e aumento de participação
ESC_035,,EMEF PORTO NOVO,marian,5,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,46,45,-2.1739130434782608,39,43,84.78260869565217,95.55555555555556,10.772946859903383,54.56410256410256,62.86046511627907,8.296362552176511,Aumento de participação igual ou superior a 10 p.p.
ESC_004,,EMEF AMERICA,nathalia,5,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,54,46,-14.814814814814815,46,44,85.18518518518519,95.65217391304348,10.466988727858292,53.34782608695652,53.84090909090909,0.4930830039525702,Aumento de participação igual ou superior a 10 p.p.
ESC_005,,EMEF ARAMY SILVA,priscila,5,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,90,91,1.1111111111111112,77,87,85.55555555555556,95.6043956043956,10.048840048840049,73.32467532467533,64.70114942528735,-8.623525899387971,Aumento de participação igual ou superior a 10 p.p.
ESC_007,,EMEF CHAPEU DO SOL,ruti,5,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,133,105,-21.05263157894737,101,89,75.93984962406014,84.76190476190476,8.822055137844615,48.89108910891089,56.48314606741573,7.592056958504841,Mudança relevante no número de estudantes previstos
ESC_041,,EMEF PROF JUDITH MACEDO DE ARAUJO,graziela,5,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,60,81,35,57,71,95,87.65432098765432,-7.345679012345684,76.26315789473684,63.943661971830984,-12.319495922905851,Mudança relevante no número de estudantes previstos
ESC_015,,EMEF GABRIEL OBINO,amanda,5,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,60,39,-35,48,34,80,87.17948717948718,7.179487179487182,55.895833333333336,32,-23.895833333333336,Mudança relevante no número de estudantes previstos
ESC_012,,EMEF DOLORES ALCARAZ CALDAS,jalize,5,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,94,135,43.61702127659574,83,126,88.29787234042553,93.33333333333331,5.035460992907801,62.21686746987952,64.24603174603175,2.0291642761522297,Mudança relevante no número de estudantes previstos
ESC_003,,EMEF AFONSO GUERREIRO LIMA,graziela,5,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,81,117,44.44444444444444,69,105,85.18518518518519,89.74358974358974,4.558404558404547,60.10144927536232,66.44761904761904,6.346169772256722,Mudança relevante no número de estudantes previstos
ESC_048,,EMEF VER ANTONIO GIUDICE,clarissa,5,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,55,76,38.18181818181818,49,69,89.0909090909091,90.78947368421052,1.6985645933014268,76.53061224489795,74.85507246376811,-1.6755397811298425,Mudança relevante no número de estudantes previstos
ESC_049,,EMEF VER CARLOS PESSOA DE BRUM,priscila,5,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,110,152,38.18181818181818,90,123,81.81818181818181,80.92105263157895,-0.8971291866028679,59.4,55.333333333333336,-4.066666666666663,Mudança relevante no número de estudantes previstos
ESC_056,,EEF ALDEIA LUMIAR,,5,Língua Portuguesa,TRUE,FALSE,FALSE,FALSE,20,,,14,,70,,,67,,,Escola-série ausente em um dos anos
ESC_013,,EMEF ESPIRITO SANTO,priscila,5,Língua Portuguesa,FALSE,TRUE,FALSE,FALSE,,13,,,11,,84.61538461538461,,,49,,Escola-série ausente em um dos anos
ESC_014,,EMEF EVARISTO GONCALVES NETTO,jalize,5,Língua Portuguesa,FALSE,TRUE,FALSE,FALSE,,17,,,11,,64.70588235294117,,,63,,Escola-série ausente em um dos anos
ESC_021,,EMEF JOAO CARLOS DAVILA PAIXAO CORTES - LACADOR,julia,5,Língua Portuguesa,FALSE,TRUE,FALSE,FALSE,,22,,,21,,95.45454545454544,,,78,,Escola-série ausente em um dos anos
ESC_055,,ESCOLA DE ENSINO FUNDAMENTAL MADRE RAFFO,outras,5,Língua Portuguesa,TRUE,TRUE,TRUE,TRUE,10,5,-50,10,5,100,100,0,81,88,7,Mudança relevante no número de estudantes previstos
