numero_linhas,numero_escolas,escolas_sem_id,participacao_acima_100,participacao_abaixo_zero,proficiencia_ausente,niveis_fora_intervalo,soma_niveis_diverge_mais_1pp
545,56,0,0,0,0,0,0
