fonte,ano,ano_escolar,nome_original,nome_sem_codigo,chave_nome,arquivo_origem,nome_vinculo_original,assessora,status_correspondencia
CAEd,2025,4,EMEF DECIO MARTINS COSTA,EMEF DECIO MARTINS COSTA,EMEF DECIO MARTINS COSTA,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_04anos_LP.csv,EMEF DECIO MARTINS COSTA,nathalia,exata_normalizada
CAEd,2025,5,EMEF DECIO MARTINS COSTA,EMEF DECIO MARTINS COSTA,EMEF DECIO MARTINS COSTA,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_05anos_LP.csv,EMEF DECIO MARTINS COSTA,nathalia,exata_normalizada
CAEd,2026,1,EMEF DECIO MARTINS COSTA,EMEF DECIO MARTINS COSTA,EMEF DECIO MARTINS COSTA,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_01anos_LP.csv,EMEF DECIO MARTINS COSTA,nathalia,exata_normalizada
CAEd,2026,2,EMEF DECIO MARTINS COSTA,EMEF DECIO MARTINS COSTA,EMEF DECIO MARTINS COSTA,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_02anos_LP.csv,EMEF DECIO MARTINS COSTA,nathalia,exata_normalizada
CAEd,2026,3,EMEF DECIO MARTINS COSTA,EMEF DECIO MARTINS COSTA,EMEF DECIO MARTINS COSTA,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_03anos_LP.csv,EMEF DECIO MARTINS COSTA,nathalia,exata_normalizada
CAEd,2026,4,EMEF DECIO MARTINS COSTA,EMEF DECIO MARTINS COSTA,EMEF DECIO MARTINS COSTA,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_04anos_LP.csv,EMEF DECIO MARTINS COSTA,nathalia,exata_normalizada
CAEd,2026,5,EMEF DECIO MARTINS COSTA,EMEF DECIO MARTINS COSTA,EMEF DECIO MARTINS COSTA,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_05anos_LP.csv,EMEF DECIO MARTINS COSTA,nathalia,exata_normalizada
CAEd,2025,1,EMEF DEP MARCIRIO GOULART LOUREIRO,EMEF DEP MARCIRIO GOULART LOUREIRO,EMEF DEP MARCIRIO GOULART LOUREIRO,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_01anos_LP.csv,EMEF DEP MARCIRIO GOULART LOUREIRO,marian,exata_normalizada
CAEd,2025,2,EMEF DEP MARCIRIO GOULART LOUREIRO,EMEF DEP MARCIRIO GOULART LOUREIRO,EMEF DEP MARCIRIO GOULART LOUREIRO,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_02anos_LP.csv,EMEF DEP MARCIRIO GOULART LOUREIRO,marian,exata_normalizada
CAEd,2025,3,EMEF DEP MARCIRIO GOULART LOUREIRO,EMEF DEP MARCIRIO GOULART LOUREIRO,EMEF DEP MARCIRIO GOULART LOUREIRO,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_03anos_LP.csv,EMEF DEP MARCIRIO GOULART LOUREIRO,marian,exata_normalizada
CAEd,2025,4,EMEF DEP MARCIRIO GOULART LOUREIRO,EMEF DEP MARCIRIO GOULART LOUREIRO,EMEF DEP MARCIRIO GOULART LOUREIRO,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_04anos_LP.csv,EMEF DEP MARCIRIO GOULART LOUREIRO,marian,exata_normalizada
CAEd,2025,5,EMEF DEP MARCIRIO GOULART LOUREIRO,EMEF DEP MARCIRIO GOULART LOUREIRO,EMEF DEP MARCIRIO GOULART LOUREIRO,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_05anos_LP.csv,EMEF DEP MARCIRIO GOULART LOUREIRO,marian,exata_normalizada
CAEd,2026,1,EMEF DEP MARCIRIO GOULART LOUREIRO,EMEF DEP MARCIRIO GOULART LOUREIRO,EMEF DEP MARCIRIO GOULART LOUREIRO,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_01anos_LP.csv,EMEF DEP MARCIRIO GOULART LOUREIRO,marian,exata_normalizada
CAEd,2026,2,EMEF DEP MARCIRIO GOULART LOUREIRO,EMEF DEP MARCIRIO GOULART LOUREIRO,EMEF DEP MARCIRIO GOULART LOUREIRO,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_02anos_LP.csv,EMEF DEP MARCIRIO GOULART LOUREIRO,marian,exata_normalizada
CAEd,2026,3,EMEF DEP MARCIRIO GOULART LOUREIRO,EMEF DEP MARCIRIO GOULART LOUREIRO,EMEF DEP MARCIRIO GOULART LOUREIRO,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_03anos_LP.csv,EMEF DEP MARCIRIO GOULART LOUREIRO,marian,exata_normalizada
CAEd,2026,4,EMEF DEP MARCIRIO GOULART LOUREIRO,EMEF DEP MARCIRIO GOULART LOUREIRO,EMEF DEP MARCIRIO GOULART LOUREIRO,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_04anos_LP.csv,EMEF DEP MARCIRIO GOULART LOUREIRO,marian,exata_normalizada
CAEd,2026,5,EMEF DEP MARCIRIO GOULART LOUREIRO,EMEF DEP MARCIRIO GOULART LOUREIRO,EMEF DEP MARCIRIO GOULART LOUREIRO,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_05anos_LP.csv,EMEF DEP MARCIRIO GOULART LOUREIRO,marian,exata_normalizada
CAEd,2025,1,EMEF DEP VICTOR ISSLER,EMEF DEP VICTOR ISSLER,EMEF DEP VICTOR ISSLER,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_01anos_LP.csv,EMEF DEP VICTOR ISSLER,clarissa,exata_normalizada
CAEd,2025,2,EMEF DEP VICTOR ISSLER,EMEF DEP VICTOR ISSLER,EMEF DEP VICTOR ISSLER,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_02anos_LP.csv,EMEF DEP VICTOR ISSLER,clarissa,exata_normalizada
CAEd,2025,3,EMEF DEP VICTOR ISSLER,EMEF DEP VICTOR ISSLER,EMEF DEP VICTOR ISSLER,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_03anos_LP.csv,EMEF DEP VICTOR ISSLER,clarissa,exata_normalizada
CAEd,2025,4,EMEF DEP VICTOR ISSLER,EMEF DEP VICTOR ISSLER,EMEF DEP VICTOR ISSLER,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_04anos_LP.csv,EMEF DEP VICTOR ISSLER,clarissa,exata_normalizada
CAEd,2025,5,EMEF DEP VICTOR ISSLER,EMEF DEP VICTOR ISSLER,EMEF DEP VICTOR ISSLER,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_05anos_LP.csv,EMEF DEP VICTOR ISSLER,clarissa,exata_normalizada
CAEd,2026,1,EMEF DEP VICTOR ISSLER,EMEF DEP VICTOR ISSLER,EMEF DEP VICTOR ISSLER,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_01anos_LP.csv,EMEF DEP VICTOR ISSLER,clarissa,exata_normalizada
CAEd,2026,2,EMEF DEP VICTOR ISSLER,EMEF DEP VICTOR ISSLER,EMEF DEP VICTOR ISSLER,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_02anos_LP.csv,EMEF DEP VICTOR ISSLER,clarissa,exata_normalizada
CAEd,2026,3,EMEF DEP VICTOR ISSLER,EMEF DEP VICTOR ISSLER,EMEF DEP VICTOR ISSLER,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_03anos_LP.csv,EMEF DEP VICTOR ISSLER,clarissa,exata_normalizada
CAEd,2026,4,EMEF DEP VICTOR ISSLER,EMEF DEP VICTOR ISSLER,EMEF DEP VICTOR ISSLER,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_04anos_LP.csv,EMEF DEP VICTOR ISSLER,clarissa,exata_normalizada
CAEd,2026,5,EMEF DEP VICTOR ISSLER,EMEF DEP VICTOR ISSLER,EMEF DEP VICTOR ISSLER,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_05anos_LP.csv,EMEF DEP VICTOR ISSLER,clarissa,exata_normalizada
CAEd,2025,1,EMEF DOLORES ALCARAZ CALDAS,EMEF DOLORES ALCARAZ CALDAS,EMEF DOLORES ALCARAZ CALDAS,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_01anos_LP.csv,EMEF DOLORES ALCARAZ CALDAS,jalize,exata_normalizada
CAEd,2025,2,EMEF DOLORES ALCARAZ CALDAS,EMEF DOLORES ALCARAZ CALDAS,EMEF DOLORES ALCARAZ CALDAS,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_02anos_LP.csv,EMEF DOLORES ALCARAZ CALDAS,jalize,exata_normalizada
CAEd,2025,3,EMEF DOLORES ALCARAZ CALDAS,EMEF DOLORES ALCARAZ CALDAS,EMEF DOLORES ALCARAZ CALDAS,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_03anos_LP.csv,EMEF DOLORES ALCARAZ CALDAS,jalize,exata_normalizada
CAEd,2025,4,EMEF DOLORES ALCARAZ CALDAS,EMEF DOLORES ALCARAZ CALDAS,EMEF DOLORES ALCARAZ CALDAS,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_04anos_LP.csv,EMEF DOLORES ALCARAZ CALDAS,jalize,exata_normalizada
CAEd,2025,5,EMEF DOLORES ALCARAZ CALDAS,EMEF DOLORES ALCARAZ CALDAS,EMEF DOLORES ALCARAZ CALDAS,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_05anos_LP.csv,EMEF DOLORES ALCARAZ CALDAS,jalize,exata_normalizada
CAEd,2026,1,EMEF DOLORES ALCARAZ CALDAS,EMEF DOLORES ALCARAZ CALDAS,EMEF DOLORES ALCARAZ CALDAS,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_01anos_LP.csv,EMEF DOLORES ALCARAZ CALDAS,jalize,exata_normalizada
CAEd,2026,2,EMEF DOLORES ALCARAZ CALDAS,EMEF DOLORES ALCARAZ CALDAS,EMEF DOLORES ALCARAZ CALDAS,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_02anos_LP.csv,EMEF DOLORES ALCARAZ CALDAS,jalize,exata_normalizada
CAEd,2026,3,EMEF DOLORES ALCARAZ CALDAS,EMEF DOLORES ALCARAZ CALDAS,EMEF DOLORES ALCARAZ CALDAS,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_03anos_LP.csv,EMEF DOLORES ALCARAZ CALDAS,jalize,exata_normalizada
CAEd,2026,4,EMEF DOLORES ALCARAZ CALDAS,EMEF DOLORES ALCARAZ CALDAS,EMEF DOLORES ALCARAZ CALDAS,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_04anos_LP.csv,EMEF DOLORES ALCARAZ CALDAS,jalize,exata_normalizada
CAEd,2026,5,EMEF DOLORES ALCARAZ CALDAS,EMEF DOLORES ALCARAZ CALDAS,EMEF DOLORES ALCARAZ CALDAS,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_05anos_LP.csv,EMEF DOLORES ALCARAZ CALDAS,jalize,exata_normalizada
CAEd,2026,1,EMEF ESPIRITO SANTO,EMEF ESPIRITO SANTO,EMEF ESPIRITO SANTO,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_01anos_LP.csv,EMEF ESPIRITO SANTO,priscila,exata_normalizada
CAEd,2026,2,EMEF ESPIRITO SANTO,EMEF ESPIRITO SANTO,EMEF ESPIRITO SANTO,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_02anos_LP.csv,EMEF ESPIRITO SANTO,priscila,exata_normalizada
CAEd,2026,3,EMEF ESPIRITO SANTO,EMEF ESPIRITO SANTO,EMEF ESPIRITO SANTO,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_03anos_LP.csv,EMEF ESPIRITO SANTO,priscila,exata_normalizada
CAEd,2026,4,EMEF ESPIRITO SANTO,EMEF ESPIRITO SANTO,EMEF ESPIRITO SANTO,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_04anos_LP.csv,EMEF ESPIRITO SANTO,priscila,exata_normalizada
CAEd,2026,5,EMEF ESPIRITO SANTO,EMEF ESPIRITO SANTO,EMEF ESPIRITO SANTO,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_05anos_LP.csv,EMEF ESPIRITO SANTO,priscila,exata_normalizada
CAEd,2026,1,EMEF EVARISTO GONCALVES NETTO,EMEF EVARISTO GONCALVES NETTO,EMEF EVARISTO GONCALVES NETTO,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_01anos_LP.csv,EMEF EVARISTO GONCALVES NETTO,jalize,exata_normalizada
CAEd,2026,2,EMEF EVARISTO GONCALVES NETTO,EMEF EVARISTO GONCALVES NETTO,EMEF EVARISTO GONCALVES NETTO,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_02anos_LP.csv,EMEF EVARISTO GONCALVES NETTO,jalize,exata_normalizada
CAEd,2026,3,EMEF EVARISTO GONCALVES NETTO,EMEF EVARISTO GONCALVES NETTO,EMEF EVARISTO GONCALVES NETTO,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_03anos_LP.csv,EMEF EVARISTO GONCALVES NETTO,jalize,exata_normalizada
CAEd,2026,4,EMEF EVARISTO GONCALVES NETTO,EMEF EVARISTO GONCALVES NETTO,EMEF EVARISTO GONCALVES NETTO,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_04anos_LP.csv,EMEF EVARISTO GONCALVES NETTO,jalize,exata_normalizada
CAEd,2026,5,EMEF EVARISTO GONCALVES NETTO,EMEF EVARISTO GONCALVES NETTO,EMEF EVARISTO GONCALVES NETTO,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_05anos_LP.csv,EMEF EVARISTO GONCALVES NETTO,jalize,exata_normalizada
CAEd,2025,1,EMEF GABRIEL OBINO,EMEF GABRIEL OBINO,EMEF GABRIEL OBINO,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_01anos_LP.csv,EMEF GABRIEL OBINO,amanda,exata_normalizada
CAEd,2025,2,EMEF GABRIEL OBINO,EMEF GABRIEL OBINO,EMEF GABRIEL OBINO,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_02anos_LP.csv,EMEF GABRIEL OBINO,amanda,exata_normalizada
CAEd,2025,3,EMEF GABRIEL OBINO,EMEF GABRIEL OBINO,EMEF GABRIEL OBINO,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_03anos_LP.csv,EMEF GABRIEL OBINO,amanda,exata_normalizada
CAEd,2025,4,EMEF GABRIEL OBINO,EMEF GABRIEL OBINO,EMEF GABRIEL OBINO,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_04anos_LP.csv,EMEF GABRIEL OBINO,amanda,exata_normalizada
CAEd,2025,5,EMEF GABRIEL OBINO,EMEF GABRIEL OBINO,EMEF GABRIEL OBINO,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_05anos_LP.csv,EMEF GABRIEL OBINO,amanda,exata_normalizada
CAEd,2026,1,EMEF GABRIEL OBINO,EMEF GABRIEL OBINO,EMEF GABRIEL OBINO,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_01anos_LP.csv,EMEF GABRIEL OBINO,amanda,exata_normalizada
CAEd,2026,2,EMEF GABRIEL OBINO,EMEF GABRIEL OBINO,EMEF GABRIEL OBINO,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_02anos_LP.csv,EMEF GABRIEL OBINO,amanda,exata_normalizada
CAEd,2026,3,EMEF GABRIEL OBINO,EMEF GABRIEL OBINO,EMEF GABRIEL OBINO,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_03anos_LP.csv,EMEF GABRIEL OBINO,amanda,exata_normalizada
CAEd,2026,4,EMEF GABRIEL OBINO,EMEF GABRIEL OBINO,EMEF GABRIEL OBINO,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_04anos_LP.csv,EMEF GABRIEL OBINO,amanda,exata_normalizada
CAEd,2026,5,EMEF GABRIEL OBINO,EMEF GABRIEL OBINO,EMEF GABRIEL OBINO,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_05anos_LP.csv,EMEF GABRIEL OBINO,amanda,exata_normalizada
CAEd,2025,1,EMEF GOV ILDO MENEGHETTI,EMEF GOV ILDO MENEGHETTI,EMEF GOV ILDO MENEGHETTI,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_01anos_LP.csv,EMEF GOV ILDO MENEGHETTI,clarissa,exata_normalizada
CAEd,2025,2,EMEF GOV ILDO MENEGHETTI,EMEF GOV ILDO MENEGHETTI,EMEF GOV ILDO MENEGHETTI,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_02anos_LP.csv,EMEF GOV ILDO MENEGHETTI,clarissa,exata_normalizada
CAEd,2025,3,EMEF GOV ILDO MENEGHETTI,EMEF GOV ILDO MENEGHETTI,EMEF GOV ILDO MENEGHETTI,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_03anos_LP.csv,EMEF GOV ILDO MENEGHETTI,clarissa,exata_normalizada
CAEd,2025,4,EMEF GOV ILDO MENEGHETTI,EMEF GOV ILDO MENEGHETTI,EMEF GOV ILDO MENEGHETTI,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_04anos_LP.csv,EMEF GOV ILDO MENEGHETTI,clarissa,exata_normalizada
CAEd,2025,5,EMEF GOV ILDO MENEGHETTI,EMEF GOV ILDO MENEGHETTI,EMEF GOV ILDO MENEGHETTI,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_05anos_LP.csv,EMEF GOV ILDO MENEGHETTI,clarissa,exata_normalizada
CAEd,2026,1,EMEF GOV ILDO MENEGHETTI,EMEF GOV ILDO MENEGHETTI,EMEF GOV ILDO MENEGHETTI,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_01anos_LP.csv,EMEF GOV ILDO MENEGHETTI,clarissa,exata_normalizada
CAEd,2026,2,EMEF GOV ILDO MENEGHETTI,EMEF GOV ILDO MENEGHETTI,EMEF GOV ILDO MENEGHETTI,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_02anos_LP.csv,EMEF GOV ILDO MENEGHETTI,clarissa,exata_normalizada
CAEd,2026,3,EMEF GOV ILDO MENEGHETTI,EMEF GOV ILDO MENEGHETTI,EMEF GOV ILDO MENEGHETTI,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_03anos_LP.csv,EMEF GOV ILDO MENEGHETTI,clarissa,exata_normalizada
CAEd,2026,4,EMEF GOV ILDO MENEGHETTI,EMEF GOV ILDO MENEGHETTI,EMEF GOV ILDO MENEGHETTI,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_04anos_LP.csv,EMEF GOV ILDO MENEGHETTI,clarissa,exata_normalizada
CAEd,2026,5,EMEF GOV ILDO MENEGHETTI,EMEF GOV ILDO MENEGHETTI,EMEF GOV ILDO MENEGHETTI,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_05anos_LP.csv,EMEF GOV ILDO MENEGHETTI,clarissa,exata_normalizada
CAEd,2025,1,EMEF GRANDE ORIENTE DO RGS,EMEF GRANDE ORIENTE DO RGS,EMEF GRANDE ORIENTE DO RGS,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_01anos_LP.csv,EMEF GRANDE ORIENTE DO RGS,andreia,exata_normalizada
CAEd,2025,2,EMEF GRANDE ORIENTE DO RGS,EMEF GRANDE ORIENTE DO RGS,EMEF GRANDE ORIENTE DO RGS,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_02anos_LP.csv,EMEF GRANDE ORIENTE DO RGS,andreia,exata_normalizada
CAEd,2025,3,EMEF GRANDE ORIENTE DO RGS,EMEF GRANDE ORIENTE DO RGS,EMEF GRANDE ORIENTE DO RGS,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_03anos_LP.csv,EMEF GRANDE ORIENTE DO RGS,andreia,exata_normalizada
CAEd,2025,4,EMEF GRANDE ORIENTE DO RGS,EMEF GRANDE ORIENTE DO RGS,EMEF GRANDE ORIENTE DO RGS,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_04anos_LP.csv,EMEF GRANDE ORIENTE DO RGS,andreia,exata_normalizada
CAEd,2025,5,EMEF GRANDE ORIENTE DO RGS,EMEF GRANDE ORIENTE DO RGS,EMEF GRANDE ORIENTE DO RGS,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_05anos_LP.csv,EMEF GRANDE ORIENTE DO RGS,andreia,exata_normalizada
CAEd,2026,1,EMEF GRANDE ORIENTE DO RGS,EMEF GRANDE ORIENTE DO RGS,EMEF GRANDE ORIENTE DO RGS,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_01anos_LP.csv,EMEF GRANDE ORIENTE DO RGS,andreia,exata_normalizada
CAEd,2026,2,EMEF GRANDE ORIENTE DO RGS,EMEF GRANDE ORIENTE DO RGS,EMEF GRANDE ORIENTE DO RGS,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_02anos_LP.csv,EMEF GRANDE ORIENTE DO RGS,andreia,exata_normalizada
CAEd,2026,3,EMEF GRANDE ORIENTE DO RGS,EMEF GRANDE ORIENTE DO RGS,EMEF GRANDE ORIENTE DO RGS,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_03anos_LP.csv,EMEF GRANDE ORIENTE DO RGS,andreia,exata_normalizada
CAEd,2026,4,EMEF GRANDE ORIENTE DO RGS,EMEF GRANDE ORIENTE DO RGS,EMEF GRANDE ORIENTE DO RGS,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_04anos_LP.csv,EMEF GRANDE ORIENTE DO RGS,andreia,exata_normalizada
CAEd,2026,5,EMEF GRANDE ORIENTE DO RGS,EMEF GRANDE ORIENTE DO RGS,EMEF GRANDE ORIENTE DO RGS,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_05anos_LP.csv,EMEF GRANDE ORIENTE DO RGS,andreia,exata_normalizada
CAEd,2025,1,EMEF HEITOR VILLA LOBOS,EMEF HEITOR VILLA LOBOS,EMEF HEITOR VILLA LOBOS,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_01anos_LP.csv,EMEF HEITOR VILLA LOBOS,jalize,exata_normalizada
CAEd,2025,2,EMEF HEITOR VILLA LOBOS,EMEF HEITOR VILLA LOBOS,EMEF HEITOR VILLA LOBOS,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_02anos_LP.csv,EMEF HEITOR VILLA LOBOS,jalize,exata_normalizada
CAEd,2025,3,EMEF HEITOR VILLA LOBOS,EMEF HEITOR VILLA LOBOS,EMEF HEITOR VILLA LOBOS,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_03anos_LP.csv,EMEF HEITOR VILLA LOBOS,jalize,exata_normalizada
CAEd,2025,4,EMEF HEITOR VILLA LOBOS,EMEF HEITOR VILLA LOBOS,EMEF HEITOR VILLA LOBOS,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_04anos_LP.csv,EMEF HEITOR VILLA LOBOS,jalize,exata_normalizada
CAEd,2025,5,EMEF HEITOR VILLA LOBOS,EMEF HEITOR VILLA LOBOS,EMEF HEITOR VILLA LOBOS,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_05anos_LP.csv,EMEF HEITOR VILLA LOBOS,jalize,exata_normalizada
CAEd,2026,1,EMEF HEITOR VILLA LOBOS,EMEF HEITOR VILLA LOBOS,EMEF HEITOR VILLA LOBOS,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_01anos_LP.csv,EMEF HEITOR VILLA LOBOS,jalize,exata_normalizada
CAEd,2026,2,EMEF HEITOR VILLA LOBOS,EMEF HEITOR VILLA LOBOS,EMEF HEITOR VILLA LOBOS,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_02anos_LP.csv,EMEF HEITOR VILLA LOBOS,jalize,exata_normalizada
CAEd,2026,3,EMEF HEITOR VILLA LOBOS,EMEF HEITOR VILLA LOBOS,EMEF HEITOR VILLA LOBOS,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_03anos_LP.csv,EMEF HEITOR VILLA LOBOS,jalize,exata_normalizada
CAEd,2026,4,EMEF HEITOR VILLA LOBOS,EMEF HEITOR VILLA LOBOS,EMEF HEITOR VILLA LOBOS,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_04anos_LP.csv,EMEF HEITOR VILLA LOBOS,jalize,exata_normalizada
CAEd,2026,5,EMEF HEITOR VILLA LOBOS,EMEF HEITOR VILLA LOBOS,EMEF HEITOR VILLA LOBOS,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_05anos_LP.csv,EMEF HEITOR VILLA LOBOS,jalize,exata_normalizada
CAEd,2025,1,EMEF JEAN PIAGET,EMEF JEAN PIAGET,EMEF JEAN PIAGET,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_01anos_LP.csv,EMEF JEAN PIAGET,clarissa,exata_normalizada
CAEd,2025,2,EMEF JEAN PIAGET,EMEF JEAN PIAGET,EMEF JEAN PIAGET,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_02anos_LP.csv,EMEF JEAN PIAGET,clarissa,exata_normalizada
CAEd,2025,3,EMEF JEAN PIAGET,EMEF JEAN PIAGET,EMEF JEAN PIAGET,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_03anos_LP.csv,EMEF JEAN PIAGET,clarissa,exata_normalizada
CAEd,2025,4,EMEF JEAN PIAGET,EMEF JEAN PIAGET,EMEF JEAN PIAGET,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_04anos_LP.csv,EMEF JEAN PIAGET,clarissa,exata_normalizada
CAEd,2025,5,EMEF JEAN PIAGET,EMEF JEAN PIAGET,EMEF JEAN PIAGET,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_05anos_LP.csv,EMEF JEAN PIAGET,clarissa,exata_normalizada
CAEd,2026,1,EMEF JEAN PIAGET,EMEF JEAN PIAGET,EMEF JEAN PIAGET,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_01anos_LP.csv,EMEF JEAN PIAGET,clarissa,exata_normalizada
CAEd,2026,2,EMEF JEAN PIAGET,EMEF JEAN PIAGET,EMEF JEAN PIAGET,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_02anos_LP.csv,EMEF JEAN PIAGET,clarissa,exata_normalizada
CAEd,2026,3,EMEF JEAN PIAGET,EMEF JEAN PIAGET,EMEF JEAN PIAGET,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_03anos_LP.csv,EMEF JEAN PIAGET,clarissa,exata_normalizada
CAEd,2026,4,EMEF JEAN PIAGET,EMEF JEAN PIAGET,EMEF JEAN PIAGET,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_04anos_LP.csv,EMEF JEAN PIAGET,clarissa,exata_normalizada
CAEd,2026,5,EMEF JEAN PIAGET,EMEF JEAN PIAGET,EMEF JEAN PIAGET,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_05anos_LP.csv,EMEF JEAN PIAGET,clarissa,exata_normalizada
CAEd,2025,1,EMEF JOAO ANTONIO SATTE,EMEF JOAO ANTONIO SATTE,EMEF JOAO ANTONIO SATTE,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_01anos_LP.csv,EMEF JOAO ANTONIO SATTE,eliane,exata_normalizada
CAEd,2025,2,EMEF JOAO ANTONIO SATTE,EMEF JOAO ANTONIO SATTE,EMEF JOAO ANTONIO SATTE,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_02anos_LP.csv,EMEF JOAO ANTONIO SATTE,eliane,exata_normalizada
CAEd,2025,3,EMEF JOAO ANTONIO SATTE,EMEF JOAO ANTONIO SATTE,EMEF JOAO ANTONIO SATTE,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_03anos_LP.csv,EMEF JOAO ANTONIO SATTE,eliane,exata_normalizada
