id_escola,codigo_inep,nome_canonico,assessora,ano_escolar,componente,numero_turmas_2025,numero_turmas_2026,previstos_2025,previstos_2026,avaliados_2025,avaliados_2026,taxa_participacao_2025,taxa_participacao_2026,proficiencia_media_2025,proficiencia_media_2026,pct_defasagem_2025,pct_defasagem_2026,pct_intermediario_2025,pct_intermediario_2026,pct_adequado_2025,pct_adequado_2026,presente_2025,presente_2026,painel_balanceado,resultado_disponivel_2025,resultado_disponivel_2026,painel_resultado_balanceado,delta_numero_turmas,delta_previstos,delta_avaliados,delta_participacao,delta_proficiencia,delta_pct_defasagem,delta_pct_intermediario,delta_pct_adequado,variacao_relativa_previstos,variacao_relativa_avaliados,participacao_minima_70_ambos,participacao_minima_80_ambos,participacao_minima_90_ambos,aumento_participacao_10pp,queda_participacao_10pp,mudanca_previstos_20pct,turma_escola_pequena_2025,turma_escola_pequena_2026,observacao_composicao
ESC_056,,EEF ALDEIA LUMIAR,,1,Língua Portuguesa,3,1,20,23,18,16,90,69.56521739130434,62.166666666666664,48,16.666666666666668,36,22.444444444444443,36,61.333333333333336,29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-2,3,-2,-20.434782608695656,-14.166666666666664,19.333333333333332,13.555555555555555,-32.333333333333336,15,-11.11111111111111,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,Queda de participação igual ou superior a 10 p.p.
ESC_056,,EEF ALDEIA LUMIAR,,2,Língua Portuguesa,3,,22,,17,,77.27272727272727,,65.17647058823529,,23.41176470588235,,29.529411764705884,,47.05882352941177,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,TRUE,,Escola-série ausente em um dos anos
ESC_056,,EEF ALDEIA LUMIAR,,3,Língua Portuguesa,3,,23,,17,,73.91304347826087,,77.23529411764706,,6.117647058823529,,23.764705882352946,,70.58823529411765,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,TRUE,,Escola-série ausente em um dos anos
ESC_056,,EEF ALDEIA LUMIAR,,4,Língua Portuguesa,2,,20,,16,,80,,77.8125,,6.1875,,31.0625,,62.75,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,TRUE,,Escola-série ausente em um dos anos
ESC_056,,EEF ALDEIA LUMIAR,,5,Língua Portuguesa,2,,20,,14,,70,,67,,0,,50,,50,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,TRUE,,Escola-série ausente em um dos anos
