id_produto,modulo_origem,caminho_origem,caminho_destino,formato,tamanho_esperado,md5_esperado,sha256_esperado,obrigatorio,publicacao,existe,eh_arquivo,tamanho_observado,md5_observado,sha256_observado,tamanho_aprovado,md5_aprovado,sha256_aprovado,aprovado
M22_HTML,22,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/22_relatorio_tecnico.html,01_relatorio_tecnico/22_relatorio_tecnico.html,html,2400576,260a839ee053c6ded601cd3cc4b08569,eed938262127b0e2961e369674946d676adea32f03ba9a33ebc093f5ce1cebf3,TRUE,institucional_principal,TRUE,TRUE,2400576,260a839ee053c6ded601cd3cc4b08569,eed938262127b0e2961e369674946d676adea32f03ba9a33ebc093f5ce1cebf3,TRUE,TRUE,TRUE,TRUE
M24_QMD,24,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/24_anexos_tecnicos.qmd,04_anexos_tecnicos/24_anexos_tecnicos.qmd,qmd,23937,ab641468449bed86bc1b86578971d65d,6ce94635e7b25c88a638a7c43329699c51faa58b38de375daf9d7556fa553e0e,TRUE,institucional_complementar,TRUE,TRUE,23937,ab641468449bed86bc1b86578971d65d,6ce94635e7b25c88a638a7c43329699c51faa58b38de375daf9d7556fa553e0e,TRUE,TRUE,TRUE,TRUE
M24_HTML,24,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/24_anexos_tecnicos.html,04_anexos_tecnicos/24_anexos_tecnicos.html,html,2590076,f0ddf2c89fc66a6fcca8c21a40b5d14f,79a26ddd41905f9eb0f07348d3714343e65d97474d9a05aa4493baf9b341b0dc,TRUE,institucional_complementar,TRUE,TRUE,2590076,f0ddf2c89fc66a6fcca8c21a40b5d14f,79a26ddd41905f9eb0f07348d3714343e65d97474d9a05aa4493baf9b341b0dc,TRUE,TRUE,TRUE,TRUE
M24_DOCX,24,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/24_anexos_tecnicos.docx,04_anexos_tecnicos/24_anexos_tecnicos.docx,docx,613399,58b9334e2a897804e0942564a28e01a0,e69254f8553f51f6225d65a3bceef0d260c7ddb24ef4d5c1dda928c287c0b43e,TRUE,institucional_complementar,TRUE,TRUE,613399,58b9334e2a897804e0942564a28e01a0,e69254f8553f51f6225d65a3bceef0d260c7ddb24ef4d5c1dda928c287c0b43e,TRUE,TRUE,TRUE,TRUE
M23_DOC_1,23,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/documentacao/validacao_integrada/execucao_20260802_211916/00_contrato_execucao.csv,08_metodologia_validacao/execucao_20260802_211916/00_contrato_execucao.csv,csv,290,815bb453a901b2f4fe62148cceaa924c,,TRUE,validacao,TRUE,TRUE,290,815bb453a901b2f4fe62148cceaa924c,917eaad122ab09c869c34160e58d47d1f19ecda343e7351f35412d2d62cdce69,TRUE,TRUE,TRUE,TRUE
M23_DOC_2,23,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/documentacao/validacao_integrada/execucao_20260802_211916/01_existencia_entradas.csv,08_metodologia_validacao/execucao_20260802_211916/01_existencia_entradas.csv,csv,7778,c7c3158de6d6c5518222866cd5e45589,,TRUE,validacao,TRUE,TRUE,7778,c7c3158de6d6c5518222866cd5e45589,3267f5e3d1b09139494dd8e09c7e27f6183a98eed0d43d58637997e9207bd2bb,TRUE,TRUE,TRUE,TRUE
M23_DOC_3,23,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/documentacao/validacao_integrada/execucao_20260802_211916/02_manifesto_entradas.csv,08_metodologia_validacao/execucao_20260802_211916/02_manifesto_entradas.csv,csv,7566,97965decc472df654debccd21ee30594,,TRUE,validacao,TRUE,TRUE,7566,97965decc472df654debccd21ee30594,af505388838c06bcd25e603bb79f1afd297625d6fc3f769012f21c7289b9ab37,TRUE,TRUE,TRUE,TRUE
M23_DOC_4,23,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/documentacao/validacao_integrada/execucao_20260802_211916/03_validacao_manifestos_homologados.csv,08_metodologia_validacao/execucao_20260802_211916/03_validacao_manifestos_homologados.csv,csv,9066,33492b221e3bd44de381688ddaa2bbf0,,TRUE,validacao,TRUE,TRUE,9066,33492b221e3bd44de381688ddaa2bbf0,0cd755dffdf8a5c5e8ba75fa8fe12785e34b00447512cdacf4ef700f20251917,TRUE,TRUE,TRUE,TRUE
M23_DOC_5,23,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/documentacao/validacao_integrada/execucao_20260802_211916/04_validacao_hashes_produtos.csv,08_metodologia_validacao/execucao_20260802_211916/04_validacao_hashes_produtos.csv,csv,2978,b80907ab7df3c660e2539d0f15e018f8,,TRUE,validacao,TRUE,TRUE,2978,b80907ab7df3c660e2539d0f15e018f8,7779f4e5fff76a64ac52af0797eef269d73a22c051970954cb488c7f7a7cf9a0,TRUE,TRUE,TRUE,TRUE
M23_DOC_6,23,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/documentacao/validacao_integrada/execucao_20260802_211916/05_validacao_universos_integrada.csv,08_metodologia_validacao/execucao_20260802_211916/05_validacao_universos_integrada.csv,csv,299,83bf8ef7103505d7275af12c7cab7688,,TRUE,validacao,TRUE,TRUE,299,83bf8ef7103505d7275af12c7cab7688,2773224288986ab978f0721a915f63d9ce523f6254fa13dd304783a6029b79d4,TRUE,TRUE,TRUE,TRUE
M23_DOC_7,23,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/documentacao/validacao_integrada/execucao_20260802_211916/06_validacao_chaves_duplicidades.csv,08_metodologia_validacao/execucao_20260802_211916/06_validacao_chaves_duplicidades.csv,csv,532,b829155a1a88d6a6041e0e65fcaa9247,,TRUE,validacao,TRUE,TRUE,532,b829155a1a88d6a6041e0e65fcaa9247,5d9ce23c845fb548fb95c3e2809f5251290b9d8c2637e3a3ff8e1a435e7d1c11,TRUE,TRUE,TRUE,TRUE
M23_DOC_8,23,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/documentacao/validacao_integrada/execucao_20260802_211916/07_validacao_coerencia_cruzada.csv,08_metodologia_validacao/execucao_20260802_211916/07_validacao_coerencia_cruzada.csv,csv,615,fb46f1e0d5fcb38ce217311c047b08c0,,TRUE,validacao,TRUE,TRUE,615,fb46f1e0d5fcb38ce217311c047b08c0,91db3af0ab20a7be10d5b119514f3f7c763fa5eefbff2dd62b06c9904906e5af,TRUE,TRUE,TRUE,TRUE
M23_DOC_9,23,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/documentacao/validacao_integrada/execucao_20260802_211916/08_validacao_produtos_modulo_21.csv,08_metodologia_validacao/execucao_20260802_211916/08_validacao_produtos_modulo_21.csv,csv,610,bc949caf02a6747dee734d3f68b5b47b,,TRUE,validacao,TRUE,TRUE,610,bc949caf02a6747dee734d3f68b5b47b,8c78cdfdaf00a8c22ed95cec5574cc87f6c544743d2b9e41dd24c5d8ca07d9a0,TRUE,TRUE,TRUE,TRUE
M23_DOC_10,23,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/documentacao/validacao_integrada/execucao_20260802_211916/09_validacao_relatorio_modulo_22.csv,08_metodologia_validacao/execucao_20260802_211916/09_validacao_relatorio_modulo_22.csv,csv,1197,5d2797537fa8cb99716673c170bcb31c,,TRUE,validacao,TRUE,TRUE,1197,5d2797537fa8cb99716673c170bcb31c,f51f8a930cd30a9389974076c845563cd121fa57c5deab62a9819640fc4c97ee,TRUE,TRUE,TRUE,TRUE
M23_DOC_11,23,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/documentacao/validacao_integrada/execucao_20260802_211916/10_validacao_ambiente.csv,08_metodologia_validacao/execucao_20260802_211916/10_validacao_ambiente.csv,csv,324,c7bf90da3076547c3855491c9dfca3d3,,TRUE,validacao,TRUE,TRUE,324,c7bf90da3076547c3855491c9dfca3d3,d403f55367abba88f28c86cb66148fea2160cde003d7d8ec4a144e0d4462a994,TRUE,TRUE,TRUE,TRUE
M23_DOC_12,23,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/documentacao/validacao_integrada/execucao_20260802_211916/11_resultado_testes.csv,08_metodologia_validacao/execucao_20260802_211916/11_resultado_testes.csv,csv,22911,155b1a85362b78a81a2ce5a738856ecd,,TRUE,validacao,TRUE,TRUE,22911,155b1a85362b78a81a2ce5a738856ecd,71e1097d759a6e95bde9fe3bf2a3413f69b0f3c870bd9ca8f1e3842a6fbdb993,TRUE,TRUE,TRUE,TRUE
M23_DOC_13,23,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/documentacao/validacao_integrada/execucao_20260802_211916/13_session_info.txt,08_metodologia_validacao/execucao_20260802_211916/13_session_info.txt,txt,1396,1da07b6af6b6b03d8d9d731c21315f17,,TRUE,validacao,TRUE,TRUE,1396,1da07b6af6b6b03d8d9d731c21315f17,00c3d2114ad2d4c407e215fd4c9477a1e6d1f9ef2daa3ec63860b686eaad4612,TRUE,TRUE,TRUE,TRUE
M23_DOC_MANIFESTO,23,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/documentacao/validacao_integrada/execucao_20260802_211916/12_manifesto_produtos_modulo_23.csv,08_metodologia_validacao/execucao_20260802_211916/12_manifesto_produtos_modulo_23.csv,csv,3301,cf1503dfa68dfad452590c0009f22b7f,be02289afeac81f6705767a4ed514053a5870021a6364037a880cf192937e126,TRUE,validacao,TRUE,TRUE,3301,cf1503dfa68dfad452590c0009f22b7f,be02289afeac81f6705767a4ed514053a5870021a6364037a880cf192937e126,TRUE,TRUE,TRUE,TRUE
M23_VALIDACAO_CSV,23,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/dados_finais/validacao_integrada_final.csv,08_metodologia_validacao/produtos/validacao_integrada_final.csv,csv,200,13ced726d1d849b76c5fa266397763f1,,TRUE,validacao,TRUE,TRUE,200,13ced726d1d849b76c5fa266397763f1,18b5fc9e2e4c08e2ceebcc5b5aeaf869d3ad96efa1e5d887dee1cf4840940d14,TRUE,TRUE,TRUE,TRUE
M23_VALIDACAO_RDS,23,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/dados_finais/validacao_integrada_final.rds,08_metodologia_validacao/produtos/validacao_integrada_final.rds,rds,269,2bd15462763ac47b45d67e49156edcee,,TRUE,validacao,TRUE,TRUE,269,2bd15462763ac47b45d67e49156edcee,a85759cd141634c252276c50b2c7c9d4d913c710256fc79681e6a815eb33fc07,TRUE,TRUE,TRUE,TRUE
M23_RESUMO,23,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/documentacao/validacao_integrada/execucao_20260802_211916/14_resumo_execucao.txt,08_metodologia_validacao/execucao_20260802_211916/14_resumo_execucao.txt,txt,674,639e4a7fae6e588945c397cd53c113e1,3c7faa00c8616dd6132a767390c449da95e7e5d88e9ab397a878ea79f48a5aab,TRUE,validacao,TRUE,TRUE,674,639e4a7fae6e588945c397cd53c113e1,3c7faa00c8616dd6132a767390c449da95e7e5d88e9ab397a878ea79f48a5aab,TRUE,TRUE,TRUE,TRUE
SCRIPT_15,15,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/R/15_consolidar_base_final.R,09_documentacao_reprodutibilidade/scripts/15_consolidar_base_final.R,R,88099,79d71551981aeeefb91b1f8fbcdc72bc,d43c50abcbf343bc541fa3043d9f444037f64f69ccf1850fad48fe0849df2cef,TRUE,reprodutibilidade,TRUE,TRUE,88099,79d71551981aeeefb91b1f8fbcdc72bc,d43c50abcbf343bc541fa3043d9f444037f64f69ccf1850fad48fe0849df2cef,TRUE,TRUE,TRUE,TRUE
SCRIPT_16,16,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/R/16_criar_perfil_escola.R,09_documentacao_reprodutibilidade/scripts/16_criar_perfil_escola.R,R,84217,3f750f7b551868bf5440689f27d97cc7,3f4a4e24f2cdaf876cfd137d0c58ac75ed8ba29064a5059711e9a376eaab1c82,TRUE,reprodutibilidade,TRUE,TRUE,84217,3f750f7b551868bf5440689f27d97cc7,3f4a4e24f2cdaf876cfd137d0c58ac75ed8ba29064a5059711e9a376eaab1c82,TRUE,TRUE,TRUE,TRUE
SCRIPT_17,17,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/R/17_construir_indice_complexidade.R,09_documentacao_reprodutibilidade/scripts/17_construir_indice_complexidade.R,R,56429,426391be76331dc2884ad43c6bef479c,201a10d2012b42a8e488ade3ca6003c26b9b0469852f352d97a0e4a0f14da04b,TRUE,reprodutibilidade,TRUE,TRUE,56429,426391be76331dc2884ad43c6bef479c,201a10d2012b42a8e488ade3ca6003c26b9b0469852f352d97a0e4a0f14da04b,TRUE,TRUE,TRUE,TRUE
SCRIPT_18,18,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/R/18_analisar_carteiras_assessoras.R,09_documentacao_reprodutibilidade/scripts/18_analisar_carteiras_assessoras.R,R,75758,55da057746dc44dedaa881bf046fe393,8b2b7519262302a21ef59aba76b93cf04b8836ed0cca3923f8be8bb9d47dee8d,TRUE,reprodutibilidade,TRUE,TRUE,75758,55da057746dc44dedaa881bf046fe393,8b2b7519262302a21ef59aba76b93cf04b8836ed0cca3923f8be8bb9d47dee8d,TRUE,TRUE,TRUE,TRUE
SCRIPT_19,19,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/R/19_gerar_fichas_escolas.R,09_documentacao_reprodutibilidade/scripts/19_gerar_fichas_escolas.R,R,51505,b0cec7ab570673a022d830ecd2e3ac51,178429f8741a936d8fb368248174ce17c5d1c754a9d45a44c9f11f3ee2ebec48,TRUE,reprodutibilidade,TRUE,TRUE,51505,b0cec7ab570673a022d830ecd2e3ac51,178429f8741a936d8fb368248174ce17c5d1c754a9d45a44c9f11f3ee2ebec48,TRUE,TRUE,TRUE,TRUE
SCRIPT_20,20,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/R/20_gerar_fichas_carteiras.R,09_documentacao_reprodutibilidade/scripts/20_gerar_fichas_carteiras.R,R,33034,50ac11259a49e4538c1323b5e42d1458,f08ba964d75ff352688ae279fd9aaa9446b18a354462e966bc41f6f61774c350,TRUE,reprodutibilidade,TRUE,TRUE,33034,50ac11259a49e4538c1323b5e42d1458,f08ba964d75ff352688ae279fd9aaa9446b18a354462e966bc41f6f61774c350,TRUE,TRUE,TRUE,TRUE
SCRIPT_21,21,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/R/21_tabelas_graficos_relatorio.R,09_documentacao_reprodutibilidade/scripts/21_tabelas_graficos_relatorio.R,R,74293,74cb796b25d30716b1689f9d4be1076e,c1616ac7eece2cce0055ac6eb25a883f5a187091ab2c565585e1dbd24d2c3c46,TRUE,reprodutibilidade,TRUE,TRUE,74293,74cb796b25d30716b1689f9d4be1076e,c1616ac7eece2cce0055ac6eb25a883f5a187091ab2c565585e1dbd24d2c3c46,TRUE,TRUE,TRUE,TRUE
SCRIPT_23,23,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/R/23_validacao_integrada_final.R,09_documentacao_reprodutibilidade/scripts/23_validacao_integrada_final.R,R,45267,944c3b00e79a55726bdcb8524a1c4563,149f64006614bdbb1bb875f11ae9e298b29ced1f8531be46d68771dd972a6cc3,TRUE,reprodutibilidade,TRUE,TRUE,45267,944c3b00e79a55726bdcb8524a1c4563,149f64006614bdbb1bb875f11ae9e298b29ced1f8531be46d68771dd972a6cc3,TRUE,TRUE,TRUE,TRUE
SCRIPT_25,25,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/R/25_pacote_entrega_final.R,09_documentacao_reprodutibilidade/scripts/25_pacote_entrega_final.R,R,48658,242873fbfa5b7d934563800429b1f849,ca4265914826baedeaf1898c77d1be95f3873ed45e3f9b747f5e76b0c10f6275,TRUE,reprodutibilidade,TRUE,TRUE,48658,242873fbfa5b7d934563800429b1f849,ca4265914826baedeaf1898c77d1be95f3873ed45e3f9b747f5e76b0c10f6275,TRUE,TRUE,TRUE,TRUE
