tentativa_realizada,pdf_gerado,arquivo_pdf,navegador,mensagem
TRUE,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/execucao_20260718_170534/fichas_escolas_compiladas.pdf,C:\Program Files/Google/Chrome/Application/chrome.exe,PDF compilado gerado com sucesso.
