id_escola,codigo_inep,nome_canonico,assessora,ano_escolar,componente,numero_turmas_2025,numero_turmas_2026,previstos_2025,previstos_2026,avaliados_2025,avaliados_2026,taxa_participacao_2025,taxa_participacao_2026,proficiencia_media_2025,proficiencia_media_2026,pct_defasagem_2025,pct_defasagem_2026,pct_intermediario_2025,pct_intermediario_2026,pct_adequado_2025,pct_adequado_2026,presente_2025,presente_2026,painel_balanceado,resultado_disponivel_2025,resultado_disponivel_2026,painel_resultado_balanceado,delta_numero_turmas,delta_previstos,delta_avaliados,delta_participacao,delta_proficiencia,delta_pct_defasagem,delta_pct_intermediario,delta_pct_adequado,variacao_relativa_previstos,variacao_relativa_avaliados,participacao_minima_70_ambos,participacao_minima_80_ambos,participacao_minima_90_ambos,aumento_participacao_10pp,queda_participacao_10pp,mudanca_previstos_20pct,turma_escola_pequena_2025,turma_escola_pequena_2026,observacao_composicao,peso_medio_avaliados,participacao_70_ambos,participacao_80_ambos,participacao_estavel_5pp,previstos_estaveis_20pct,faixa_delta_participacao,ano_escolar_fator,delta_proficiencia_predita_observada,delta_proficiencia_predita_participacao_estavel
ESC_032,,EMEF NOSSA SENHORA DE FATIMA,amanda,1,Língua Portuguesa,3,4,70,91,44,71,62.857142857142854,78.02197802197803,46.29545454545455,40.74647887323944,41.15909090909091,43.23943661971831,27.295454545454547,35.04225352112676,31.886363636363637,21.95774647887324,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,21,27,15.164835164835177,-5.548975672215107,2.0803457106274053,7.746798975672213,-9.928617157490397,30,61.36363636363637,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Mudança relevante no público previsto e aumento de participação,57.5,FALSE,FALSE,FALSE,FALSE,Aumento de 10 p.p. ou mais,1,-21.317435351793627,-26.382903973909904
ESC_033,,EMEF NOSSA SENHORA DO CARMO,amanda,1,Língua Portuguesa,3,4,67,94,54,76,80.59701492537313,80.85106382978724,49.629629629629626,14.921052631578949,40.888888888888886,80.07894736842105,16.85185185185185,16.105263157894736,42.592592592592595,4.052631578947368,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,27,22,0.25404890441410544,-34.70857699805068,39.19005847953217,-0.7465886939571149,-38.539961013645225,40.298507462686565,40.74074074074074,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Mudança relevante no número de estudantes previstos,65,TRUE,TRUE,TRUE,FALSE,Variação entre -5 e 5 p.p.,1,-16.62860397863986,-16.71346324283924
ESC_034,,EMEF PEPITA DE LEAO,nathalia,1,Língua Portuguesa,3,2,67,43,51,34,76.11940298507463,79.06976744186046,88.11764705882354,35,1.8823529411764703,43.47058823529411,14.117647058823527,49,84,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-1,-24,-17,2.9503644567858345,-53.117647058823536,41.588235294117645,34.88235294117647,-76,-35.82089552238806,-33.333333333333336,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Mudança relevante no número de estudantes previstos,42.5,TRUE,FALSE,TRUE,FALSE,Variação entre -5 e 5 p.p.,1,-48.91419267183031,-49.899694882517736
ESC_035,,EMEF PORTO NOVO,marian,1,Língua Portuguesa,2,2,47,45,33,41,70.2127659574468,91.11111111111111,67.96969696969697,22.536585365853657,15.272727272727272,70.90243902439025,30.515151515151516,17.048780487804876,54.21212121212121,12.048780487804878,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,-2,8,20.89834515366431,-45.433111603843315,55.629711751662974,-13.46637102734664,-42.163340724316335,-4.25531914893617,24.242424242424242,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Aumento de participação igual ou superior a 10 p.p.,37,TRUE,FALSE,FALSE,TRUE,Aumento de 10 p.p. ou mais,1,-31.276851787730013,-38.2574691488415
ESC_036,,EMEF PRES JOAO BELCHIOR MARQUES GOULART,marian,1,Língua Portuguesa,3,4,59,83,31,71,52.54237288135593,85.5421686746988,95.19354838709675,24.802816901408452,0,67.52112676056338,3.096774193548387,20.056338028169016,96.90322580645162,12.95774647887324,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,24,40,32.99979579334287,-70.39073148568832,67.52112676056338,16.959563834620628,-83.94547932757837,40.67796610169491,129.03225806451613,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Mudança relevante no público previsto e aumento de participação,51,FALSE,FALSE,FALSE,FALSE,Aumento de 10 p.p. ou mais,1,-56.783863018191454,-67.80669500485484
ESC_037,,EMEF PRESIDENTE VARGAS,eliane,1,Língua Portuguesa,2,2,47,45,38,37,80.85106382978724,82.22222222222223,51.421052631578945,26.18918918918919,31.73684210526316,67.48648648648648,31.63157894736842,21.10810810810811,36.63157894736842,11.945945945945946,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,-2,-1,1.3711583924349924,-25.231863442389756,35.74964438122333,-10.523470839260312,-24.68563300142247,-4.25531914893617,-2.6315789473684212,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Sem alerta principal de composição,37.5,TRUE,TRUE,TRUE,TRUE,Variação entre -5 e 5 p.p.,1,-18.941813979922582,-19.399818286420864
ESC_038,,EMEF PROF ANA IRIS DO AMARAL,eliane,1,Língua Portuguesa,2,2,48,40,33,36,68.75,90,62,55.44444444444444,17.848484848484848,22.555555555555557,27.424242424242426,38.333333333333336,54.21212121212121,38.55555555555556,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,-8,3,21.25,-6.555555555555557,4.707070707070709,10.90909090909091,-15.656565656565654,-16.666666666666668,9.090909090909092,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Aumento de participação igual ou superior a 10 p.p.,34.5,FALSE,FALSE,FALSE,TRUE,Aumento de 10 p.p. ou mais,1,-28.288146393943162,-35.38622606641951
ESC_039,,EMEF PROF ANISIO TEIXEIRA,andreia,1,Língua Portuguesa,4,4,77,73,61,67,79.22077922077922,91.78082191780824,67.73770491803279,48.44776119402985,16.442622950819672,33.02985074626866,27.868852459016395,40.134328358208954,55.75409836065574,27.16417910447761,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,-4,6,12.560042697029004,-19.28994372400294,16.587227795448985,12.26547589919256,-28.589919256178128,-5.194805194805195,9.836065573770492,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Aumento de participação igual ou superior a 10 p.p.,64,TRUE,FALSE,FALSE,TRUE,Aumento de 10 p.p. ou mais,1,-27.991724096385358,-32.18712097888967
ESC_040,,EMEF PROF GILBERTO JORGE GONCALVES DA SILVA,ruti,1,Língua Portuguesa,1,1,23,22,13,21,56.52173913043478,95.45454545454544,94,36,0,44,8,44,92,11,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,-1,8,38.93280632411067,-58,44,36,-81,-4.3478260869565215,61.53846153846154,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Aumento de participação igual ou superior a 10 p.p.,17,FALSE,FALSE,FALSE,TRUE,Aumento de 10 p.p. ou mais,1,-52.91295261942703,-65.91757196820953
ESC_041,,EMEF PROF JUDITH MACEDO DE ARAUJO,graziela,1,Língua Portuguesa,4,4,81,87,69,71,85.18518518518519,81.60919540229885,49.492753623188406,11.112676056338028,34.81159420289855,81.28169014084507,24.753623188405797,17.3943661971831,40.68115942028985,1.5774647887323945,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,6,2,-3.5759897828863387,-38.380077566850375,46.470095937946525,-7.359256991222697,-39.10369463155746,7.407407407407407,2.898550724637681,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Sem alerta principal de composição,70,TRUE,TRUE,TRUE,TRUE,Variação entre -5 e 5 p.p.,1,-15.945903233924803,-14.75142509807123
ESC_042,,EMEF PROF LARRY JOSE RIBEIRO ALVES,amanda,1,Língua Portuguesa,4,4,86,84,61,68,70.93023255813954,80.95238095238095,43.91803278688525,25.86764705882353,40.704918032786885,67.04411764705883,31.114754098360656,18.88235294117647,27.688524590163933,14.338235294117649,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,-2,7,10.022148394241412,-18.05038572806172,26.33919961427194,-12.232401157184183,-13.350289296046286,-2.3255813953488373,11.475409836065573,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Aumento de participação igual ou superior a 10 p.p.,64.5,TRUE,FALSE,FALSE,TRUE,Aumento de 10 p.p. ou mais,1,-17.152441991717545,-20.500112946621364
ESC_043,,EMEF RINCAO,jalize,1,Língua Portuguesa,2,2,45,47,34,39,75.55555555555556,82.97872340425532,87.47058823529412,44.12820512820513,6.117647058823529,44.41025641025641,6.117647058823529,23.94871794871795,88.23529411764706,31.153846153846153,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,2,5,7.423167848699762,-43.342383107088985,38.29260935143288,17.83107088989442,-57.081447963800905,4.444444444444445,14.705882352941176,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Sem alerta principal de composição,36.5,TRUE,FALSE,FALSE,TRUE,Aumento entre 5 e 10 p.p.,1,-45.908403837228114,-48.38794439309802
ESC_044,,EMEF SAINT HILAIRE,andreia,1,Língua Portuguesa,4,4,75,87,51,71,68,81.60919540229885,51.09803921568628,26.380281690140844,33.431372549019606,66.26760563380282,31.45098039215686,28.183098591549296,35.431372549019606,6.126760563380282,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,12,20,13.609195402298852,-24.717757525545434,32.83623308478321,-3.267881800607565,-29.30461198563933,16,39.21568627450981,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Aumento de participação igual ou superior a 10 p.p.,61,FALSE,FALSE,FALSE,TRUE,Aumento de 10 p.p. ou mais,1,-22.37880173969776,-26.924644245289098
ESC_045,,EMEF SAO PEDRO,marian,1,Língua Portuguesa,4,4,95,95,82,68,86.3157894736842,71.57894736842105,38.6219512195122,39.22058823529411,50.08536585365854,51.294117647058826,19.4390243902439,22.808823529411764,30.24390243902439,26.176470588235293,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,-14,-14.73684210526315,0.5986370157819181,1.208751793400289,3.369799139167863,-4.067431850789095,0,-17.073170731707318,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Queda de participação igual ou superior a 10 p.p.,75,TRUE,FALSE,FALSE,TRUE,Queda de 10 p.p. ou mais,1,-11.408578067866024,-6.486070802743107
ESC_046,,EMEF SEN ALBERTO PASQUALINI,julia,1,Língua Portuguesa,3,4,66,86,42,66,63.63636363636363,76.74418604651163,48.523809523809526,56.93939393939394,35.95238095238095,27.10606060606061,26.095238095238095,34.803030303030305,38.30952380952381,38.09090909090909,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,20,24,13.107822410147996,8.415584415584412,-8.846320346320343,8.70779220779221,-0.2186147186147167,30.303030303030305,57.142857142857146,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Mudança relevante no público previsto e aumento de participação,54,FALSE,FALSE,FALSE,FALSE,Aumento de 10 p.p. ou mais,1,-23.075315776560384,-27.453686025967496
ESC_047,,EMEF TIMBAUVA,nathalia,1,Língua Portuguesa,3,3,57,62,43,56,75.43859649122807,90.3225806451613,40.58139534883721,83.39285714285714,53.65116279069768,0,16.348837209302324,32.285714285714285,30,67.71428571428571,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,5,13,14.883984153933229,42.81146179401993,-53.65116279069768,15.93687707641196,37.71428571428571,8.771929824561404,30.232558139534884,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Aumento de participação igual ou superior a 10 p.p.,49.5,TRUE,FALSE,FALSE,TRUE,Aumento de 10 p.p. ou mais,1,-9.777050332945954,-14.748707056169174
ESC_048,,EMEF VER ANTONIO GIUDICE,clarissa,1,Língua Portuguesa,4,4,87,89,65,76,74.71264367816092,85.3932584269663,60.44615384615385,37.276315789473685,27.50769230769231,47.6578947368421,21.6,30.17105263157895,50.676923076923075,22.657894736842103,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,2,11,10.680614748805382,-23.169838056680163,20.150202429149793,8.571052631578947,-28.01902834008097,2.2988505747126435,16.923076923076923,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Aumento de participação igual ou superior a 10 p.p.,70.5,TRUE,FALSE,FALSE,TRUE,Aumento de 10 p.p. ou mais,1,-26.107268111596227,-29.67488479103369
ESC_049,,EMEF VER CARLOS PESSOA DE BRUM,priscila,1,Língua Portuguesa,5,5,120,93,86,73,71.66666666666667,78.49462365591398,48.2906976744186,10.89041095890411,31.3953488372093,85,40.84883720930232,15,27.75581395348837,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,-27,-13,6.827956989247312,-37.4002867155145,53.6046511627907,-25.848837209302324,-27.75581395348837,-22.5,-15.116279069767442,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Mudança relevante no número de estudantes previstos,79.5,TRUE,FALSE,FALSE,FALSE,Aumento entre 5 e 10 p.p.,1,-21.57556308047308,-23.85628697270456
ESC_050,,EMEF VER MARTIM ARANHA,priscila,1,Língua Portuguesa,3,4,55,71,38,57,69.0909090909091,80.28169014084507,58.05263157894737,10.192982456140353,23.473684210526315,89.7719298245614,31.289473684210527,6.298245614035087,44.94736842105263,4.175438596491228,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,16,19,11.190781049935978,-47.85964912280702,66.29824561403508,-24.99122807017544,-40.77192982456141,29.09090909090909,50,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Mudança relevante no público previsto e aumento de participação,47.5,FALSE,FALSE,FALSE,FALSE,Aumento de 10 p.p. ou mais,1,-26.98398939573867,-30.72201553642969
ESC_051,,EMEF VILA MONTE CRISTO,graziela,1,Língua Portuguesa,5,5,79,84,56,68,70.88607594936708,80.95238095238095,82.58928571428571,36.86764705882353,8.714285714285714,47.661764705882355,8.821428571428571,34.205882352941174,82.23214285714286,18.36764705882353,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,5,12,10.066305003013866,-45.72163865546218,38.94747899159664,25.384453781512605,-63.86449579831933,6.329113924050633,21.428571428571427,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Aumento de participação igual ou superior a 10 p.p.,62,TRUE,FALSE,FALSE,TRUE,Aumento de 10 p.p. ou mais,1,-44.542749240811446,-47.90516970758037
ESC_052,,EMEF WENCESLAU FONTOURA,eliane,1,Língua Portuguesa,4,4,93,90,70,80,75.26881720430107,88.88888888888889,61.15714285714286,31.35,22.928571428571427,56.4375,28.771428571428572,37.0375,48.51428571428571,6.525,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,-3,10,13.620071684587812,-29.807142857142857,33.50892857142857,8.26607142857143,-41.989285714285714,-3.225806451612903,14.285714285714286,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Aumento de participação igual ou superior a 10 p.p.,75,TRUE,FALSE,FALSE,TRUE,Aumento de 10 p.p. ou mais,1,-25.462616560609995,-30.012092041176736
ESC_053,,EMEM EMILIO MEYER,ruti,1,Língua Portuguesa,4,4,79,78,54,55,68.35443037974683,70.51282051282051,79.62962962962963,21.581818181818186,7.388888888888889,65.69090909090909,16.51851851851852,26.09090909090909,76.0925925925926,8.036363636363637,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,-1,1,2.1583901330736808,-58.047811447811455,58.3020202020202,9.572390572390573,-68.05622895622896,-1.2658227848101269,1.8518518518518519,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Sem alerta principal de composição,54.5,FALSE,FALSE,TRUE,TRUE,Variação entre -5 e 5 p.p.,1,-47.00222302819772,-47.72318421073156
ESC_054,,ESC EST ENS FUN PROFESSORA LEOPOLDA BARNEWITZ,julia,1,Língua Portuguesa,1,1,24,19,15,18,62.5,94.73684210526316,69,48,27,31,13,44,60,25,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,-5,3,32.236842105263165,-21,4,31,-35,-20.833333333333332,20,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Mudança relevante no público previsto e aumento de participação,16.5,FALSE,FALSE,FALSE,FALSE,Aumento de 10 p.p. ou mais,1,-33.89541038496077,-44.66339502741714
ESC_055,,ESCOLA DE ENSINO FUNDAMENTAL MADRE RAFFO,outras,1,Língua Portuguesa,1,1,13,6,13,6,100,100,100,31,0,50,0,50,100,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,-7,-7,0,-69,50,50,-100,-53.84615384615385,-53.84615384615385,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,Mudança relevante no número de estudantes previstos,9.5,TRUE,TRUE,TRUE,FALSE,Variação entre -5 e 5 p.p.,1,-43.300624626091576,-43.300624626091576
ESC_001,,EEF PEQUENA CASA DA CRIANCA,outras,2,Língua Portuguesa,3,3,56,46,37,41,66.07142857142857,89.1304347826087,57.37837837837838,41.90243902439025,18.864864864864863,36.707317073170735,51.67567567567568,52.926829268292686,29.89189189189189,10.365853658536585,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,-10,4,23.059006211180133,-15.475939353988132,17.842452208305872,1.2511535926170083,-19.526038233355308,-17.857142857142858,10.81081081081081,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Aumento de participação igual ou superior a 10 p.p.,39,FALSE,FALSE,FALSE,TRUE,Aumento de 10 p.p. ou mais,2,-8.020790237472678,-15.723127331829541
ESC_002,,EMEB DR LIBERATO SALZANO VIEIRA DA CUNHA,clarissa,2,Língua Portuguesa,4,4,88,81,69,74,78.4090909090909,91.35802469135804,65.71014492753623,38.08108108108108,21.92753623188406,47,30.594202898550726,36.98648648648648,47.98550724637681,16.243243243243242,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,-7,5,12.94893378226712,-27.629063846455153,25.07246376811594,6.392283587935758,-31.74226400313357,-7.954545454545454,7.246376811594203,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Aumento de participação igual ou superior a 10 p.p.,71.5,TRUE,FALSE,FALSE,TRUE,Aumento de 10 p.p. ou mais,2,-8.880414721594928,-13.205711835013854
ESC_003,,EMEF AFONSO GUERREIRO LIMA,graziela,2,Língua Portuguesa,4,4,97,81,74,73,76.28865979381443,90.12345679012346,70.14864864864865,47.83561643835616,18.93243243243243,39.917808219178085,25.58108108108108,27,55.472972972972975,33.082191780821915,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,-16,-1,13.834796996309024,-22.313032210292484,20.985375786745653,1.4189189189189193,-22.39078119215106,-16.49484536082474,-1.3513513513513513,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Aumento de participação igual ou superior a 10 p.p.,73.5,TRUE,FALSE,FALSE,TRUE,Aumento de 10 p.p. ou mais,2,-13.460495694339958,-18.081695286449975
ESC_004,,EMEF AMERICA,nathalia,2,Língua Portuguesa,2,2,52,42,44,37,84.61538461538461,88.0952380952381,53.18181818181818,51.51351351351352,31.90909090909091,30.35135135135135,34.18181818181818,41.945945945945944,33.90909090909091,27.7027027027027,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,-10,-7,3.479853479853489,-1.668304668304664,-1.5577395577395592,7.764127764127764,-6.206388206388205,-19.23076923076923,-15.909090909090908,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Sem alerta principal de composição,40.5,TRUE,TRUE,TRUE,TRUE,Variação entre -5 e 5 p.p.,2,0.6175422259917305,-0.5448237621750529
ESC_005,,EMEF ARAMY SILVA,priscila,2,Língua Portuguesa,4,4,82,78,59,69,71.95121951219512,88.46153846153847,63.016949152542374,49.53623188405797,25.305084745762713,41.2463768115942,25.47457627118644,26.92753623188406,49.25423728813559,31.82608695652174,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,-4,10,16.510318949343343,-13.480717268484405,15.94129206583149,1.4529599606976191,-17.428150331613853,-4.878048780487805,16.949152542372882,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Aumento de participação igual ou superior a 10 p.p.,64,TRUE,FALSE,FALSE,TRUE,Aumento de 10 p.p. ou mais,2,-9.91104529642028,-15.425942205617215
ESC_006,,EMEF CAMPOS DO CRISTAL,andreia,2,Língua Portuguesa,2,2,50,33,43,32,86,96.96969696969695,59.58139534883721,56.375,34.86046511627907,21.75,14.093023255813954,39.1875,51.04651162790697,39.1875,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,-17,-11,10.969696969696969,-3.206395348837212,-13.110465116279071,25.094476744186046,-11.859011627906971,-34,-25.58139534883721,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Mudança relevante no público previsto e aumento de participação,37.5,TRUE,TRUE,FALSE,FALSE,Aumento de 10 p.p. ou mais,2,-1.0698172492768947,-4.733995276280723
ESC_007,,EMEF CHAPEU DO SOL,ruti,2,Língua Portuguesa,4,5,98,111,74,97,75.51020408163265,87.38738738738739,56.48648648648648,58.88659793814433,37.71621621621622,26.804123711340207,20.18918918918919,27,41.891891891891895,46.1958762886598,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,13,23,11.87718330575474,2.4001114516578426,-10.91209250487601,6.8108108108108105,4.303984396767902,13.26530612244898,31.08108108108108,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Aumento de participação igual ou superior a 10 p.p.,85.5,TRUE,FALSE,FALSE,TRUE,Aumento de 10 p.p. ou mais,2,-3.7983078609236145,-7.76561107922258
ESC_008,,EMEF CHICO MENDES,eliane,2,Língua Portuguesa,4,4,90,92,62,75,68.88888888888889,81.52173913043478,62.61290322580645,53.61333333333334,27.596774193548388,29.2,22.693548387096776,35.45333333333333,49.96774193548387,35.38666666666666,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,2,13,12.632850241545896,-8.999569892473112,1.6032258064516114,12.759784946236556,-14.581075268817209,2.2222222222222223,20.967741935483872,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Aumento de participação igual ou superior a 10 p.p.,68.5,FALSE,FALSE,FALSE,TRUE,Aumento de 10 p.p. ou mais,2,-12.685031760663303,-16.90474834913176
ESC_009,,EMEF DECIO MARTINS COSTA,nathalia,2,Língua Portuguesa,4,4,104,96,73,88,70.1923076923077,91.66666666666669,35.31506849315068,39.86363636363637,63.12328767123287,46.11363636363637,19.136986301369863,36.70454545454545,17.73972602739726,17.181818181818183,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,-8,15,21.474358974358974,4.548567870485684,-17.009651307596506,17.56755915317559,-0.5579078455790771,-7.6923076923076925,20.54794520547945,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Aumento de participação igual ou superior a 10 p.p.,80.5,TRUE,FALSE,FALSE,TRUE,Aumento de 10 p.p. ou mais,2,10.31771587048801,3.1446941803535555
ESC_010,,EMEF DEP MARCIRIO GOULART LOUREIRO,marian,2,Língua Portuguesa,4,4,108,92,74,76,68.51851851851852,82.6086956521739,32.486486486486484,44.94736842105263,56.810810810810814,43.48684210526316,28.45945945945946,27.605263157894736,14.95945945945946,28.907894736842103,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,-16,2,14.090177133655388,12.460881934566146,-13.323968705547657,-0.8541963015647234,13.948435277382648,-14.814814814814817,2.7027027027027026,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Aumento de participação igual ou superior a 10 p.p.,75,FALSE,FALSE,FALSE,TRUE,Aumento de 10 p.p. ou mais,2,8.521458833020427,3.814955308597357
ESC_011,,EMEF DEP VICTOR ISSLER,clarissa,2,Língua Portuguesa,5,5,133,119,116,108,87.21804511278195,90.7563025210084,58.37068965517241,56.22222222222222,31.939655172413794,36.342592592592595,21.54310344827586,20.23148148148148,46.51724137931034,43.42592592592592,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,-14,-8,3.538257408226457,-2.1484674329501914,4.402937420178802,-1.3116219667943805,-3.091315453384418,-10.526315789473683,-6.896551724137931,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Sem alerta principal de composição,112,TRUE,TRUE,TRUE,TRUE,Variação entre -5 e 5 p.p.,2,-1.0546840571485667,-2.2365585505754417
ESC_012,,EMEF DOLORES ALCARAZ CALDAS,jalize,2,Língua Portuguesa,6,5,154,132,112,112,72.72727272727273,84.84848484848484,49.625,51.05357142857143,41.089285714285715,36.24107142857143,24.982142857142858,27.151785714285715,34.0625,36.401785714285715,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-1,-22,0,12.12121212121211,1.4285714285714306,-4.848214285714285,2.1696428571428577,2.3392857142857153,-14.285714285714286,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Aumento de participação igual ou superior a 10 p.p.,112,TRUE,FALSE,FALSE,TRUE,Aumento de 10 p.p. ou mais,2,-1.6113603793230489,-5.6601758787747976
ESC_015,,EMEF GABRIEL OBINO,amanda,2,Língua Portuguesa,3,2,56,44,48,39,85.71428571428571,88.63636363636364,76.875,50.282051282051285,14.8125,32.12820512820513,20.8125,32.30769230769231,64.375,35.56410256410256,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-1,-12,-9,2.922077922077932,-26.592948717948715,17.31570512820513,11.495192307692308,-28.81089743589744,-21.428571428571427,-18.75,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Mudança relevante no número de estudantes previstos,43.5,TRUE,TRUE,TRUE,FALSE,Variação entre -5 e 5 p.p.,2,-15.88175979218185,-16.85781352865683
ESC_016,,EMEF GOV ILDO MENEGHETTI,clarissa,2,Língua Portuguesa,5,5,113,114,93,90,82.30088495575221,78.94736842105263,53.483870967741936,33.15555555555556,37.61290322580645,53.62222222222222,25.591397849462364,35.7,36.59139784946237,10.677777777777775,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,1,-3,-3.3535165346995797,-20.328315412186377,16.00931899641577,10.10860215053764,-25.91362007168459,0.8849557522123894,-3.225806451612903,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Sem alerta principal de composição,91.5,TRUE,FALSE,TRUE,TRUE,Variação entre -5 e 5 p.p.,2,-2.6972347607765634,-1.5770687585994203
ESC_017,,EMEF GRANDE ORIENTE DO RGS,andreia,2,Língua Portuguesa,4,4,98,87,67,61,68.36734693877551,70.11494252873563,43.97014925373134,43.34426229508197,38.74626865671642,48.85245901639344,43.507462686567166,26.49180327868853,18.253731343283583,25.50819672131147,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,-11,-6,1.7475955899601132,-0.6258869586493745,10.106190359677022,-17.01565940787864,7.254465378027891,-11.224489795918368,-8.955223880597014,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Sem alerta principal de composição,64,FALSE,FALSE,TRUE,TRUE,Variação entre -5 e 5 p.p.,2,-3.794409736868417,-4.378154336059254
