id_escola,codigo_inep,nome_canonico,assessora,ano_escolar,componente,numero_turmas_2025,numero_turmas_2026,previstos_2025,previstos_2026,avaliados_2025,avaliados_2026,taxa_participacao_2025,taxa_participacao_2026,proficiencia_media_2025,proficiencia_media_2026,pct_defasagem_2025,pct_defasagem_2026,pct_intermediario_2025,pct_intermediario_2026,pct_adequado_2025,pct_adequado_2026,presente_2025,presente_2026,painel_balanceado,resultado_disponivel_2025,resultado_disponivel_2026,painel_resultado_balanceado,delta_numero_turmas,delta_previstos,delta_avaliados,delta_participacao,delta_proficiencia,delta_pct_defasagem,delta_pct_intermediario,delta_pct_adequado,variacao_relativa_previstos,variacao_relativa_avaliados,participacao_minima_70_ambos,participacao_minima_80_ambos,participacao_minima_90_ambos,aumento_participacao_10pp,queda_participacao_10pp,mudanca_previstos_20pct,turma_escola_pequena_2025,turma_escola_pequena_2026,observacao_composicao,peso_medio_avaliados,participacao_70_ambos,participacao_80_ambos,participacao_estavel_5pp,previstos_estaveis_20pct,faixa_delta_participacao,ano_escolar_fator,delta_proficiencia_predita_observada,delta_proficiencia_predita_participacao_estavel
ESC_018,,EMEF HEITOR VILLA LOBOS,jalize,2,Língua Portuguesa,4,3,96,76,73,69,76.04166666666667,90.78947368421052,58.47945205479452,41.2463768115942,27.54794520547945,44.73913043478261,23.28767123287671,38.01449275362319,49.42465753424658,17.579710144927535,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-1,-20,-4,14.747807017543847,-17.233075243200318,17.19118522930316,14.726821520746476,-31.84494738931904,-20.833333333333332,-5.47945205479452,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Mudança relevante no público previsto e aumento de participação,71,TRUE,FALSE,FALSE,FALSE,Aumento de 10 p.p. ou mais,2,-5.118439113411231,-10.0446089583445
ESC_019,,EMEF JEAN PIAGET,clarissa,2,Língua Portuguesa,3,3,77,58,54,50,70.12987012987013,86.20689655172414,53.18518518518518,53.08,38.74074074074074,28.84,23.925925925925927,35.14,37.092592592592595,35.3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,-19,-4,16.077026421854015,-0.10518518518518503,-9.90074074074074,11.214074074074071,-1.792592592592598,-24.67532467532467,-7.407407407407407,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Mudança relevante no público previsto e aumento de participação,52,TRUE,FALSE,FALSE,FALSE,Aumento de 10 p.p. ou mais,2,-4.916898978348215,-10.287064363704772
ESC_020,,EMEF JOAO ANTONIO SATTE,eliane,2,Língua Portuguesa,3,3,57,61,35,50,61.40350877192982,81.9672131147541,64.14285714285714,51.2,19.771428571428572,28.32,31.34285714285714,47.12,48.57142857142857,24.88,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,4,15,20.56370434282428,-12.942857142857136,8.548571428571428,15.777142857142856,-23.69142857142857,7.017543859649122,42.857142857142854,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Aumento de participação igual ou superior a 10 p.p.,42.5,FALSE,FALSE,FALSE,TRUE,Aumento de 10 p.p. ou mais,2,-15.895740361111987,-22.76457856283501
ESC_021,,EMEF JOAO CARLOS DAVILA PAIXAO CORTES - LACADOR,julia,2,Língua Portuguesa,1,1,25,20,22,18,88,90,95,67,0,19,9,19,91,63,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,-5,-4,2,-28,19,10,-28,-20,-18.181818181818183,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Mudança relevante no número de estudantes previstos,20,TRUE,TRUE,TRUE,TRUE,Variação entre -5 e 5 p.p.,2,-27.606827130635192,-28.27488168804474
ESC_022,,EMEF JOSE LOUREIRO DA SILVA,jalize,2,Língua Portuguesa,4,4,93,85,65,62,69.89247311827957,72.94117647058823,61.84615384615385,62.03225806451613,24.476923076923075,23.016129032258064,32,27.5,42.98461538461538,49.483870967741936,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,-8,-3,3.0487033523086637,0.18610421836228144,-1.4607940446650112,-4.5,6.499255583126555,-8.602150537634408,-4.615384615384615,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Sem alerta principal de composição,63.5,FALSE,FALSE,TRUE,TRUE,Variação entre -5 e 5 p.p.,2,-15.057857168134884,-16.076207252484647
ESC_023,,EMEF JOSE MARIANO BECK,nathalia,2,Língua Portuguesa,3,3,65,60,52,48,80,80,60.94230769230769,59.625,24.865384615384617,30.4375,30.692307692307693,22.458333333333332,44.44230769230769,46.75,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,-5,-4,0,-1.3173076923076934,5.572115384615383,-8.233974358974361,2.3076923076923066,-7.6923076923076925,-7.6923076923076925,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Sem alerta principal de composição,50,TRUE,TRUE,TRUE,TRUE,Variação entre -5 e 5 p.p.,2,-8.734992152760967,-8.734992152760967
ESC_024,,EMEF LAURO RODRIGUES,clarissa,2,Língua Portuguesa,3,3,72,66,62,59,86.11111111111111,89.39393939393939,65.91935483870968,73.44067796610169,24.080645161290324,16.440677966101696,22.322580645161292,17.627118644067796,52.91935483870968,66.28813559322033,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,-6,-3,3.2828282828282767,7.521323127392009,-7.639967195188628,-4.695462001093496,13.368780754510652,-8.333333333333334,-4.838709677419355,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Sem alerta principal de composição,60.5,TRUE,TRUE,TRUE,TRUE,Variação entre -5 e 5 p.p.,2,-7.195663983504275,-8.29221818127246
ESC_025,,EMEF LEOCADIA FELIZARDO PRESTES,graziela,2,Língua Portuguesa,2,2,53,49,36,41,67.9245283018868,83.6734693877551,67.69444444444444,44.26829268292683,25.194444444444443,46.21951219512195,11.083333333333334,25.73170731707317,63.72222222222222,28.048780487804876,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,-4,5,15.74894108586831,-23.426151761517616,21.025067750677508,14.648373983739836,-35.673441734417345,-7.547169811320755,13.88888888888889,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Aumento de participação igual ou superior a 10 p.p.,38.5,FALSE,FALSE,FALSE,TRUE,Aumento de 10 p.p. ou mais,2,-16.261802711197785,-21.522378644592106
ESC_026,,EMEF LIDOVINO FANTON,julia,2,Língua Portuguesa,4,4,109,91,78,69,71.55963302752293,75.82417582417582,40.47435897435897,45.08695652173913,51.15384615384615,38.98550724637681,29.487179487179485,38.11594202898551,19.06410256410257,22.652173913043477,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,-18,-9,4.26454279665289,4.612597547380162,-12.16833890746934,8.628762541806022,3.588071348940911,-16.513761467889907,-11.538461538461538,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Sem alerta principal de composição,73.5,TRUE,FALSE,TRUE,TRUE,Variação entre -5 e 5 p.p.,2,1.4661961399091936,0.04172251462320986
ESC_027,,EMEF MARIO QUINTANA,ruti,2,Língua Portuguesa,2,2,49,44,46,34,93.87755102040816,77.27272727272727,49,34.029411764705884,37,48.294117647058826,32.5,35.205882352941174,30.5,17.058823529411764,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,-5,-12,-16.604823747680896,-14.970588235294116,11.294117647058826,2.705882352941174,-13.441176470588236,-10.20408163265306,-26.08695652173913,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Queda de participação igual ou superior a 10 p.p.,40,TRUE,FALSE,FALSE,TRUE,Queda de 10 p.p. ou mais,2,3.325423167682354,8.871887257492526
ESC_028,,EMEF MIGRANTES,nathalia,2,Língua Portuguesa,1,1,21,18,19,16,90.47619047619048,88.88888888888889,62,57,16,40,42,20,42,40,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,-3,-3,-1.587301587301596,-5,24,-22,-2,-14.285714285714286,-15.789473684210526,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Baixo número de avaliados em pelo menos um ano,17.5,TRUE,TRUE,TRUE,TRUE,Variação entre -5 e 5 p.p.,2,-3.3497216212004695,-2.8195195915103675
ESC_029,,EMEF MORADAS DA HIPICA,amanda,2,Língua Portuguesa,4,4,99,99,79,92,79.79797979797979,92.92929292929291,71.15189873417721,86.32608695652173,19.063291139240505,5.173913043478261,19.227848101265824,13.98913043478261,62.21518987341772,81.06521739130434,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,13,13.131313131313137,15.174188222344526,-13.889378095762243,-5.238717666483215,18.850027517886623,0,16.455696202531644,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Aumento de participação igual ou superior a 10 p.p.,85.5,TRUE,FALSE,FALSE,TRUE,Aumento de 10 p.p. ou mais,2,-11.518725202402774,-15.9049419934755
ESC_030,,EMEF MORRO DA CRUZ,andreia,2,Língua Portuguesa,4,4,94,74,77,60,81.91489361702128,81.08108108108108,44.75324675324675,35.85,37.62337662337662,53.333333333333336,45.493506493506494,24.416666666666668,16.883116883116884,22.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,-20,-17,-0.8338125359401971,-8.903246753246755,15.709956709956714,-21.076839826839823,5.616883116883116,-21.27659574468085,-22.07792207792208,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Mudança relevante no número de estudantes previstos,68.5,TRUE,TRUE,TRUE,FALSE,Variação entre -5 e 5 p.p.,2,3.357778592548893,3.636294724878919
ESC_031,,EMEF NEUSA GOULART BRIZOLA,julia,2,Língua Portuguesa,2,2,43,43,36,35,83.72093023255815,81.3953488372093,59,72.88571428571429,28,9.714285714285714,28,32.6,44.5,57.68571428571428,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,-1,-2.3255813953488484,13.885714285714286,-18.285714285714285,4.600000000000001,13.185714285714283,0,-2.7777777777777777,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Sem alerta principal de composição,35.5,TRUE,TRUE,TRUE,TRUE,Variação entre -5 e 5 p.p.,2,-5.397593233480169,-4.620785608585354
ESC_032,,EMEF NOSSA SENHORA DE FATIMA,amanda,2,Língua Portuguesa,3,3,75,60,56,41,74.66666666666667,68.33333333333333,49.82142857142857,48.80487804878049,42.67857142857143,32.21951219512195,26.642857142857142,32.41463414634146,30.285714285714285,35.02439024390244,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,-15,-15,-6.333333333333343,-1.0165505226480818,-10.45905923344948,5.7717770034843205,4.7386759581881535,-20,-26.785714285714285,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Mudança relevante no número de estudantes previstos,48.5,FALSE,FALSE,FALSE,TRUE,Queda entre 5 e 10 p.p.,2,-6.839533202939048,-4.724027104475507
ESC_033,,EMEF NOSSA SENHORA DO CARMO,amanda,2,Língua Portuguesa,3,3,69,66,61,60,88.40579710144928,90.9090909090909,79.14754098360656,33.6,8.081967213114755,58.55,24.40983606557377,21.166666666666668,67.1311475409836,20.283333333333335,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,-3,-1,2.503293807641626,-45.54754098360656,50.468032786885246,-3.243169398907103,-46.84781420765027,-4.3478260869565215,-1.639344262295082,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Sem alerta principal de composição,60.5,TRUE,TRUE,TRUE,TRUE,Variação entre -5 e 5 p.p.,2,-15.27183517386366,-16.10800359222871
ESC_034,,EMEF PEPITA DE LEAO,nathalia,2,Língua Portuguesa,3,3,60,66,41,52,68.33333333333333,78.78787878787878,45.926829268292686,44.63461538461539,43.85365853658536,49.11538461538461,24.463414634146343,16.134615384615383,31.73170731707317,34.75,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,6,11,10.454545454545451,-1.2922138836772987,5.261726078799249,-8.32879924953096,3.0182926829268304,10,26.829268292682926,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Aumento de participação igual ou superior a 10 p.p.,46.5,FALSE,FALSE,FALSE,TRUE,Aumento de 10 p.p. ou mais,2,-1.5604548229010646,-5.052558191178193
ESC_035,,EMEF PORTO NOVO,marian,2,Língua Portuguesa,2,2,46,43,38,41,82.6086956521739,95.34883720930232,73.26315789473684,67.97560975609755,13.263157894736842,14.073170731707316,28.789473684210527,35.926829268292686,57.94736842105263,50,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,-3,3,12.740141557128425,-5.287548138639281,0.8100128369704738,7.137355584082158,-7.94736842105263,-6.521739130434782,7.894736842105263,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Aumento de participação igual ou superior a 10 p.p.,39.5,TRUE,TRUE,FALSE,TRUE,Aumento de 10 p.p. ou mais,2,-11.53805930393889,-15.79361411858002
ESC_036,,EMEF PRES JOAO BELCHIOR MARQUES GOULART,marian,2,Língua Portuguesa,3,3,65,58,42,53,64.61538461538461,91.3793103448276,75.28571428571429,51.301886792452834,12.095238095238097,32.64150943396226,30.80952380952381,29.0188679245283,57.095238095238095,38.33962264150944,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,-7,11,26.763925729442978,-23.983827493261455,20.546271338724168,-1.790655884995509,-18.75561545372866,-10.76923076923077,26.19047619047619,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Aumento de participação igual ou superior a 10 p.p.,47.5,FALSE,FALSE,FALSE,TRUE,Aumento de 10 p.p. ou mais,2,-20.311187150912108,-29.25106842977448
ESC_037,,EMEF PRESIDENTE VARGAS,eliane,2,Língua Portuguesa,2,2,46,47,32,40,69.56521739130434,85.1063829787234,57.375,50.05,34.34375,30.95,22.21875,40.7,43.4375,28.35,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,1,8,15.54116558741906,-7.325000000000003,-3.3937500000000007,18.481250000000003,-15.0875,2.1739130434782608,25,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Aumento de participação igual ou superior a 10 p.p.,36,FALSE,FALSE,FALSE,TRUE,Aumento de 10 p.p. ou mais,2,-7.52015626425672,-12.711329513322504
ESC_038,,EMEF PROF ANA IRIS DO AMARAL,eliane,2,Língua Portuguesa,2,2,49,44,41,40,83.6734693877551,90.9090909090909,69.34146341463415,72.225,14.609756097560975,10.725,24.48780487804878,40.475,60.90243902439025,48.8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,-5,-1,7.235621521335801,2.883536585365846,-3.884756097560976,15.98719512195122,-12.10243902439025,-10.20408163265306,-2.4390243902439024,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Sem alerta principal de composição,40.5,TRUE,TRUE,FALSE,TRUE,Aumento entre 5 e 10 p.p.,2,-9.997597798135061,-12.414492764644521
ESC_039,,EMEF PROF ANISIO TEIXEIRA,andreia,2,Língua Portuguesa,3,4,61,79,50,69,81.9672131147541,87.34177215189874,65.58,65.81159420289855,20,16.753623188405797,33.98,31.08695652173913,46.02,52.44927536231884,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,18,19,5.3745590371446355,0.23159420289854893,-3.246376811594203,-2.893043478260868,6.42927536231884,29.50819672131147,38,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Mudança relevante no número de estudantes previstos,59.5,TRUE,TRUE,FALSE,FALSE,Aumento entre 5 e 10 p.p.,2,-7.650674946057929,-9.44592427547347
ESC_040,,EMEF PROF GILBERTO JORGE GONCALVES DA SILVA,ruti,2,Língua Portuguesa,1,1,21,21,14,21,66.66666666666667,100,92,41,7,42,7,37,86,21,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,7,33.33333333333333,-51,35,30,-65,0,50,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Aumento de participação igual ou superior a 10 p.p.,17.5,FALSE,FALSE,FALSE,TRUE,Aumento de 10 p.p. ou mais,2,-28.349152069326504,-39.483394692818806
ESC_041,,EMEF PROF JUDITH MACEDO DE ARAUJO,graziela,2,Língua Portuguesa,3,3,79,79,71,69,89.87341772151899,87.34177215189874,61.38028169014085,60.01449275362319,22.47887323943662,28.36231884057971,32.28169014084507,25.15942028985507,44.929577464788736,46.84057971014493,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,-2,-2.5316455696202524,-1.36578893651766,5.883445601143091,-7.122269850989998,1.911002245356194,0,-2.816901408450704,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Sem alerta principal de composição,70,TRUE,TRUE,TRUE,TRUE,Variação entre -5 e 5 p.p.,2,-3.1149807620748042,-2.2693420818095653
ESC_042,,EMEF PROF LARRY JOSE RIBEIRO ALVES,amanda,2,Língua Portuguesa,3,4,82,97,65,79,79.26829268292683,81.44329896907216,33.246153846153845,42.45569620253165,62.96923076923077,46.88607594936709,20.153846153846153,29.89873417721519,16.876923076923077,23.21518987341772,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,15,14,2.175006286145333,9.209542356377804,-16.08315481986368,9.744888023369036,6.3382667964946435,18.29268292682927,21.53846153846154,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Sem alerta principal de composição,72,TRUE,FALSE,TRUE,TRUE,Variação entre -5 e 5 p.p.,2,12.250913057719394,11.524401626792503
ESC_043,,EMEF RINCAO,jalize,2,Língua Portuguesa,2,2,48,48,44,44,91.66666666666669,91.66666666666669,80.27272727272727,72.63636363636364,11.636363636363637,10.363636363636363,16,24.90909090909091,72.9090909090909,65.18181818181819,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,0,0,-7.636363636363626,-1.2727272727272734,8.90909090909091,-7.72727272727272,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Sem alerta principal de composição,44,TRUE,TRUE,TRUE,TRUE,Variação entre -5 e 5 p.p.,2,-14.610739720781854,-14.610739720781854
ESC_044,,EMEF SAINT HILAIRE,andreia,2,Língua Portuguesa,4,3,90,74,66,56,73.33333333333333,75.67567567567568,42.86363636363637,41.660714285714285,47.10606060606061,40.910714285714285,33.621212121212125,43.625,19.75757575757576,15.464285714285714,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-1,-16,-10,2.3423423423423486,-1.2029220779220822,-6.195346320346324,10.003787878787875,-4.293290043290044,-17.77777777777778,-15.151515151515152,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Sem alerta principal de composição,61,TRUE,FALSE,TRUE,TRUE,Variação entre -5 e 5 p.p.,2,0.23837281120438192,-0.5440334272031926
ESC_045,,EMEF SAO PEDRO,marian,2,Língua Portuguesa,5,4,102,86,79,76,77.45098039215686,88.37209302325581,70.9113924050633,43.6578947368421,15.253164556962023,41.38157894736842,29.075949367088608,33.78947368421053,55.89873417721519,24.26315789473684,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-1,-16,-3,10.92111263109895,-27.253497668221193,26.12841439040639,4.713524317121919,-31.635576282478347,-15.68627450980392,-3.7974683544303796,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Aumento de participação igual ou superior a 10 p.p.,77.5,TRUE,FALSE,FALSE,TRUE,Aumento de 10 p.p. ou mais,2,-14.18508793968353,-17.833037472277784
ESC_046,,EMEF SEN ALBERTO PASQUALINI,julia,2,Língua Portuguesa,3,3,77,68,57,56,74.02597402597402,82.3529411764706,54.49122807017544,60.535714285714285,28.140350877192983,28.464285714285715,40.26315789473684,20.625,31.614035087719294,50.910714285714285,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,-9,-1,8.326967150496571,6.044486215538846,0.3239348370927324,-19.63815789473684,19.296679197994987,-11.688311688311687,-1.7543859649122806,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Sem alerta principal de composição,56.5,TRUE,FALSE,FALSE,TRUE,Aumento entre 5 e 10 p.p.,2,-5.414406175174619,-8.195840352318982
ESC_047,,EMEF TIMBAUVA,nathalia,2,Língua Portuguesa,3,3,60,57,47,56,78.33333333333333,98.24561403508773,72.08510638297872,70.46428571428571,21.382978723404257,17.357142857142858,17.04255319148936,25.25,61.85106382978723,57.392857142857146,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,-3,9,19.9122807017544,-1.620820668693014,-4.025835866261399,8.207446808510639,-4.45820668693009,-5,19.148936170212767,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Aumento de participação igual ou superior a 10 p.p.,51.5,TRUE,FALSE,FALSE,TRUE,Aumento de 10 p.p. ou mais,2,-11.063441527430523,-17.714686463043034
ESC_048,,EMEF VER ANTONIO GIUDICE,clarissa,2,Língua Portuguesa,3,4,67,87,48,76,71.64179104477611,87.356321839080465,57.291666666666664,69.52631578947368,35.208333333333336,21.51315789473684,16.916666666666668,17.105263157894736,47.875,61.0921052631579,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,20,28,15.714530794304352,12.23464912280702,-13.695175438596491,0.18859649122806843,13.217105263157896,29.850746268656717,58.333333333333336,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Mudança relevante no público previsto e aumento de participação,62,TRUE,FALSE,FALSE,FALSE,Aumento de 10 p.p. ou mais,2,-5.057662277756535,-10.306744235100297
ESC_049,,EMEF VER CARLOS PESSOA DE BRUM,priscila,2,Língua Portuguesa,4,5,107,119,76,90,71.02803738317758,75.63025210084034,66.21052631578948,41.28888888888889,23.76315789473684,47.333333333333336,25.394736842105264,28.344444444444445,51.1578947368421,24.72222222222222,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,12,14,4.602214717662761,-24.92163742690059,23.570175438596493,2.9497076023391813,-26.43567251461988,11.214953271028037,18.42105263157895,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Sem alerta principal de composição,83,TRUE,FALSE,TRUE,TRUE,Variação entre -5 e 5 p.p.,2,-16.215533673496896,-17.752798931652823
ESC_050,,EMEF VER MARTIM ARANHA,priscila,2,Língua Portuguesa,3,3,74,55,58,39,78.37837837837837,70.9090909090909,57.12068965517241,57.666666666666664,27.56896551724138,24.58974358974359,38.10344827586207,38.82051282051282,34.689655172413794,37.35897435897436,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,-19,-19,-7.469287469287465,0.5459770114942515,-2.9792219274977896,0.7170645446507464,2.669319186560564,-25.675675675675677,-32.758620689655174,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Mudança relevante no número de estudantes previstos,48.5,TRUE,FALSE,FALSE,FALSE,Queda entre 5 e 10 p.p.,2,-10.197549037747383,-7.70260327051766
ESC_051,,EMEF VILA MONTE CRISTO,graziela,2,Língua Portuguesa,4,4,87,83,68,77,78.16091954022988,92.7710843373494,56.48529411764706,46.76623376623377,29.352941176470587,39.532467532467535,30.794117647058822,33.935064935064936,39.60294117647059,26.532467532467532,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,-4,9,14.61016479711951,-9.71906035141329,10.179526355996948,3.140947288006114,-13.070473644003055,-4.597701149425287,13.235294117647058,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Aumento de participação igual ou superior a 10 p.p.,72.5,TRUE,FALSE,FALSE,TRUE,Aumento de 10 p.p. ou mais,2,-1.7674649288198268,-6.647658517429868
ESC_052,,EMEF WENCESLAU FONTOURA,eliane,2,Língua Portuguesa,4,4,106,97,82,91,77.35849056603773,93.81443298969072,53.829268292682926,63.68131868131868,34.30487804878049,19.054945054945055,29.341463414634145,33.637362637362635,36.35365853658536,47.30769230769231,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,-9,9,16.455942423652985,9.852050388635751,-15.249932993835433,4.29589922272849,10.954033771106944,-8.49056603773585,10.975609756097562,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Aumento de participação igual ou superior a 10 p.p.,86.5,TRUE,FALSE,FALSE,TRUE,Aumento de 10 p.p. ou mais,2,0.08407096847762574,-5.412662697817531
ESC_053,,EMEM EMILIO MEYER,ruti,2,Língua Portuguesa,4,4,76,75,63,73,82.89473684210526,97.33333333333331,46.904761904761905,46.95890410958904,38.26984126984127,37.32876712328767,36.698412698412696,28.36986301369863,25.50793650793651,34.04109589041096,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,-1,10,14.438596491228068,0.05414220482713716,-0.9410741465536034,-8.328549684714066,8.533159382474448,-1.3157894736842106,15.873015873015873,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Aumento de participação igual ou superior a 10 p.p.,68,TRUE,TRUE,FALSE,TRUE,Aumento de 10 p.p. ou mais,2,8.268999285936179,3.4461141916550453
ESC_054,,ESC EST ENS FUN PROFESSORA LEOPOLDA BARNEWITZ,julia,2,Língua Portuguesa,2,1,31,21,26,19,83.87096774193549,90.47619047619048,74.6923076923077,90,15.76923076923077,0,23.53846153846154,16,61.69230769230769,84,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-1,-10,-7,6.605222734254994,15.307692307692308,-15.76923076923077,-7.53846153846154,22.307692307692307,-32.25806451612903,-26.923076923076923,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Mudança relevante no número de estudantes previstos,22.5,TRUE,TRUE,FALSE,FALSE,Aumento entre 5 e 10 p.p.,2,-14.686053964460125,-16.892378539622182
ESC_055,,ESCOLA DE ENSINO FUNDAMENTAL MADRE RAFFO,outras,2,Língua Portuguesa,1,1,5,14,3,14,60,100,68,65,33,21,0,29,67,50,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,9,11,40,-3,-12,29,-17,180,366.6666666666667,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Mudança relevante no público previsto e aumento de participação,8.5,FALSE,FALSE,FALSE,FALSE,Aumento de 10 p.p. ou mais,2,-6.988167967501834,-20.349259115692586
ESC_001,,EEF PEQUENA CASA DA CRIANCA,outras,3,Língua Portuguesa,4,4,70,63,55,60,78.57142857142857,95.23809523809524,56.52727272727272,44.28333333333333,30.963636363636365,40.06666666666667,29.21818181818182,28.566666666666663,39.81818181818182,31.45,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,-7,5,16.66666666666667,-12.243939393939392,9.103030303030303,-0.6515151515151523,-8.36818181818182,-10,9.090909090909092,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Aumento de participação igual ou superior a 10 p.p.,57.5,TRUE,FALSE,FALSE,TRUE,Aumento de 10 p.p. ou mais,3,-2.707814739082739,-8.274936050828888
ESC_002,,EMEB DR LIBERATO SALZANO VIEIRA DA CUNHA,clarissa,3,Língua Portuguesa,4,4,97,98,77,82,79.38144329896907,83.6734693877551,53.11688311688312,43.74390243902439,33.5974025974026,36.48780487804878,33.753246753246756,34.28048780487805,32.4025974025974,28.914634146341463,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,1,5,4.292026088786031,-9.372980677858727,2.890402280646178,0.5272410516312931,-3.487963256255938,1.0309278350515465,6.4935064935064934,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Sem alerta principal de composição,79.5,TRUE,FALSE,TRUE,TRUE,Variação entre -5 e 5 p.p.,3,-3.4771137415400126,-4.910767536107077
