ano,periodo_programa,exposicao_programa,id_escola,codigo_inep,nome_canonico,assessora,ano_escolar,componente,avaliacao,numero_turmas,previstos,avaliados,proficiencia_min_turma,proficiencia_max_turma,desvio_proficiencia_entre_turmas,cv_proficiencia_entre_turmas,menor_participacao_turma,maior_participacao_turma,taxa_participacao,proficiencia_media,pct_defasagem,pct_intermediario,pct_adequado,soma_niveis_aprendizagem,diferenca_soma_100,participacao_70,participacao_80,participacao_90,presente_2025,presente_2026,painel_balanceado
2025,linha_base_pre_programa,0,ESC_005,,EMEF ARAMY SILVA,priscila,2,Língua Portuguesa,1ª Avaliação Formativa,4,82,59,42,79,16.593171286204857,25.527955824930547,65,78.26086956521739,71.95121951219512,63.016949152542374,25.305084745762713,25.47457627118644,49.25423728813559,100.03389830508473,0.03389830508473324,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
2026,pos_inicio_programa,1,ESC_005,,EMEF ARAMY SILVA,priscila,2,Língua Portuguesa,1ª Avaliação Formativa,4,78,69,39,74,15.305227865013967,29.292302133998025,68.75,100,88.46153846153847,49.53623188405797,41.2463768115942,26.92753623188406,31.82608695652174,100,0,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
2025,linha_base_pre_programa,0,ESC_005,,EMEF ARAMY SILVA,priscila,3,Língua Portuguesa,1ª Avaliação Formativa,4,90,65,12,78,27.110883423451916,63.79031393753392,57.89473684210526,84,72.22222222222223,40.01538461538462,55.43076923076923,16.753846153846155,27.815384615384616,100,0,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
2026,pos_inicio_programa,1,ESC_005,,EMEF ARAMY SILVA,priscila,3,Língua Portuguesa,1ª Avaliação Formativa,4,99,79,38,74,16.82012683265696,31.293259223547835,73.91304347826087,83.33333333333333,79.79797979797979,52.58227848101266,29.253164556962027,28.063291139240505,42.620253164556964,99.9367088607595,0.06329113924050489,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
2025,linha_base_pre_programa,0,ESC_005,,EMEF ARAMY SILVA,priscila,4,Língua Portuguesa,1ª Avaliação Formativa,4,95,78,58,82,11.146748404803978,15.981001297210003,75,86.36363636363636,82.10526315789474,70.14102564102564,23.46153846153846,15.564102564102564,61.73076923076923,100.75641025641025,0.7564102564102484,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
2026,pos_inicio_programa,1,ESC_005,,EMEF ARAMY SILVA,priscila,4,Língua Portuguesa,1ª Avaliação Formativa,3,62,59,32,75,21.73323108360405,39.27692364506756,90.47619047619048,100,95.16129032258064,58.186440677966104,24.694915254237287,34.71186440677966,40.728813559322035,100.13559322033899,0.1355932203389898,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2025,linha_base_pre_programa,0,ESC_005,,EMEF ARAMY SILVA,priscila,5,Língua Portuguesa,1ª Avaliação Formativa,4,90,77,66,80,6.3966136874651625,8.792596133972731,80,88.88888888888889,85.55555555555556,73.32467532467533,12.03896103896104,23.363636363636363,65.05194805194805,100.45454545454544,0.45454545454543904,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
2026,pos_inicio_programa,1,ESC_005,,EMEF ARAMY SILVA,priscila,5,Língua Portuguesa,1ª Avaliação Formativa,4,91,87,58,72,6.13052471924984,9.541672714785744,90.47619047619048,100,95.6043956043956,64.70114942528735,21.379310344827587,30.942528735632184,47.67816091954023,100,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2025,linha_base_pre_programa,0,ESC_006,,EMEF CAMPOS DO CRISTAL,andreia,1,Língua Portuguesa,1ª Avaliação Formativa,2,38,32,47,83,25.45584412271571,39.162837111870324,83.33333333333333,85,84.21052631578948,66.125,15.46875,34.15625,50.375,100,0,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
2026,pos_inicio_programa,1,ESC_006,,EMEF CAMPOS DO CRISTAL,andreia,1,Língua Portuguesa,1ª Avaliação Formativa,2,45,45,38,55,12.020815280171307,25.85121565628238,100,100,100,47.06666666666667,23.066666666666666,53.266666666666666,23.133333333333333,99.46666666666667,0.5333333333333314,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2025,linha_base_pre_programa,0,ESC_006,,EMEF CAMPOS DO CRISTAL,andreia,2,Língua Portuguesa,1ª Avaliação Formativa,2,50,43,42,78,25.45584412271571,42.42640687119285,84,88,86,59.58139534883721,34.86046511627907,14.093023255813954,51.04651162790697,100,0,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
2026,pos_inicio_programa,1,ESC_006,,EMEF CAMPOS DO CRISTAL,andreia,2,Língua Portuguesa,1ª Avaliação Formativa,2,33,32,44,66,15.556349186104045,28.284271247461902,93.33333333333331,100,96.96969696969697,56.375,21.75,39.1875,39.1875,100.125,0.125,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
