id_escola,codigo_inep,nome_canonico,nome_vinculo_original,assessora,tipo_vinculo_rede,status_rede_2025,observacao_historico,ano_contexto,fonte_contexto,contexto_pre_programa,rede,tipo_categoria_escola_privada,tipo_localizacao,tipo_localizacao_diferenciada,tipo_situacao_funcionamento,poder_publico_parceria,tipo_poder_publico_parceria,conveniada_poder_publico,tipo_convenio_poder_publico,matriculas_anos_iniciais,turmas_anos_iniciais,docentes_anos_iniciais,alunos_por_turma_anos_iniciais,alunos_por_docente_anos_iniciais,porte_anos_iniciais,quartil_porte_anos_iniciais,pct_matriculas_anos_iniciais_integral,pct_matriculas_educacao_especial,pct_matriculas_transporte_publico,pct_matriculas_preta_parda_indigena,indice_infraestrutura_basica,nome_inep,chave_nome,metodo_correspondencia_inep,status_codigo_inep,observacao_codigo_inep,exposicao_2025_1av,programa_iniciado_apos_2025_1av,dose_assessoramento_observada,possivel_municipalizacao_recente,escola_nova_recente,status_validacao,ano,sigla_uf,id_municipio,vinculo_secretaria_educacao,etapa_ensino_infantil,etapa_ensino_fundamental,etapa_ensino_fundamental_anos_iniciais,etapa_ensino_fundamental_anos_finais,etapa_ensino_medio,etapa_ensino_eja,etapa_ensino_especial,quantidade_matricula_educacao_basica,quantidade_matricula_infantil,quantidade_matricula_fundamental,quantidade_matricula_fundamental_anos_iniciais,quantidade_matricula_fundamental_1_ano,quantidade_matricula_fundamental_2_ano,quantidade_matricula_fundamental_3_ano,quantidade_matricula_fundamental_4_ano,quantidade_matricula_fundamental_5_ano,quantidade_matricula_fundamental_anos_finais,quantidade_matricula_eja,quantidade_matricula_especial,quantidade_matricula_especial_comum,quantidade_matricula_especial_exclusiva,quantidade_matricula_feminino,quantidade_matricula_masculino,quantidade_matricula_branca,quantidade_matricula_preta,quantidade_matricula_parda,quantidade_matricula_amarela,quantidade_matricula_indigena,quantidade_matricula_nao_declarada,quantidade_matricula_fundamental_integral,quantidade_matricula_fundamental_anos_iniciais_integral,quantidade_matricula_fundamental_anos_finais_integral,quantidade_matricula_utiliza_transporte_publico,quantidade_docente_educacao_basica,quantidade_docente_fundamental,quantidade_docente_fundamental_anos_iniciais,quantidade_docente_fundamental_anos_finais,quantidade_docente_especial,quantidade_turma_educacao_basica,quantidade_turma_fundamental,quantidade_turma_fundamental_anos_iniciais,quantidade_turma_fundamental_anos_finais,quantidade_turma_fundamental_integral,quantidade_sala_existente,quantidade_sala_utilizada,quantidade_sala_utilizada_climatizada,quantidade_sala_utilizada_acessivel,agua_potavel,agua_rede_publica,energia_rede_publica,esgoto_rede_publica,biblioteca,biblioteca_sala_leitura,sala_leitura,laboratorio_ciencias,laboratorio_informatica,quadra_esportes,quadra_esportes_coberta,internet,internet_aprendizagem,internet_alunos,acessibilidade_rampas,acessibilidade_corrimao,acessibilidade_pisos_tateis,acessibilidade_elevador,acessibilidade_inexistente,banheiro,banheiro_pne,cozinha,refeitorio,alimentacao,sala_atendimento_especial,quantidade_computador,quantidade_computador_aluno,quantidade_computador_portatil_aluno,quantidade_tablet_aluno,quantidade_profissional_bibliotecario,quantidade_profissional_coordenador,quantidade_profissional_psicologo,quantidade_profissional_assistente_social,quantidade_profissional_monitor,quantidade_profissional_pedagogia,oferta_educacao_infantil,oferta_anos_iniciais,oferta_anos_finais,oferta_eja,oferta_educacao_especial,numero_etapas_amplas_ofertadas,numero_itens_infraestrutura_disponiveis,numero_itens_infraestrutura_presentes,possui_espaco_leitura,possui_recurso_acessibilidade,codigo_situacao_funcionamento,situacao_funcionamento_2024,codigo_rede_2024,dependencia_administrativa_2024,alerta_sem_linha_2024,alerta_sem_matriculas_anos_iniciais,alerta_sem_turmas_anos_iniciais,alerta_sem_docentes_anos_iniciais,alerta_matriculas_sem_turmas,alerta_matriculas_sem_docentes,alerta_nao_ativa_2024,caso_historico_administrativo,requer_revisao_tecnica,motivo_revisao_tecnica,escola_ativa_2024,vinculo_privado_explicito,grupo_administrativo_2024,divergencia_censo_cadastro,tipo_divergencia_administrativa,incluir_universo_municipal_direto_2024,incluir_universo_municipal_ampliado_2024,incluir_contexto_descritivo_2024,motivo_nao_inclusao_universo_estrito
ESC_029,43293069,EMEF MORADAS DA HIPICA,EMEF MORADAS DA HIPICA,amanda,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,,2024,Censo Escolar/INEP via Base dos Dados,TRUE,3,,1,0,1,0,,,,488,19,20,25.68421052631579,24.4,300 a 499 matrículas,3,9.221311475409836,7.818930041152264,3.4979423868312756,28.08641975308642,80,EMEF MORADAS DA HIPICA,EMEF MORADAS DA HIPICA,exata_normalizada,consolidado,,0,TRUE,FALSE,FALSE,FALSE,codigo_inep_consolidado,2024,RS,4314902,1,1,1,1,1,0,0,1,972,97,875,488,87,78,109,107,107,387,0,76,76,0,483,489,671,88,183,3,2,25,64,45,19,34,40,36,20,17,39,38,33,19,14,0,,32,10,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,,,463,0,2,2,0,0,0,6,TRUE,TRUE,TRUE,FALSE,TRUE,3,10,8,TRUE,TRUE,1,Em atividade,3,Municipal,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,TRUE,TRUE,
ESC_030,43177034,EMEF MORRO DA CRUZ,EMEF MORRO DA CRUZ,andreia,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,,2024,Censo Escolar/INEP via Base dos Dados,TRUE,3,,1,0,1,0,,,,538,21,27,25.61904761904762,19.925925925925927,500 matrículas ou mais,4,10.037174721189592,6.2438057482656095,1.189296333002973,36.570862239841425,100,EMEF MORRO DA CRUZ,EMEF MORRO DA CRUZ,exata_normalizada,consolidado,,0,TRUE,FALSE,FALSE,FALSE,codigo_inep_consolidado,2024,RS,4314902,1,1,1,1,1,0,0,1,1009,130,879,538,95,99,122,113,109,341,0,63,63,0,484,525,536,158,209,3,2,101,89,54,35,12,53,46,27,21,50,41,34,21,13,0,,24,0,4,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,,,570,0,2,1,2,1,0,5,TRUE,TRUE,TRUE,FALSE,TRUE,3,10,10,TRUE,TRUE,1,Em atividade,3,Municipal,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,TRUE,TRUE,
ESC_031,43177042,EMEF NEUSA GOULART BRIZOLA,EMEF NEUSA GOULART BRIZOLA,julia,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,,2024,Censo Escolar/INEP via Base dos Dados,TRUE,3,,1,0,1,0,,,,218,10,31,21.8,7.032258064516129,150 a 299 matrículas,1,100,14.698162729658792,3.1496062992125986,34.645669291338585,100,EMEF NEUSA GOULART BRIZOLA,EMEF NEUSA GOULART BRIZOLA,exata_normalizada,consolidado,,0,TRUE,FALSE,FALSE,FALSE,codigo_inep_consolidado,2024,RS,4314902,1,1,1,1,1,0,0,1,381,41,340,218,43,41,52,43,39,122,0,56,56,0,188,193,241,58,74,0,0,8,340,218,122,12,48,44,31,26,44,19,17,10,7,17,,27,2,9,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,0,0,2,2,0,0,0,5,TRUE,TRUE,TRUE,FALSE,TRUE,3,10,10,TRUE,TRUE,1,Em atividade,3,Municipal,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,TRUE,TRUE,
ESC_032,43105513,EMEF NOSSA SENHORA DE FATIMA,EMEF NOSSA SENHORA DE FATIMA,amanda,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,,2024,Censo Escolar/INEP via Base dos Dados,TRUE,3,,1,0,1,0,,,,377,16,24,23.5625,15.708333333333334,300 a 499 matrículas,2,0,6.575342465753424,0,53.013698630136986,100,EMEF NOSSA SENHORA DE FATIMA,EMEF NOSSA SENHORA DE FATIMA,exata_normalizada,consolidado,,0,TRUE,FALSE,FALSE,FALSE,codigo_inep_consolidado,2024,RS,4314902,1,1,1,1,1,0,1,1,730,65,611,377,70,71,91,72,73,234,54,48,48,0,339,391,334,191,193,0,3,9,0,0,0,0,48,38,24,19,45,33,26,16,10,0,,22,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,,,393,2,2,2,0,0,0,6,TRUE,TRUE,TRUE,TRUE,TRUE,4,10,10,TRUE,TRUE,1,Em atividade,3,Municipal,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,TRUE,TRUE,
ESC_033,43204643,EMEF NOSSA SENHORA DO CARMO,EMEF NOSSA SENHORA DO CARMO,amanda,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,,2024,Censo Escolar/INEP via Base dos Dados,TRUE,3,,1,0,1,0,,,,408,16,22,25.5,18.545454545454547,300 a 499 matrículas,3,38.23529411764706,7.363420427553444,7.957244655581948,42.75534441805225,90,EMEF NOSSA SENHORA DO CARMO,EMEF NOSSA SENHORA DO CARMO,exata_normalizada,consolidado,,0,TRUE,FALSE,FALSE,FALSE,codigo_inep_consolidado,2024,RS,4314902,1,1,1,1,1,0,1,1,842,38,703,408,73,91,79,81,84,295,101,62,62,0,428,414,463,174,183,1,3,18,225,156,69,67,42,35,22,17,40,34,28,16,12,0,,22,0,4,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,,,318,0,1,2,2,1,0,5,TRUE,TRUE,TRUE,TRUE,TRUE,4,10,9,TRUE,TRUE,1,Em atividade,3,Municipal,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,TRUE,TRUE,
ESC_034,43105521,EMEF PEPITA DE LEAO,EMEF PEPITA DE LEAO,nathalia,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,,2024,Censo Escolar/INEP via Base dos Dados,TRUE,3,,1,0,1,0,,,,255,12,19,21.25,13.421052631578949,150 a 299 matrículas,2,18.823529411764707,13.174946004319654,3.4557235421166306,34.557235421166304,100,EMEF PEPITA DE LEAO,EMEF PEPITA DE LEAO,exata_normalizada,consolidado,,0,TRUE,FALSE,FALSE,FALSE,codigo_inep_consolidado,2024,RS,4314902,1,1,1,1,1,0,0,1,463,12,451,255,64,48,48,49,46,196,0,61,61,0,220,243,271,100,60,1,0,31,73,48,25,16,33,32,19,14,33,21,20,12,8,0,,12,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,,,350,7,3,2,1,1,0,4,TRUE,TRUE,TRUE,FALSE,TRUE,3,10,10,TRUE,FALSE,1,Em atividade,3,Municipal,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,TRUE,TRUE,
ESC_035,43048200,EMEF PORTO NOVO,EMEF PORTO NOVO,marian,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,,2024,Censo Escolar/INEP via Base dos Dados,TRUE,3,,1,0,1,0,,,,237,10,33,23.7,7.181818181818182,150 a 299 matrículas,1,100,12.368972746331236,0.4192872117400419,37.106918238993714,100,EMEF PORTO NOVO,EMEF PORTO NOVO,exata_normalizada,consolidado,,0,TRUE,FALSE,FALSE,FALSE,codigo_inep_consolidado,2024,RS,4314902,1,1,1,1,1,0,0,1,477,82,395,237,46,45,53,45,48,158,0,59,59,0,235,242,275,89,87,1,1,24,395,237,158,2,59,49,33,28,59,22,18,10,8,18,,28,1,14,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,,,594,2,1,2,1,1,0,5,TRUE,TRUE,TRUE,FALSE,TRUE,3,10,10,TRUE,TRUE,1,Em atividade,3,Municipal,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,TRUE,TRUE,
ESC_036,43108563,EMEF PRES JOAO BELCHIOR MARQUES GOULART,EMEF PRES JOAO BELCHIOR MARQUES GOULART,marian,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,,2024,Censo Escolar/INEP via Base dos Dados,TRUE,3,,1,0,1,0,,,,358,18,23,19.88888888888889,15.565217391304348,300 a 499 matrículas,2,4.4692737430167595,9.74124809741248,0.60882800608828,35.31202435312024,100,EMEF PRES JOAO BELCHIOR MARQUES GOULART,EMEF PRES JOAO BELCHIOR MARQUES GOULART,exata_normalizada,consolidado,,0,TRUE,FALSE,FALSE,FALSE,codigo_inep_consolidado,2024,RS,4314902,1,1,1,1,1,0,0,1,657,67,590,358,72,71,88,59,68,232,0,64,64,0,290,367,416,79,152,0,1,9,17,16,1,4,41,35,23,16,40,33,29,18,11,0,,23,0,8,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,443,0,1,1,2,1,0,5,TRUE,TRUE,TRUE,FALSE,TRUE,3,10,10,TRUE,TRUE,1,Em atividade,3,Municipal,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,TRUE,TRUE,
ESC_037,43105530,EMEF PRESIDENTE VARGAS,EMEF PRESIDENTE VARGAS,eliane,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,,2024,Censo Escolar/INEP via Base dos Dados,TRUE,3,,1,0,1,0,,,,239,11,18,21.727272727272727,13.27777777777778,150 a 299 matrículas,1,43.93305439330544,11.009174311926603,3.2110091743119265,38.99082568807339,80,EMEF PRESIDENTE VARGAS,EMEF PRESIDENTE VARGAS,exata_normalizada,consolidado,,0,TRUE,FALSE,FALSE,FALSE,codigo_inep_consolidado,2024,RS,4314902,1,0,1,1,1,0,0,1,436,0,436,239,45,46,52,57,39,197,0,48,48,0,209,227,266,78,92,0,0,0,141,105,36,14,33,33,18,18,31,20,20,11,9,0,,15,0,3,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,1,,,384,0,1,2,0,0,0,4,FALSE,TRUE,TRUE,FALSE,TRUE,2,10,8,TRUE,TRUE,1,Em atividade,3,Municipal,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,TRUE,TRUE,
ESC_038,43109195,EMEF PROF ANA IRIS DO AMARAL,EMEF PROF ANA IRIS DO AMARAL,eliane,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,,2024,Censo Escolar/INEP via Base dos Dados,TRUE,3,,1,0,1,0,,,,224,10,21,22.4,10.666666666666666,150 a 299 matrículas,1,100,11.442786069651742,6.218905472636816,34.32835820895522,70,EMEF PROF ANA IRIS DO AMARAL,EMEF PROF ANA IRIS DO AMARAL,exata_normalizada,consolidado,,0,TRUE,FALSE,FALSE,FALSE,codigo_inep_consolidado,2024,RS,4314902,1,1,1,1,1,0,0,1,402,34,368,224,46,47,45,43,43,144,0,46,46,0,200,202,251,74,62,0,2,13,231,224,7,25,35,31,21,13,35,20,18,10,8,10,,20,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,,,340,2,0,1,0,0,0,8,TRUE,TRUE,TRUE,FALSE,TRUE,3,10,7,TRUE,FALSE,1,Em atividade,3,Municipal,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,TRUE,TRUE,
ESC_039,43172490,EMEF PROF ANISIO TEIXEIRA,EMEF PROF ANISIO TEIXEIRA,andreia,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,,2024,Censo Escolar/INEP via Base dos Dados,TRUE,3,,1,0,1,0,,,,471,19,27,24.789473684210527,17.444444444444443,300 a 499 matrículas,3,11.46496815286624,10.571428571428571,5.714285714285714,18.571428571428573,100,EMEF PROF ANISIO TEIXEIRA,EMEF PROF ANISIO TEIXEIRA,exata_normalizada,consolidado,,0,TRUE,FALSE,FALSE,FALSE,codigo_inep_consolidado,2024,RS,4314902,1,0,1,1,1,0,1,1,1050,0,945,471,59,76,99,132,105,474,105,111,111,0,484,566,631,88,106,1,1,223,100,54,46,60,54,50,27,27,53,40,36,19,17,0,,19,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,,,636,10,2,1,1,1,0,6,FALSE,TRUE,TRUE,TRUE,TRUE,3,10,10,TRUE,FALSE,1,Em atividade,3,Municipal,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,TRUE,TRUE,
ESC_040,43109071,EMEF PROF GILBERTO JORGE GONCALVES DA SILVA,EMEF PROF GILBERTO JORGE GONCALVES DA SILVA,ruti,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,,2024,Censo Escolar/INEP via Base dos Dados,TRUE,3,,1,0,1,0,,,,109,5,19,21.8,5.7368421052631575,Até 149 matrículas,1,100,18.867924528301888,0,27.83018867924528,80,EMEF PROF GILBERTO JORGE GONCALVES DA SILVA,EMEF PROF GILBERTO JORGE GONCALVES DA SILVA,exata_normalizada,consolidado,,0,TRUE,FALSE,FALSE,FALSE,codigo_inep_consolidado,2024,RS,4314902,1,1,1,1,1,0,0,1,212,36,176,109,23,22,24,19,21,67,0,40,40,0,106,106,150,27,32,0,0,3,176,109,67,0,31,28,19,16,31,11,9,5,4,9,,16,0,6,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,,,217,3,1,2,1,0,0,3,TRUE,TRUE,TRUE,FALSE,TRUE,3,10,8,TRUE,TRUE,1,Em atividade,3,Municipal,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,TRUE,TRUE,
ESC_041,43109055,EMEF PROF JUDITH MACEDO DE ARAUJO,EMEF PROF JUDITH MACEDO DE ARAUJO,graziela,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,,2024,Censo Escolar/INEP via Base dos Dados,TRUE,3,,1,0,1,0,,,,367,14,19,26.214285714285715,19.31578947368421,300 a 499 matrículas,2,14.168937329700272,6.004901960784314,0,41.1764705882353,100,EMEF PROF JUDITH MACEDO DE ARAUJO,EMEF PROF JUDITH MACEDO DE ARAUJO,exata_normalizada,consolidado,,0,TRUE,FALSE,FALSE,FALSE,codigo_inep_consolidado,2024,RS,4314902,1,0,1,1,1,0,1,1,816,0,714,367,70,76,78,57,86,347,102,49,49,0,388,428,456,171,164,1,1,23,83,52,31,0,46,38,19,23,45,35,27,14,13,0,,13,0,13,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,,,349,0,3,1,0,0,0,7,FALSE,TRUE,TRUE,TRUE,TRUE,3,10,10,TRUE,TRUE,1,Em atividade,3,Municipal,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,TRUE,TRUE,
ESC_042,43109098,EMEF PROF LARRY JOSE RIBEIRO ALVES,EMEF PROF LARRY JOSE RIBEIRO ALVES,amanda,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,,2024,Censo Escolar/INEP via Base dos Dados,TRUE,3,,1,0,1,0,,,,420,16,22,26.25,19.09090909090909,300 a 499 matrículas,3,21.19047619047619,6.1946902654867255,4.424778761061947,35.01896333754741,100,EMEF PROF LARRY JOSE RIBEIRO ALVES,EMEF PROF LARRY JOSE RIBEIRO ALVES,exata_normalizada,consolidado,,0,TRUE,FALSE,FALSE,FALSE,codigo_inep_consolidado,2024,RS,4314902,1,0,1,1,1,0,0,1,791,0,791,420,72,80,102,83,83,371,0,49,49,0,359,432,447,155,121,3,1,64,122,89,33,35,38,38,22,21,36,30,30,16,14,0,,20,2,6,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,,,380,2,1,2,2,3,0,3,FALSE,TRUE,TRUE,FALSE,TRUE,2,10,10,TRUE,TRUE,1,Em atividade,3,Municipal,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,TRUE,TRUE,
ESC_043,43293050,EMEF RINCAO,EMEF RINCAO,jalize,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,,2024,Censo Escolar/INEP via Base dos Dados,TRUE,3,,1,0,1,0,,,,270,10,17,27,15.882352941176473,150 a 299 matrículas,2,0,10.061601642710473,16.427104722792606,22.38193018480493,80,EMEF RINCAO,EMEF RINCAO,exata_normalizada,consolidado,,0,TRUE,FALSE,FALSE,FALSE,codigo_inep_consolidado,2024,RS,4314902,1,0,1,1,1,0,0,1,487,0,487,270,47,52,57,57,57,217,0,49,49,0,221,266,348,41,68,0,0,30,5,0,5,80,28,28,17,15,28,18,18,10,8,0,,9,1,8,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,,,220,1,2,0,0,5,0,4,FALSE,TRUE,TRUE,FALSE,TRUE,2,10,8,TRUE,TRUE,1,Em atividade,3,Municipal,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,TRUE,TRUE,
ESC_044,43167179,EMEF SAINT HILAIRE,EMEF SAINT HILAIRE,andreia,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,,2024,Censo Escolar/INEP via Base dos Dados,TRUE,3,,1,0,1,0,,,,494,22,30,22.454545454545453,16.466666666666665,300 a 499 matrículas,4,5.668016194331984,12.261306532663315,3.5175879396984926,33.266331658291456,90,EMEF SAINT HILAIRE,EMEF SAINT HILAIRE,exata_normalizada,consolidado,,0,TRUE,FALSE,FALSE,FALSE,codigo_inep_consolidado,2024,RS,4314902,1,1,1,1,1,0,1,1,995,17,877,494,86,90,124,102,92,383,101,122,122,0,477,518,603,162,169,2,0,59,59,28,31,35,57,53,30,29,56,48,40,22,18,0,,21,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,,,458,0,2,1,0,0,0,4,TRUE,TRUE,TRUE,TRUE,TRUE,4,10,9,TRUE,TRUE,1,Em atividade,3,Municipal,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,TRUE,TRUE,
ESC_045,43167535,EMEF SAO PEDRO,EMEF SAO PEDRO,marian,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,,2024,Censo Escolar/INEP via Base dos Dados,TRUE,3,,1,0,1,0,,,,477,22,31,21.681818181818183,15.387096774193548,300 a 499 matrículas,3,5.031446540880503,6.70611439842209,5.029585798816568,26.52859960552268,100,EMEF SAO PEDRO,EMEF SAO PEDRO,exata_normalizada,consolidado,,0,TRUE,FALSE,FALSE,FALSE,codigo_inep_consolidado,2024,RS,4314902,1,1,1,1,1,0,1,1,1014,25,843,477,98,92,95,94,98,366,146,68,68,0,500,514,503,149,117,2,3,240,54,24,30,51,55,49,31,24,53,45,38,22,16,0,,23,0,4,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,,,3,0,3,3,0,0,0,15,TRUE,TRUE,TRUE,TRUE,TRUE,4,10,10,TRUE,TRUE,1,Em atividade,3,Municipal,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,TRUE,TRUE,
ESC_046,43107842,EMEF SEN ALBERTO PASQUALINI,EMEF SEN ALBERTO PASQUALINI,julia,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,,2024,Censo Escolar/INEP via Base dos Dados,TRUE,3,,1,0,1,0,,,,535,21,32,25.47619047619047,16.71875,500 matrículas ou mais,4,17.94392523364486,9.370314842578711,4.72263868065967,31.93403298350825,90,EMEF SEN ALBERTO PASQUALINI,EMEF SEN ALBERTO PASQUALINI,exata_normalizada,consolidado,,0,TRUE,FALSE,FALSE,FALSE,codigo_inep_consolidado,2024,RS,4314902,1,0,1,1,1,0,1,1,1334,0,1006,535,74,100,117,133,111,471,328,125,125,0,653,681,726,220,204,1,2,181,141,96,45,63,65,57,32,31,65,45,38,21,17,0,,26,0,8,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,,,326,0,2,3,0,0,0,4,FALSE,TRUE,TRUE,TRUE,TRUE,3,10,9,TRUE,TRUE,1,Em atividade,3,Municipal,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,TRUE,TRUE,
ESC_047,43189253,EMEF TIMBAUVA,EMEF TIMBAUVA,nathalia,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,,2024,Censo Escolar/INEP via Base dos Dados,TRUE,3,,1,0,1,0,,,,353,15,22,23.533333333333335,16.045454545454547,300 a 499 matrículas,2,30.878186968838527,9.295774647887324,0.14084507042253522,39.57746478873239,80,EMEF TIMBAUVA,EMEF TIMBAUVA,exata_normalizada,consolidado,,0,TRUE,FALSE,FALSE,FALSE,codigo_inep_consolidado,2024,RS,4314902,1,1,1,1,1,0,0,1,710,82,628,353,69,63,71,76,74,275,0,66,66,0,333,377,354,99,180,0,2,75,200,109,91,1,48,43,22,23,47,31,27,15,12,0,,27,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,,,400,2,2,2,0,0,0,6,TRUE,TRUE,TRUE,FALSE,TRUE,3,10,8,TRUE,FALSE,1,Em atividade,3,Municipal,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,TRUE,TRUE,
