id_escola,codigo_inep,nome_canonico,tipo_ficha,incluida_analise_operacional,motivo_nao_inclusao,nota_institucional,assessora_gerencial_2026,assessora_vinculo_administrativo,divergencia_vinculo_gerencial,elegivel_assessoramento_2026,recebe_assessoramento_2026,incluir_indice_carga_2026,status_carga_operacional_2026,grupo_exposicao_2026,grupo_administrativo_2024_final,tipo_vinculo_rede_final,status_rede_2025_final,observacao_administrativa_final,municipalizada_apos_2024,escola_nova_recente,matriculas_anos_iniciais,turmas_anos_iniciais,docentes_anos_iniciais,alunos_por_turma_anos_iniciais,alunos_por_docente_anos_iniciais,pct_matriculas_educacao_especial,pct_matriculas_anos_iniciais_integral,pct_matriculas_transporte_publico,indice_infraestrutura_basica,numero_etapas_amplas_ofertadas,score_dimensao_volume,score_dimensao_estrutural,score_dimensao_administrativa,contribuicao_volume,contribuicao_estrutural,contribuicao_administrativa,indice_carga_potencial_operacional,cobertura_indice_operacional,interpretacao_cautelosa,resultados_educacionais_no_indice,previstos_total_2025,avaliados_total_2025,participacao_2025,proficiencia_2025,previstos_total_2026,avaliados_total_2026,participacao_2026,proficiencia_2026,series_alerta_composicao,html_nome,grafico_operacional_nome,grafico_participacao_nome,grafico_proficiencia_nome
ESC_001,43105416,EEF PEQUENA CASA DA CRIANCA,INSTITUCIONAL_NAO_OPERACIONAL,FALSE,Não elegível ao universo operacional homologado; fora da carga de assessoramento.,"Escola preservada no universo institucional de 56 escolas, mas excluída das carteiras operacionais.",,outras,TRUE,FALSE,FALSE,FALSE,ZERO_OU_TENDENTE_A_ZERO,NAO_EXPOSTA_INELEGIVEL,Privada conveniada ou supervisionada,privada_conveniada_sob_supervisao_municipal,fora_da_rede_municipal_direta,Instituição privada conveniada ou supervisionada,FALSE,FALSE,245,14,11,17.5,22.272727272727273,6.128133704735376,18.367346938775512,0,70,2,,,,,,,,,,,258,194,75.1937984496124,59.402061855670105,268,237,88.43283582089552,43.641350210970465,4,ESC_001_eef-pequena-casa-da-crianca.html,,ESC_001_eef-pequena-casa-da-crianca_participacao.png,ESC_001_eef-pequena-casa-da-crianca_proficiencia.png
ESC_002,43105505,EMEB DR LIBERATO SALZANO VIEIRA DA CUNHA,OPERACIONAL,TRUE,,Escola incluída no universo operacional de 2026.,clarissa,clarissa,FALSE,TRUE,TRUE,TRUE,ATIVA,ASSESSORADA,Rede municipal direta em 2024,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,Rede municipal direta em 2024,FALSE,FALSE,465,21,33,22.142857142857142,14.090909090909092,7.790262172284645,0.21505376344086025,1.198501872659176,100,4,69.71153846153845,32.11538461538461,0,27.884615384615383,11.240384615384613,0,39.125,1,FALSE,FALSE,456,363,79.60526315789474,55.17355371900826,445,384,86.29213483146067,48.888020833333336,2,ESC_002_emeb-dr-liberato-salzano-vieira-da-cunha.html,ESC_002_emeb-dr-liberato-salzano-vieira-da-cunha_dimensoes_operacionais.png,ESC_002_emeb-dr-liberato-salzano-vieira-da-cunha_participacao.png,ESC_002_emeb-dr-liberato-salzano-vieira-da-cunha_proficiencia.png
ESC_003,43105440,EMEF AFONSO GUERREIRO LIMA,OPERACIONAL,TRUE,,Escola incluída no universo operacional de 2026.,graziela,graziela,FALSE,TRUE,TRUE,TRUE,ATIVA,ASSESSORADA,Rede municipal direta em 2024,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,Rede municipal direta em 2024,FALSE,FALSE,517,22,27,23.5,19.14814814814815,7.41901776384535,15.667311411992262,5.851619644723093,90,4,83.89423076923077,59.42307692307692,0,33.557692307692314,20.79807692307692,0,54.35576923076923,1,FALSE,FALSE,517,413,79.88394584139265,61.32203389830509,520,443,85.1923076923077,51.35214446952596,2,ESC_003_emef-afonso-guerreiro-lima.html,ESC_003_emef-afonso-guerreiro-lima_dimensoes_operacionais.png,ESC_003_emef-afonso-guerreiro-lima_participacao.png,ESC_003_emef-afonso-guerreiro-lima_proficiencia.png
ESC_004,43105459,EMEF AMERICA,OPERACIONAL,TRUE,,Escola incluída no universo operacional de 2026.,nathalia,nathalia,FALSE,TRUE,TRUE,TRUE,ATIVA,ASSESSORADA,Rede municipal direta em 2024,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,Rede municipal direta em 2024,FALSE,FALSE,261,10,18,26.1,14.5,7.205240174672489,0.3831417624521073,0,100,2,23.221153846153843,40.09615384615385,0,9.288461538461538,14.033653846153845,0,23.322115384615383,1,FALSE,FALSE,263,215,81.74904942965779,54.49302325581395,229,204,89.08296943231441,51.85294117647059,2,ESC_004_emef-america.html,ESC_004_emef-america_dimensoes_operacionais.png,ESC_004_emef-america_participacao.png,ESC_004_emef-america_proficiencia.png
ESC_005,43105467,EMEF ARAMY SILVA,OPERACIONAL,TRUE,,Escola incluída no universo operacional de 2026.,priscila,priscila,FALSE,TRUE,TRUE,TRUE,ATIVA,ASSESSORADA,Rede municipal direta em 2024,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,Rede municipal direta em 2024,FALSE,FALSE,422,20,27,21.1,15.62962962962963,11.951219512195122,0,1.0975609756097562,100,3,57.74038461538461,38.75,0,23.096153846153847,13.5625,0,36.65865384615385,1,FALSE,FALSE,440,343,77.95454545454545,64.8862973760933,413,363,87.89346246973366,50.680440771349865,3,ESC_005_emef-aramy-silva.html,ESC_005_emef-aramy-silva_dimensoes_operacionais.png,ESC_005_emef-aramy-silva_participacao.png,ESC_005_emef-aramy-silva_proficiencia.png
ESC_006,43173713,EMEF CAMPOS DO CRISTAL,OPERACIONAL,TRUE,,Escola incluída no universo operacional de 2026.,andreia,andreia,FALSE,TRUE,TRUE,TRUE,ATIVA,ASSESSORADA,Rede municipal direta em 2024,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,Rede municipal direta em 2024,FALSE,FALSE,255,10,16,25.5,15.9375,12.266112266112266,34.90196078431372,1.0395010395010396,100,3,25.384615384615383,60.48076923076923,0,10.153846153846153,21.16826923076923,0,31.322115384615383,1,FALSE,FALSE,250,220,88,64.02272727272727,230,220,95.65217391304348,64.47272727272727,2,ESC_006_emef-campos-do-cristal.html,ESC_006_emef-campos-do-cristal_dimensoes_operacionais.png,ESC_006_emef-campos-do-cristal_participacao.png,ESC_006_emef-campos-do-cristal_proficiencia.png
ESC_007,43187560,EMEF CHAPEU DO SOL,OPERACIONAL,TRUE,,Escola incluída no universo operacional de 2026.,ruti,ruti,FALSE,TRUE,TRUE,TRUE,ATIVA,ASSESSORADA,Rede municipal direta em 2024,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,Rede municipal direta em 2024,FALSE,FALSE,542,22,26,24.636363636363637,20.846153846153847,8.558558558558559,28.59778597785978,3.4234234234234235,100,4,88.50961538461539,56.82692307692308,0,35.40384615384615,19.889423076923077,0,55.293269230769226,1,FALSE,FALSE,584,436,74.65753424657534,48.642201834862384,542,479,88.37638376383764,40.07724425887265,5,ESC_007_emef-chapeu-do-sol.html,ESC_007_emef-chapeu-do-sol_dimensoes_operacionais.png,ESC_007_emef-chapeu-do-sol_participacao.png,ESC_007_emef-chapeu-do-sol_proficiencia.png
ESC_008,43177581,EMEF CHICO MENDES,OPERACIONAL,TRUE,,Escola incluída no universo operacional de 2026.,eliane,eliane,FALSE,TRUE,TRUE,TRUE,ATIVA,ASSESSORADA,Rede municipal direta em 2024,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,Rede municipal direta em 2024,FALSE,FALSE,541,22,29,24.59090909090909,18.655172413793103,9.099181073703368,13.67837338262477,1.1828935395814375,100,3,81.00961538461539,52.5,0,32.40384615384615,18.375,0,50.77884615384615,1,FALSE,FALSE,520,373,71.73076923076923,56.45040214477212,509,439,86.2475442043222,42.250569476082006,5,ESC_008_emef-chico-mendes.html,ESC_008_emef-chico-mendes_dimensoes_operacionais.png,ESC_008_emef-chico-mendes_participacao.png,ESC_008_emef-chico-mendes_proficiencia.png
ESC_009,43105475,EMEF DECIO MARTINS COSTA,OPERACIONAL,TRUE,,Escola incluída no universo operacional de 2026.,nathalia,nathalia,FALSE,TRUE,TRUE,TRUE,ATIVA,ASSESSORADA,Rede municipal direta em 2024,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,Rede municipal direta em 2024,FALSE,FALSE,511,21,35,24.333333333333332,14.6,6.335797254487856,9.001956947162427,1.0559662090813091,100,3,73.75,35.48076923076923,0,29.5,12.418269230769232,0,41.91826923076923,1,FALSE,FALSE,542,436,80.44280442804428,56.694954128440365,503,448,89.06560636182903,47.763392857142854,1,ESC_009_emef-decio-martins-costa.html,ESC_009_emef-decio-martins-costa_dimensoes_operacionais.png,ESC_009_emef-decio-martins-costa_participacao.png,ESC_009_emef-decio-martins-costa_proficiencia.png
ESC_010,43109128,EMEF DEP MARCIRIO GOULART LOUREIRO,OPERACIONAL,TRUE,,Escola incluída no universo operacional de 2026.,marian,marian,FALSE,TRUE,TRUE,TRUE,ATIVA,ASSESSORADA,Rede municipal direta em 2024,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,Rede municipal direta em 2024,FALSE,FALSE,495,19,27,26.05263157894737,18.333333333333332,7.142857142857143,0.202020202020202,0.5175983436853002,100,3,67.35576923076923,44.61538461538461,0,26.942307692307693,15.615384615384613,0,42.55769230769231,1,FALSE,FALSE,537,375,69.83240223463687,37.23733333333333,504,428,84.92063492063492,38.91822429906542,4,ESC_010_emef-dep-marcirio-goulart-loureiro.html,ESC_010_emef-dep-marcirio-goulart-loureiro_dimensoes_operacionais.png,ESC_010_emef-dep-marcirio-goulart-loureiro_participacao.png,ESC_010_emef-dep-marcirio-goulart-loureiro_proficiencia.png
