produto,caminho,tamanho_bytes,data_modificacao,md5
dim_escola_final,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/dados_finais/dim_escola_final.rds,14589,2026-07-18 14:15:13,59ab469b175304045cb4de2c7b1228e2
base_final_escola_serie,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/dados_finais/base_analitica_final_escola_serie.rds,52733,2026-07-18 14:15:13,fd5e220e414164e8bbe73d9d32f60091
