origem,destino,md5_origem_git,md5_copia,igualdade_confirmada
e51000aa0c58cab3b7ae1a238a6c3b12ed7563d3:R/16_criar_perfil_escola.R,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/R/historico_pre_11C/modulo_16/16_criar_perfil_escola_pre_11C.R.txt,39bf9e46887d02546518407f91e607c7,39bf9e46887d02546518407f91e607c7,TRUE
