produto,caminho,tamanho_bytes,data_modificacao,md5
perfil_completo_csv,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/dados_finais/historico/perfil_escola/transacoes/execucao_20260726_223447/candidatos/perfil_escola_completo.csv,151420,2026-07-26 22:34:53,8ad85d621421acf672af7ee07c8d1f57
perfil_completo_rds,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/dados_finais/historico/perfil_escola/transacoes/execucao_20260726_223447/candidatos/perfil_escola_completo.rds,30077,2026-07-26 22:34:53,1f149a0b968bd3b0d0f43a9e3e0c4ef1
perfil_gerencial_csv,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/dados_finais/historico/perfil_escola/transacoes/execucao_20260726_223447/candidatos/perfil_escola_gerencial.csv,96095,2026-07-26 22:34:53,35e75d94b2f8b6e84a5a51708afb76e6
perfil_gerencial_rds,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/dados_finais/historico/perfil_escola/transacoes/execucao_20260726_223447/candidatos/perfil_escola_gerencial.rds,22605,2026-07-26 22:34:53,ba49b4fe72596f4b0c16b7dc7f830646
perfil_serie_csv,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/dados_finais/historico/perfil_escola/transacoes/execucao_20260726_223447/candidatos/perfil_escola_serie_compacto.csv,247852,2026-07-26 22:34:53,9ddb99063daea52ac4efa712fd9fad8b
perfil_serie_rds,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/dados_finais/historico/perfil_escola/transacoes/execucao_20260726_223447/candidatos/perfil_escola_serie_compacto.rds,33017,2026-07-26 22:34:53,116a2d0c97085a90aac716d911f75c89
dicionario_csv,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/dados_finais/historico/perfil_escola/transacoes/execucao_20260726_223447/candidatos/dicionario_perfil_escola_gerencial.csv,61426,2026-07-26 22:34:53,4ebae6576977232dd90f990d740b16fb
