id_execucao,instante_execucao,caminho_script,script_md5,commit_base_integracao,commit_git_execucao,branch_execucao,caminho_manifesto_modulo_15
20260726_223447,2026-07-26 22:34:47 -0300,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/R/16_criar_perfil_escola.R,3f750f7b551868bf5440689f27d97cc7,e51000aa0c58cab3b7ae1a238a6c3b12ed7563d3,e51000aa0c58cab3b7ae1a238a6c3b12ed7563d3,refatoracao_modulo_21,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/documentacao/base_final/execucao_20260726_182530/18_manifesto_produtos_modulo_15.csv
