fonte,coluna_obrigatoria,presente
dim_escola_final,id_escola,TRUE
dim_escola_final,codigo_inep,TRUE
dim_escola_final,nome_canonico,TRUE
dim_escola_final,assessora,TRUE
dim_escola_final,grupo_administrativo_2024_final,TRUE
dim_escola_final,tipo_vinculo_rede_final,TRUE
dim_escola_final,status_rede_2025_final,TRUE
dim_escola_final,matriculas_anos_iniciais,TRUE
dim_escola_final,turmas_anos_iniciais,TRUE
dim_escola_final,docentes_anos_iniciais,TRUE
dim_escola_final,indice_infraestrutura_basica,TRUE
dim_escola_final,quartil_porte_anos_iniciais,TRUE
dim_escola_final,quartil_infraestrutura_escola,TRUE
dim_escola_final,pertence_universo_avaliativo_2025,TRUE
dim_escola_final,pertence_universo_avaliativo_2026,TRUE
dim_escola_final,elegivel_assessoramento_2025,TRUE
dim_escola_final,elegivel_assessoramento_2026,TRUE
dim_escola_final,recebe_assessoramento_2025,TRUE
dim_escola_final,recebe_assessoramento_2026,TRUE
dim_escola_final,exposicao_programa_binaria_2025,TRUE
dim_escola_final,exposicao_programa_binaria_2026,TRUE
dim_escola_final,assessora_gerencial_2025,TRUE
dim_escola_final,assessora_gerencial_2026,TRUE
dim_escola_final,status_carga_operacional_2025,TRUE
dim_escola_final,status_carga_operacional_2026,TRUE
dim_escola_final,grupo_exposicao_2025,TRUE
dim_escola_final,grupo_exposicao_2026,TRUE
dim_escola_final,incluir_diagnostico_avaliativo_ampliado_2025,TRUE
dim_escola_final,incluir_diagnostico_avaliativo_ampliado_2026,TRUE
dim_escola_final,incluir_resultados_rede_assessorada_2025,TRUE
dim_escola_final,incluir_resultados_rede_assessorada_2026,TRUE
dim_escola_final,incluir_indice_carga_2025,TRUE
dim_escola_final,incluir_indice_carga_2026,TRUE
dim_escola_final,incluir_nao_exposto_descritivo_2025,TRUE
dim_escola_final,incluir_nao_exposto_descritivo_2026,TRUE
dim_escola_final,status_homologacao_2025,TRUE
dim_escola_final,status_homologacao_2026,TRUE
dim_escola_final,versao_regra_2025,TRUE
dim_escola_final,versao_regra_2026,TRUE
dim_escola_final,assessora_vinculo_administrativo,TRUE
base_analitica_final_escola_serie,id_escola,TRUE
base_analitica_final_escola_serie,codigo_inep,TRUE
base_analitica_final_escola_serie,nome_canonico,TRUE
base_analitica_final_escola_serie,ano_escolar,TRUE
base_analitica_final_escola_serie,componente,TRUE
base_analitica_final_escola_serie,painel_resultado_balanceado,TRUE
base_analitica_final_escola_serie,amostra_principal_descritiva,TRUE
base_analitica_final_escola_serie,presente_2025,TRUE
base_analitica_final_escola_serie,presente_2026,TRUE
base_analitica_final_escola_serie,resultado_disponivel_2025,TRUE
base_analitica_final_escola_serie,resultado_disponivel_2026,TRUE
base_analitica_final_escola_serie,previstos_2025,TRUE
base_analitica_final_escola_serie,avaliados_2025,TRUE
