id_escola,codigo_inep,nome_canonico,assessora_gerencial,grupo_administrativo_2024_final,tipo_vinculo_rede_final,status_rede_2025_final,matriculas_anos_iniciais,turmas_anos_iniciais,numero_etapas_amplas_ofertadas,indice_infraestrutura_basica,alunos_por_turma_anos_iniciais,alunos_por_docente_anos_iniciais,pct_matriculas_educacao_especial,pct_matriculas_anos_iniciais_integral,pct_matriculas_transporte_publico,numero_series_resultado_2026,numero_series_comparaveis,painel_completo_cinco_series,score_volume_matriculas,score_volume_turmas,score_volume_etapas,score_estrutural_infraestrutura,score_estrutural_alunos_turma,score_estrutural_alunos_docente,score_estrutural_educacao_especial,score_estrutural_tempo_integral,score_estrutural_transporte,score_educacional_desempenho,score_educacional_baixa_participacao,score_educacional_instabilidade_composicao,score_educacional_heterogeneidade,heterogeneidade_desempenho_bruta,numero_series_resultado_2026_calculado,numero_series_participacao_2026_calculado,numero_series_comparaveis_calculado,proporcao_series_resultado_2026_indice,proporcao_series_comparaveis_indice,qualidade_evidencia_educacional,interpretacao_educacional_cautelosa,score_administrativo_arranjo_especial,score_administrativo_transicao_recente,score_administrativo_historico_cadastral,score_administrativo_sem_vinculo,score_dimensao_volume,score_dimensao_estrutural,score_dimensao_educacional,score_dimensao_administrativa,cobertura_componentes_volume,cobertura_componentes_estrutural,cobertura_componentes_educacional,cobertura_componentes_administrativa,indice_carga_potencial_equilibrado,indice_carga_potencial_operacional,indice_carga_potencial_desafio_educacional,indice_carga_potencial_transicao_administrativa,cobertura_indice_equilibrado,cobertura_indice_operacional,cobertura_indice_desafio_educacional,cobertura_indice_transicao_administrativa,faixa_indice_equilibrado,faixa_indice_operacional,faixa_indice_desafio_educacional,faixa_indice_transicao_administrativa,faixa_indice_carga_potencial,indice_carga_potencial,percentil_indice_carga_potencial,contribuicao_volume_indice_principal,contribuicao_estrutural_indice_principal,contribuicao_educacional_indice_principal,contribuicao_administrativa_indice_principal,interpretacao_indice_cautelosa
ESC_049,43109080,EMEF VER CARLOS PESSOA DE BRUM,priscila,Rede municipal direta em 2024,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,574,22,4,90,26.09090909090909,22.96,6.63265306122449,36.23693379790941,3.061224489795918,5,5,TRUE,94.54545454545455,87.96296296296296,83.63636363636364,58.18181818181818,88.88888888888889,98.14814814814815,25.454545454545453,83.63636363636364,58.18181818181818,85.76767676767676,86.41077441077441,80,24.074074074074073,11.124313653985125,5,5,5,100,100,Completa — cinco séries,FALSE,0,0,0,0,91.26346801346801,66.31818181818181,76.0976430976431,0,1,1,1,1,58.41982323232323,68.30446127946128,65.2712962962963,50.540740740740745,1,1,1,1,Faixa 4 — maior carga potencial relativa,Faixa 4 — maior carga potencial relativa,Faixa 4 — maior carga potencial relativa,Faixa 4 — maior carga potencial relativa,Faixa 4 — maior carga potencial relativa,58.41982323232323,100,22.815867003367003,16.579545454545453,19.024410774410775,0,FALSE
ESC_026,43109144,EMEF LIDOVINO FANTON,julia,Rede municipal direta em 2024,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,563,23,4,80,24.47826086956522,16.085714285714285,6.009852216748769,14.209591474245116,0.7881773399014779,5,5,TRUE,92.72727272727273,95.37037037037037,83.63636363636364,79.0909090909091,66.66666666666667,61.111111111111114,10.909090909090908,56.36363636363637,38.18181818181818,67.17845117845118,90.55892255892256,20,98.14814814814815,34.74819781371241,5,5,5,100,100,Completa — cinco séries,FALSE,0,0,0,0,92.02441077441078,55.95454545454545,72.95117845117845,0,1,1,1,1,55.232533670033675,65.38863636363637,61.5739898989899,47.83358585858586,1,1,1,1,Faixa 4 — maior carga potencial relativa,Faixa 4 — maior carga potencial relativa,Faixa 4 — maior carga potencial relativa,Faixa 4 — maior carga potencial relativa,Faixa 4 — maior carga potencial relativa,55.232533670033675,98.18181818181819,23.006102693602696,13.988636363636363,18.237794612794612,0,FALSE
ESC_016,43107508,EMEF GOV ILDO MENEGHETTI,clarissa,Rede municipal direta em 2024,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,585,24,4,90,24.375,20.892857142857142,8.389830508474576,8.376068376068377,0.2542372881355932,5,5,TRUE,98.18181818181819,98.14814814814815,83.63636363636364,58.18181818181818,64.81481481481481,92.5925925925926,58.18181818181818,41.81818181818182,27.272727272727273,59.65319865319866,68.95622895622895,20,72.22222222222223,25.58800889806418,5,5,5,100,100,Completa — cinco séries,FALSE,0,0,0,0,95.99158249158249,61.48821548821549,59.8989898989899,0,1,1,1,1,54.34469696969697,65.74848484848485,58.52996632996633,46.47070707070707,1,1,1,1,Faixa 4 — maior carga potencial relativa,Faixa 4 — maior carga potencial relativa,Faixa 4 — maior carga potencial relativa,Faixa 4 — maior carga potencial relativa,Faixa 4 — maior carga potencial relativa,54.34469696969697,96.36363636363636,23.997895622895623,15.372053872053872,14.974747474747476,0,FALSE
ESC_007,43187560,EMEF CHAPEU DO SOL,ruti,Rede municipal direta em 2024,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,542,22,4,100,24.636363636363637,20.846153846153847,8.558558558558559,28.59778597785978,3.4234234234234235,5,5,TRUE,90.9090909090909,87.96296296296296,83.63636363636364,22.727272727272734,70.37037037037037,88.88888888888889,60,74.54545454545455,65.45454545454545,73.55555555555556,42.83501683501684,100,77.77777777777777,26.30457616125604,5,5,5,100,100,Completa — cinco séries,FALSE,0,0,0,0,89.08164983164983,56.95286195286195,69.15319865319866,0,1,1,1,1,53.79692760942761,63.70151515151515,59.71582491582492,46.49520202020202,1,1,1,1,Faixa 4 — maior carga potencial relativa,Faixa 4 — maior carga potencial relativa,Faixa 4 — maior carga potencial relativa,Faixa 4 — maior carga potencial relativa,Faixa 4 — maior carga potencial relativa,53.79692760942761,94.54545454545455,22.270412457912457,14.238215488215488,17.288299663299664,0,FALSE
ESC_012,43105483,EMEF DOLORES ALCARAZ CALDAS,jalize,Rede municipal direta em 2024,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,677,27,4,90,25.074074074074073,21.838709677419356,6.896551724137931,20.236336779911372,3.8314176245210727,5,5,TRUE,100,100,83.63636363636364,58.18181818181818,74.07407407407408,94.44444444444444,29.09090909090909,65.45454545454545,76.36363636363636,55.86195286195286,52.26936026936027,60,7.407407407407407,7.3579077663238754,5,5,5,100,100,Completa — cinco séries,FALSE,0,0,0,0,97.54545454545455,62.61784511784512,48.109427609427605,0,1,1,1,1,52.06818181818182,64.29452861952862,54.407323232323236,44.06001683501684,1,1,1,1,Faixa 4 — maior carga potencial relativa,Faixa 4 — maior carga potencial relativa,Faixa 4 — maior carga potencial relativa,Faixa 4 — maior carga potencial relativa,Faixa 4 — maior carga potencial relativa,52.06818181818182,92.72727272727273,24.386363636363637,15.65446127946128,12.027356902356901,0,FALSE
ESC_017,43108571,EMEF GRANDE ORIENTE DO RGS,andreia,Rede municipal direta em 2024,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,470,20,4,80,23.5,18.8,7.762096774193548,24.46808510638298,0.907258064516129,5,5,TRUE,67.27272727272727,69.44444444444444,83.63636363636364,79.0909090909091,52.77777777777778,79.62962962962963,45.45454545454545,72.72727272727273,40,83.77777777777779,81.23905723905723,60,0,6.411794687223783,5,5,5,100,100,Completa — cinco séries,FALSE,0,0,0,0,70.27020202020202,64.5909090909091,68.1986531986532,0,1,1,1,1,50.76494107744108,57.895538720538724,57.48122895622896,44.02188552188552,1,1,1,1,Faixa 4 — maior carga potencial relativa,Faixa 4 — maior carga potencial relativa,Faixa 4 — maior carga potencial relativa,Faixa 4 — maior carga potencial relativa,Faixa 4 — maior carga potencial relativa,50.76494107744108,90.9090909090909,17.567550505050505,16.147727272727273,17.0496632996633,0,FALSE
ESC_046,43107842,EMEF SEN ALBERTO PASQUALINI,julia,Rede municipal direta em 2024,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,535,21,3,90,25.47619047619047,16.71875,9.370314842578711,17.94392523364486,4.72263868065967,5,5,TRUE,85.45454545454545,77.77777777777777,42.72727272727273,58.18181818181818,77.77777777777777,66.66666666666667,67.27272727272727,60,81.81818181818181,44.97979797979798,76.74074074074073,40,85.18518518518519,28.322226347068227,5,5,5,100,100,Completa — cinco séries,FALSE,0,0,0,0,77.12626262626263,66.55555555555556,58.45286195286195,0,1,1,1,1,50.533670033670035,59.179966329966334,55.4452861952862,43.34957912457912,1,1,1,1,Faixa 4 — maior carga potencial relativa,Faixa 4 — maior carga potencial relativa,Faixa 4 — maior carga potencial relativa,Faixa 4 — maior carga potencial relativa,Faixa 4 — maior carga potencial relativa,50.533670033670035,89.0909090909091,19.281565656565657,16.63888888888889,14.613215488215488,0,FALSE
ESC_014,43106382,EMEF EVARISTO GONCALVES NETTO,jalize,Rede estadual em 2024,rede_municipal_direta_ou_nao_classificada,vinculo_estadual_em_2025_a_confirmar,100,5,1,70,20,14.285714285714286,1,0,0,5,0,FALSE,5.454545454545454,5.555555555555555,1.8181818181818181,92.72727272727273,14.814814814814815,35.18518518518518,1.8181818181818181,10.909090909090908,11.818181818181818,82.41077441077441,94.0942760942761,,94.44444444444444,32.4954320742495,5,5,0,100,0,Completa — cinco séries,FALSE,100,100,0,0,4.934343434343434,38.10437710437711,87.66180321735877,70,1,1,0.9,1,50.17513093901983,39.5321922933034,56.077684249906476,55.0231949120838,1,1,1,1,Faixa 4 — maior carga potencial relativa,Faixa 2 — intermediária inferior,Faixa 4 — maior carga potencial relativa,Faixa 4 — maior carga potencial relativa,Faixa 4 — maior carga potencial relativa,50.17513093901983,87.27272727272727,1.2335858585858586,9.526094276094277,21.91545080433969,17.5,TRUE
ESC_008,43177581,EMEF CHICO MENDES,eliane,Rede municipal direta em 2024,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,541,22,3,100,24.59090909090909,18.655172413793103,9.099181073703368,13.67837338262477,1.1828935395814375,5,5,TRUE,89.0909090909091,87.96296296296296,42.72727272727273,22.727272727272734,68.51851851851852,77.77777777777777,63.63636363636363,52.72727272727273,49.09090909090909,71.89562289562289,48.93939393939394,100,51.851851851851855,19.963691690945865,5,5,5,100,100,Completa — cinco séries,FALSE,0,0,0,0,81.85437710437711,52.64309764309765,65.9604377104377,0,1,1,1,1,50.11447811447812,59.0946127946128,55.91582491582491,43.38960437710438,1,1,1,1,Faixa 4 — maior carga potencial relativa,Faixa 4 — maior carga potencial relativa,Faixa 4 — maior carga potencial relativa,Faixa 4 — maior carga potencial relativa,Faixa 4 — maior carga potencial relativa,50.11447811447812,85.45454545454545,20.463594276094277,13.160774410774412,16.490109427609426,0,FALSE
ESC_030,43177034,EMEF MORRO DA CRUZ,andreia,Rede municipal direta em 2024,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,538,21,3,100,25.61904761904762,19.925925925925927,6.2438057482656095,10.037174721189592,1.189296333002973,5,5,TRUE,87.27272727272727,77.77777777777777,42.72727272727273,22.727272727272734,83.33333333333333,87.03703703703704,18.181818181818183,47.27272727272727,50.90909090909091,71.36363636363636,87.8114478114478,20,96.29629629629629,34.63517811143825,5,5,5,100,100,Completa — cinco séries,FALSE,0,0,0,0,78.21717171717171,47.449494949494955,74.07912457912457,0,1,1,1,1,49.936447811447806,57.965067340067336,57.13745791245791,43.653114478114475,1,1,1,1,Faixa 4 — maior carga potencial relativa,Faixa 4 — maior carga potencial relativa,Faixa 4 — maior carga potencial relativa,Faixa 4 — maior carga potencial relativa,Faixa 4 — maior carga potencial relativa,49.936447811447806,83.63636363636364,19.554292929292927,11.862373737373739,18.519781144781142,0,FALSE
ESC_044,43167179,EMEF SAINT HILAIRE,andreia,Rede municipal direta em 2024,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,494,22,4,90,22.454545454545453,16.466666666666665,12.261306532663315,5.668016194331984,3.5175879396984926,5,5,TRUE,76.36363636363636,87.96296296296296,83.63636363636364,58.18181818181818,41.666666666666664,62.96296296296296,90.9090909090909,36.36363636363637,72.72727272727273,58.27609427609428,59.245791245791246,60,53.7037037037037,21.382329116777882,5,5,5,100,100,Completa — cinco séries,FALSE,0,0,0,0,80.3543771043771,60.68686868686869,58.005050505050505,0,1,1,1,1,49.761574074074076,58.914478114478115,54.444612794612794,42.70951178451179,1,1,1,1,Faixa 4 — maior carga potencial relativa,Faixa 4 — maior carga potencial relativa,Faixa 4 — maior carga potencial relativa,Faixa 3 — intermediária superior,Faixa 4 — maior carga potencial relativa,49.761574074074076,81.81818181818181,20.088594276094273,15.171717171717173,14.501262626262626,0,FALSE
ESC_003,43105440,EMEF AFONSO GUERREIRO LIMA,graziela,Rede municipal direta em 2024,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,517,22,4,90,23.5,19.14814814814815,7.41901776384535,15.667311411992262,5.851619644723093,5,5,TRUE,83.63636363636364,87.96296296296296,83.63636363636364,58.18181818181818,52.77777777777778,83.33333333333333,41.81818181818182,58.18181818181818,89.0909090909091,48.013468013468014,57.21885521885522,40,75.92592592592592,25.84035245561121,5,5,5,100,100,Completa — cinco séries,FALSE,0,0,0,0,84.71801346801347,59.14646464646465,53.7003367003367,0,1,1,1,1,49.3912037037037,59.41388888888889,53.21035353535354,42.1979797979798,1,1,1,1,Faixa 4 — maior carga potencial relativa,Faixa 4 — maior carga potencial relativa,Faixa 4 — maior carga potencial relativa,Faixa 3 — intermediária superior,Faixa 4 — maior carga potencial relativa,49.3912037037037,80,21.179503367003367,14.786616161616163,13.425084175084175,0,FALSE
ESC_022,43105491,EMEF JOSE LOUREIRO DA SILVA,jalize,Rede municipal direta em 2024,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,477,21,4,100,22.714285714285715,18.346153846153847,9.821428571428571,30.39832285115304,2.380952380952381,5,5,TRUE,71.81818181818181,77.77777777777777,83.63636363636364,22.727272727272734,48.148148148148145,74.07407407407408,74.54545454545455,76.36363636363636,56.36363636363637,58.11784511784512,93.74410774410774,40,70.37037037037037,25.478766000731714,5,5,5,100,100,Completa — cinco séries,FALSE,0,0,0,0,75.08080808080807,52.92255892255893,67.05050505050505,0,1,1,1,1,48.763468013468014,56.673063973063975,55.067003367003366,42.363299663299664,1,1,1,1,Faixa 4 — maior carga potencial relativa,Faixa 4 — maior carga potencial relativa,Faixa 4 — maior carga potencial relativa,Faixa 3 — intermediária superior,Faixa 4 — maior carga potencial relativa,48.763468013468014,78.18181818181819,18.770202020202017,13.230639730639732,16.762626262626263,0,FALSE
ESC_056,43189768,EEF ALDEIA LUMIAR,Sem vinculação informada,Filantrópica supervisionada,filantropica_sob_supervisao_municipal,fora_da_rede_municipal_direta,109,0,2,80,,,6.598984771573604,100,0,1,1,FALSE,8.181818181818182,,11.818181818181818,79.0909090909091,,,23.636363636363637,94.54545454545455,11.818181818181818,15.909090909090912,99.0909090909091,100,,,1,1,1,20,20,Limitada — uma ou duas séries,TRUE,100,0,100,100,8.909090909090908,59.230769230769226,50.26737967914438,70,0.75,0.65,0.85,1,47.10180995475113,38.92480460715755,47.196462361168244,50.69481694775813,1,1,1,1,Faixa 4 — maior carga potencial relativa,Faixa 2 — intermediária inferior,Faixa 3 — intermediária superior,Faixa 4 — maior carga potencial relativa,Faixa 4 — maior carga potencial relativa,47.10180995475113,76.36363636363636,2.227272727272727,14.807692307692307,12.566844919786096,17.5,TRUE
ESC_051,43175120,EMEF VILA MONTE CRISTO,graziela,Rede municipal direta em 2024,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,454,20,4,70,22.7,15.655172413793103,11.580882352941176,6.387665198237886,3.4926470588235294,5,5,TRUE,63.63636363636363,69.44444444444444,83.63636363636364,92.72727272727273,46.2962962962963,50,87.27272727272727,40,69.0909090909091,38.92255892255892,45.8989898989899,100,61.111111111111114,23.13311418745126,5,5,5,100,100,Completa — cinco séries,FALSE,0,0,0,0,68.08838383838383,69.48653198653199,50.102693602693606,0,1,1,1,1,46.91940235690235,54.62752525252525,51.03038720538721,40.04065656565657,1,1,1,1,Faixa 3 — intermediária superior,Faixa 4 — maior carga potencial relativa,Faixa 3 — intermediária superior,Faixa 3 — intermediária superior,Faixa 3 — intermediária superior,46.91940235690235,74.54545454545455,17.02209595959596,17.371632996632997,12.525673400673401,0,FALSE
ESC_052,43173721,EMEF WENCESLAU FONTOURA,eliane,Rede municipal direta em 2024,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,446,17,3,90,26.235294117647054,17.84,9.976525821596244,34.75336322869955,0.5868544600938967,5,5,TRUE,61.81818181818182,51.851851851851855,42.72727272727273,58.18181818181818,94.44444444444444,70.37037037037037,76.36363636363636,80,34.54545454545455,57.56565656565657,26.956228956228955,100,88.88888888888889,30.53055622753498,5,5,5,100,100,Completa — cinco séries,FALSE,0,0,0,0,56.46296296296297,71.8989898989899,58.85521885521885,0,1,1,1,1,46.80429292929293,52.330976430976435,52.809427609427615,40.38619528619529,1,1,1,1,Faixa 3 — intermediária superior,Faixa 3 — intermediária superior,Faixa 3 — intermediária superior,Faixa 3 — intermediária superior,Faixa 3 — intermediária superior,46.80429292929293,72.72727272727273,14.115740740740742,17.974747474747474,14.713804713804713,0,FALSE
ESC_018,43105548,EMEF HEITOR VILLA LOBOS,jalize,Rede municipal direta em 2024,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,501,19,3,100,26.36842105263158,20.875,7.265388496468214,5.788423153692615,11.301715438950556,5,5,TRUE,80,62.03703703703704,42.72727272727273,22.727272727272734,98.14814814814815,90.74074074074075,36.36363636363637,38.18181818181818,96.36363636363636,81.12794612794613,33.41077441077441,60,33.333333333333336,13.19246745723563,5,5,5,100,100,Completa — cinco séries,FALSE,0,0,0,0,69.91835016835017,55.968013468013474,59.91666666666667,0,1,1,1,1,46.45075757575758,53.94267676767677,51.94234006734007,40.1564393939394,1,1,1,1,Faixa 3 — intermediária superior,Faixa 4 — maior carga potencial relativa,Faixa 3 — intermediária superior,Faixa 3 — intermediária superior,Faixa 3 — intermediária superior,46.45075757575758,70.9090909090909,17.479587542087543,13.992003367003369,14.979166666666668,0,FALSE
ESC_010,43109128,EMEF DEP MARCIRIO GOULART LOUREIRO,marian,Rede municipal direta em 2024,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,495,19,3,100,26.05263157894737,18.333333333333332,7.142857142857143,0.202020202020202,0.5175983436853002,5,5,TRUE,78.18181818181819,62.03703703703704,42.72727272727273,22.727272727272734,87.03703703703704,72.22222222222223,30.90909090909091,23.636363636363637,32.72727272727273,79.6969696969697,60.83501683501684,80,35.18518518518518,13.885495963490676,5,5,5,100,100,Completa — cinco séries,FALSE,0,0,0,0,68.82744107744108,45.24074074074075,68.33501683501684,0,1,1,1,1,45.60079966329967,52.50816498316499,52.409680134680144,39.89739057239058,1,1,1,1,Faixa 3 — intermediária superior,Faixa 3 — intermediária superior,Faixa 3 — intermediária superior,Faixa 3 — intermediária superior,Faixa 3 — intermediária superior,45.60079966329967,69.0909090909091,17.20686026936027,11.310185185185187,17.08375420875421,0,FALSE
ESC_033,43204643,EMEF NOSSA SENHORA DO CARMO,amanda,Rede municipal direta em 2024,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,408,16,4,90,25.5,18.545454545454547,7.363420427553444,38.23529411764706,7.957244655581948,5,5,TRUE,54.54545454545455,47.22222222222222,83.63636363636364,58.18181818181818,80.55555555555556,75.92592592592592,40,85.45454545454545,94.54545454545455,66.91582491582491,50.7037037037037,40,59.25925925925926,23.02980277382133,5,5,5,100,100,Completa — cinco séries,FALSE,0,0,0,0,57.07828282828282,66.22727272727272,59.02272727272727,0,1,1,1,1,45.582070707070706,51.192676767676765,51.58156565656566,39.416792929292924,1,1,1,1,Faixa 3 — intermediária superior,Faixa 3 — intermediária superior,Faixa 3 — intermediária superior,Faixa 3 — intermediária superior,Faixa 3 — intermediária superior,45.582070707070706,67.27272727272727,14.269570707070706,16.55681818181818,14.755681818181818,0,FALSE
ESC_050,43109101,EMEF VER MARTIM ARANHA,priscila,Rede municipal direta em 2024,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,333,15,4,90,22.2,16.65,10.66481994459834,21.62162162162162,1.8005540166204983,5,5,TRUE,38.18181818181818,39.81481481481482,83.63636363636364,58.18181818181818,35.18518518518518,64.81481481481481,81.81818181818181,70.9090909090909,54.54545454545455,74.27609427609428,70.13468013468014,60,74.07407407407408,25.838775753023977,5,5,5,100,100,Completa — cinco séries,FALSE,0,0,0,0,45.408249158249156,60.39562289562289,71.78282828282829,0,1,1,1,1,44.39667508417509,47.61877104377105,52.89368686868687,39.10648148148148,1,1,1,1,Faixa 3 — intermediária superior,Faixa 3 — intermediária superior,Faixa 4 — maior carga potencial relativa,Faixa 3 — intermediária superior,Faixa 3 — intermediária superior,44.39667508417509,65.45454545454545,11.352062289562289,15.098905723905723,17.945707070707073,0,FALSE
